company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Kraft Heinz Foods Co,HNZ,,46640,2009.0,FY,,2009-04-29,2010-06-17 09:13:21+00:00,1113307000.0,881164000.0,233316000.0,2131260000.0,-1269700000.0,373145000.0,,845691000.0,73896000.0,91283000.0,2687788000.0,4109562000.0,1295166000.0,5076186000.0,1237613000.0,1978302000.0,59167000.0,345749000.0,214786000.0,327334000.0,485406000.0,,565171000.0,685512000.0,192736000.0,125765000.0,,,6525719000.0,65638000.0,9664184000.0,1219868000.0,2945021000.0,2062846000.0,1219938000.0,1279105000.0,8385079000.0,9664184000.0,4740861000.0,6322233000.0,70000.0,-4881842000.0
Kraft Heinz Foods Co,HNZ,,46640,2010.0,FY,,2010-04-28,2011-06-16 10:23:40+00:00,1129514000.0,794845000.0,288579000.0,2373844000.0,-979581000.0,483253000.0,,765370000.0,30593000.0,,2770918000.0,4465640000.0,1297714000.0,4559152000.0,1249127000.0,2091796000.0,57151000.0,665089000.0,216423000.0,393081000.0,667653000.0,,864158000.0,511192000.0,,130819000.0,0.0,,6856033000.0,59020000.0,10075711000.0,1891275000.0,3051125000.0,2175359000.0,1891345000.0,1948496000.0,8127215000.0,10075711000.0,4932790000.0,5951856000.0,70000.0,-4750547000.0
Kraft Heinz Foods Co,HNZ,,46640,2010.0,Q3,,2010-01-27,2010-02-25 15:26:19+00:00,1052801000.0,784865000.0,318058000.0,2361691000.0,-929597000.0,562307000.0,,773588000.0,88710000.0,89410000.0,2826752000.0,4420277000.0,1333628000.0,4764221000.0,1376170000.0,2058586000.0,66492000.0,533690000.0,222919000.0,401436000.0,491007000.0,,595645000.0,571695000.0,0.0,131796000.0,,,6797957000.0,48529000.0,10071185000.0,1823653000.0,3256574000.0,2088515000.0,1823653000.0,1890145000.0,8181040000.0,10071185000.0,4756025000.0,6092525000.0,,-4818295000.0
Kraft Heinz Foods Co,HNZ,,46640,2010.0,Q2,,2009-10-28,2009-11-24 16:44:23+00:00,1190668000.0,806057000.0,276402000.0,2391069000.0,-755568000.0,460584000.0,,827628000.0,87140000.0,88103000.0,2865702000.0,4508356000.0,1370308000.0,4848910000.0,1502923000.0,2117287000.0,75651000.0,489676000.0,220441000.0,377551000.0,438882000.0,,631007000.0,577141000.0,0.0,141582000.0,,,6703160000.0,50131000.0,10273001000.0,1929856000.0,3288697000.0,2131326000.0,1929856000.0,2005507000.0,8267494000.0,10273001000.0,4867017000.0,6136168000.0,,-4845364000.0
Kraft Heinz Foods Co,HNZ,,46640,2010.0,Q1,,2009-07-29,2009-08-20 17:08:55+00:00,1084412000.0,756452000.0,247802000.0,2295957000.0,-938772000.0,550700000.0,,833027000.0,124448000.0,88073000.0,2817273000.0,4364604000.0,1359232000.0,5234468000.0,1333508000.0,2068647000.0,68699000.0,350483000.0,219399000.0,341159000.0,394440000.0,,556409000.0,608405000.0,0.0,172925000.0,,192736000.0,6605224000.0,95503000.0,10149041000.0,1632909000.0,3347480000.0,2034678000.0,1632909000.0,1701608000.0,8447433000.0,10149041000.0,4732914000.0,6412755000.0,,-4866570000.0
Kraft Heinz Foods Co,HNZ,,46640,2011.0,FY,,2011-04-27,2012-06-15 11:47:53+00:00,1499667000.0,1039064000.0,313389000.0,2719632000.0,-299564000.0,724311000.0,,737141000.0,98325000.0,,3298441000.0,5224715000.0,1598784000.0,3078128000.0,1451546000.0,2505083000.0,73504000.0,897179000.0,216172000.0,379100000.0,715147000.0,,1074795000.0,570571000.0,,159521000.0,124669000.0,,7264678000.0,1534932000.0,12230645000.0,3108893000.0,3753542000.0,4161460000.0,3108962000.0,3182466000.0,8923510000.0,12230645000.0,5972020000.0,4762050000.0,69000.0,-4593362000.0
Kraft Heinz Foods Co,HNZ,,46640,2011.0,Q3,,2011-01-26,2011-03-03 10:43:44+00:00,1214967000.0,785170000.0,326948000.0,2582397000.0,-718341000.0,1052035000.0,,735850000.0,92128000.0,,2921258000.0,4791756000.0,1388349000.0,3749963000.0,1399610000.0,2209359000.0,69040000.0,745799000.0,219436000.0,332181000.0,608159000.0,,856114000.0,529346000.0,,149001000.0,,,7186743000.0,894369000.0,11093077000.0,2642922000.0,3717997000.0,3136571000.0,2642922000.0,2711962000.0,8381115000.0,11093077000.0,5165721000.0,5244544000.0,,-4561330000.0
Kraft Heinz Foods Co,HNZ,,46640,2011.0,Q2,,2010-10-27,2010-11-23 08:14:58+00:00,1174195000.0,805711000.0,299414000.0,2513951000.0,-791247000.0,665871000.0,,734374000.0,65253000.0,,2819283000.0,4645947000.0,1313365000.0,3553438000.0,1359252000.0,2131996000.0,68972000.0,722742000.0,216002000.0,342352000.0,575202000.0,,854811000.0,476995000.0,,148864000.0,,,7058783000.0,898022000.0,10441505000.0,2391270000.0,3322050000.0,3012086000.0,2391270000.0,2460242000.0,7981263000.0,10441505000.0,4987459000.0,4969177000.0,,-4610640000.0
Kraft Heinz Foods Co,HNZ,,46640,2011.0,Q1,,2010-07-28,2010-09-01 10:30:56+00:00,1077115000.0,753251000.0,288709000.0,2420605000.0,-991367000.0,494509000.0,,754509000.0,57627000.0,89348000.0,2771548000.0,4508215000.0,1286661000.0,3655489000.0,1237442000.0,2087610000.0,65003000.0,702034000.0,215119000.0,322077000.0,426793000.0,,809408000.0,458217000.0,,165506000.0,,,6952301000.0,897800000.0,9928012000.0,1994758000.0,2972785000.0,2837392000.0,1994758000.0,2059761000.0,7868251000.0,9928012000.0,4867617000.0,5030859000.0,,-4720685000.0
Kraft Heinz Foods Co,HNZ,,46640,2012.0,FY,,2012-04-29,2013-07-09 14:33:56+00:00,1348812000.0,993510000.0,303132000.0,2782423000.0,-844728000.0,1330441000.0,0.0,702382000.0,101540000.0,,3185527000.0,5266561000.0,1498694000.0,4779981000.0,1329351000.0,2484138000.0,52233000.0,817928000.0,231452000.0,54139000.0,647769000.0,,932698000.0,581390000.0,,174795000.0,113759000.0,,7567278000.0,246708000.0,11983293000.0,2758528000.0,3882236000.0,2647961000.0,2758589000.0,2810822000.0,9058712000.0,11983293000.0,5616919000.0,6410751000.0,61000.0,-4666404000.0
