company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Kraft Heinz Foods Co,HNZ,,46640,2008.0,FY,2007-05-03,2008-04-30,2010-06-17 09:13:21+00:00,-151604000.0,38071000.0,250826000.0,63481000.0,88810000.0,-10217000.0,493954000.0,-758095000.0,-554227000.0,1188303000.0,-758095000.0,-554227000.0,1188303000.0,-35209000.0,856478000.0,856478000.0,53145000.0,182118000.0,-173047000.0,-485246000.0,-301588000.0,-368214000.0,-580707000.0,,8531000.0
Kraft Heinz Foods Co,HNZ,,46640,2009.0,Q4,2009-01-29,2009-04-29,,-6839000.0,10744000.0,58828000.0,456000.0,9359000.0,491069000.0,-182142000.0,-877823000.0,-110297000.0,660965000.0,-877823000.0,-110297000.0,660965000.0,-317796000.0,177442000.0,177442000.0,-77118000.0,1663000.0,719000.0,-130976000.0,-108674000.0,-566368000.0,,,4041000.0
Kraft Heinz Foods Co,HNZ,,46640,2009.0,FY,2008-05-01,2009-04-29,2010-06-17 09:13:21+00:00,-293898000.0,40081000.0,241294000.0,13351000.0,-133894000.0,39020000.0,853051000.0,-516336000.0,-761194000.0,1166882000.0,-516336000.0,-761194000.0,1166882000.0,-244542000.0,937961000.0,937961000.0,-91474000.0,264898000.0,-193933000.0,-525293000.0,-292121000.0,-927561000.0,-181431000.0,,5407000.0
Kraft Heinz Foods Co,HNZ,,46640,2009.0,Q3,2008-10-30,2009-01-28,,-170809000.0,9907000.0,56166000.0,-25000.0,-22683000.0,-9617000.0,65400000.0,-87874000.0,-418508000.0,292350000.0,-87874000.0,-418508000.0,292350000.0,-236715000.0,243776000.0,243776000.0,-7882000.0,1820000.0,-188675000.0,-131501000.0,-59229000.0,-23593000.0,,,230000.0
Kraft Heinz Foods Co,HNZ,,46640,2009.0,Q3YTD,2008-05-01,2009-01-28,2010-02-25 15:26:19+00:00,-287059000.0,29337000.0,182466000.0,12895000.0,-143253000.0,-452049000.0,1035193000.0,361487000.0,-650897000.0,505917000.0,361487000.0,-650897000.0,505917000.0,73254000.0,760519000.0,760519000.0,-14356000.0,263235000.0,-194652000.0,-394317000.0,-183447000.0,-361193000.0,-181431000.0,,1366000.0
Kraft Heinz Foods Co,HNZ,,46640,2009.0,Q2,2008-07-31,2008-10-29,,-116250000.0,9412000.0,60585000.0,7455000.0,-119960000.0,-123949000.0,117966000.0,462718000.0,-196952000.0,227502000.0,462718000.0,-196952000.0,227502000.0,373308000.0,282459000.0,282459000.0,-1005000.0,78774000.0,-6020000.0,-131483000.0,-82584000.0,397461000.0,,,447000.0
Kraft Heinz Foods Co,HNZ,,46640,2009.0,Q2YTD,2008-05-01,2008-10-29,2009-11-24 16:44:23+00:00,-116250000.0,19430000.0,126300000.0,12920000.0,-120570000.0,-442432000.0,969793000.0,449361000.0,-232389000.0,213567000.0,449361000.0,-232389000.0,213567000.0,309969000.0,516743000.0,516743000.0,-6474000.0,261415000.0,-5977000.0,-262816000.0,-124218000.0,-337600000.0,-181431000.0,,1136000.0
Kraft Heinz Foods Co,HNZ,,46640,2009.0,Q1,2008-05-01,2008-07-30,2009-08-20 17:08:55+00:00,,10018000.0,65715000.0,5465000.0,-610000.0,-318483000.0,851827000.0,-13357000.0,-35437000.0,-13935000.0,-13357000.0,-35437000.0,-13935000.0,-63339000.0,234284000.0,234284000.0,-5469000.0,182641000.0,43000.0,-131333000.0,-41634000.0,-735061000.0,-181431000.0,,689000.0
Kraft Heinz Foods Co,HNZ,,46640,2010.0,Q4,2010-01-28,2010-04-28,,61948000.0,12784000.0,70616000.0,220000.0,-24831000.0,-7170000.0,-2361000.0,-344311000.0,30013000.0,260075000.0,-344311000.0,30013000.0,260075000.0,-79054000.0,194775000.0,194775000.0,-10930000.0,-17160000.0,-91000.0,-133937000.0,-127223000.0,-190853000.0,,,95159000.0
Kraft Heinz Foods Co,HNZ,,46640,2010.0,FY,2009-04-30,2010-04-28,2012-06-15 11:47:53+00:00,-11428000.0,48308000.0,254528000.0,18637000.0,-17616000.0,-58780000.0,447056000.0,-1147916000.0,13443000.0,1262197000.0,-1147916000.0,13443000.0,1262197000.0,110108000.0,882343000.0,882343000.0,135798000.0,5305000.0,187383000.0,-533552000.0,-277642000.0,-1066725000.0,0.0,0.0,96493000.0
