company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:59:55+00:00,,,827000000.0,1888000000.0,66000000.0,236000000.0,118000000.0,727000000.0,,2379000000.0,408000000.0,2693000000.0,2379000000.0,408000000.0,2693000000.0,5480000000.0,,,569000000.0,,87000000.0,,1536000000.0,,,-2000000.0,,,101000000.0,154000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 14:57:55+00:00,-389000000.0,322000000.0,677000000.0,1834000000.0,,283000000.0,139000000.0,4800000000.0,,1591000000.0,-4611000000.0,3328000000.0,1591000000.0,-4611000000.0,3328000000.0,308000000.0,1358000000.0,1358000000.0,-147000000.0,,118000000.0,,-1145000000.0,-7500000000.0,-4386000000.0,-2203000000.0,,,7454000000.0,92000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2008.0,Q4,2008-10-01,2008-12-31,,-389000000.0,322000000.0,677000000.0,447000000.0,-389000000.0,175000000.0,106000000.0,4483000000.0,,388000000.0,-5163000000.0,1765000000.0,388000000.0,-5163000000.0,1765000000.0,-3010000000.0,1358000000.0,1358000000.0,-215000000.0,,54000000.0,,-1998000000.0,-7500000000.0,-4386000000.0,-2203000000.0,,,7441000000.0,6000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 14:15:46+00:00,,,,1387000000.0,389000000.0,108000000.0,33000000.0,317000000.0,,1203000000.0,552000000.0,1563000000.0,1203000000.0,552000000.0,1563000000.0,3318000000.0,,,68000000.0,,64000000.0,,853000000.0,,,,,,13000000.0,86000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2008.0,Q3,2008-07-01,2008-09-30,,,,,479000000.0,389000000.0,-24000000.0,7000000.0,-2076000000.0,,332000000.0,3079000000.0,-132000000.0,332000000.0,3079000000.0,-132000000.0,3279000000.0,-815000000.0,-815000000.0,228000000.0,,2000000.0,,1403000000.0,32248000000.0,2142000000.0,998000000.0,,,-31710000000.0,8000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 11:58:51+00:00,0.0,,,908000000.0,,132000000.0,26000000.0,2393000000.0,,871000000.0,-2527000000.0,1695000000.0,871000000.0,-2527000000.0,1695000000.0,39000000.0,815000000.0,815000000.0,-160000000.0,,62000000.0,,-550000000.0,-32248000000.0,-2142000000.0,-998000000.0,,,31723000000.0,78000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2009.0,Q4,2009-10-01,2009-12-31,,-124000000.0,-419000000.0,1254000000.0,451000000.0,-124000000.0,424000000.0,99000000.0,4409000000.0,,491000000.0,-4834000000.0,369000000.0,491000000.0,-4834000000.0,369000000.0,-3974000000.0,-1085000000.0,-1085000000.0,579000000.0,,-38000000.0,,-2201000000.0,-3150000000.0,-4296000000.0,-1816000000.0,,,2885000000.0,13000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 16:47:30+00:00,-124000000.0,-419000000.0,1254000000.0,1846000000.0,,1066000000.0,519000000.0,4409000000.0,,1585000000.0,-4492000000.0,3463000000.0,1585000000.0,-4492000000.0,3463000000.0,556000000.0,-1085000000.0,-1085000000.0,1636000000.0,,20000000.0,,-1259000000.0,-3150000000.0,-4296000000.0,-2084000000.0,,,2988000000.0,70000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 13:06:33+00:00,,,,1395000000.0,124000000.0,642000000.0,420000000.0,,,1094000000.0,342000000.0,3094000000.0,1094000000.0,342000000.0,3094000000.0,4530000000.0,,,1057000000.0,0.0,58000000.0,,942000000.0,,,-268000000.0,,,103000000.0,57000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2009.0,Q3TTM,2008-10-01,2009-09-30,,-389000000.0,322000000.0,677000000.0,1842000000.0,-265000000.0,817000000.0,526000000.0,4483000000.0,,1482000000.0,-4821000000.0,4859000000.0,1482000000.0,-4821000000.0,4859000000.0,1520000000.0,1358000000.0,1358000000.0,842000000.0,,112000000.0,,-1056000000.0,-7500000000.0,-4386000000.0,-2471000000.0,,,7544000000.0,63000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2009.0,Q3,2009-07-01,2009-09-30,,,,,478000000.0,10000000.0,-395000000.0,134000000.0,,,327000000.0,13000000.0,585000000.0,327000000.0,13000000.0,585000000.0,925000000.0,,,502000000.0,,-47000000.0,,313000000.0,,,-120000000.0,,,37000000.0,13000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 15:11:16+00:00,,,,917000000.0,114000000.0,1037000000.0,286000000.0,,,767000000.0,329000000.0,2509000000.0,767000000.0,329000000.0,2509000000.0,3605000000.0,,,555000000.0,,105000000.0,,629000000.0,,,-148000000.0,,,66000000.0,44000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2009.0,Q2TTM,2008-07-01,2009-06-30,,-389000000.0,322000000.0,677000000.0,1843000000.0,114000000.0,1188000000.0,399000000.0,2407000000.0,,1487000000.0,-1755000000.0,4142000000.0,1487000000.0,-1755000000.0,4142000000.0,3874000000.0,543000000.0,543000000.0,568000000.0,,161000000.0,,34000000.0,24748000000.0,-2244000000.0,-1353000000.0,,,-24203000000.0,58000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2010.0,Q4,2010-10-01,2010-12-31,,,64000000.0,2483000000.0,513000000.0,,179000000.0,87000000.0,262000000.0,,-90000000.0,,850000000.0,-90000000.0,-898000000.0,850000000.0,-138000000.0,429000000.0,429000000.0,-271000000.0,,0.0,,-332000000.0,0.0,0.0,-107000000.0,,,0.0,0.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 09:24:17+00:00,0.0,64000000.0,2483000000.0,1994000000.0,,957000000.0,302000000.0,2738000000.0,,40000000.0,-4423000000.0,4511000000.0,40000000.0,-4423000000.0,4511000000.0,128000000.0,1323000000.0,1323000000.0,237000000.0,,-69000000.0,,-1294000000.0,-2218000000.0,-4803000000.0,-1706000000.0,,,2261000000.0,406000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-08 14:03:00+00:00,0.0,,,1481000000.0,,778000000.0,215000000.0,2476000000.0,,130000000.0,-3531000000.0,3661000000.0,130000000.0,-3525000000.0,3661000000.0,266000000.0,894000000.0,894000000.0,508000000.0,0.0,-28000000.0,,-962000000.0,-1803000000.0,-3481000000.0,-1599000000.0,,,1773000000.0,8000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2010.0,Q3TTM,2009-10-01,2010-09-30,,-124000000.0,-419000000.0,1254000000.0,1932000000.0,-124000000.0,1202000000.0,314000000.0,6885000000.0,,621000000.0,-8365000000.0,4030000000.0,621000000.0,-8359000000.0,4030000000.0,-3708000000.0,-191000000.0,-191000000.0,1087000000.0,,-66000000.0,,-3163000000.0,-4953000000.0,-7777000000.0,-3415000000.0,,,4658000000.0,21000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2010.0,Q3,2010-07-01,2010-09-30,,,,,0.0,,0.0,103000000.0,1113000000.0,,278000000.0,,1537000000.0,278000000.0,-1017000000.0,1537000000.0,798000000.0,666000000.0,666000000.0,871000000.0,-350000000.0,0.0,,28000000.0,0.0,0.0,-616000000.0,,,0.0,0.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2010.0,Q2TTM,2009-07-01,2010-06-30,,-124000000.0,-419000000.0,1254000000.0,1908000000.0,-114000000.0,361000000.0,345000000.0,5772000000.0,,670000000.0,-7329000000.0,3070000000.0,670000000.0,-7329000000.0,3078000000.0,-3581000000.0,-857000000.0,-857000000.0,1658000000.0,350000000.0,-110000000.0,,-2878000000.0,-4542000000.0,-6621000000.0,-2919000000.0,,,4151000000.0,31000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2010.0,Q2,2010-04-01,2010-06-30,,,,,0.0,,0.0,81000000.0,816000000.0,,199000000.0,-1272000000.0,1003000000.0,199000000.0,-1272000000.0,1003000000.0,-70000000.0,-217000000.0,-217000000.0,1220000000.0,350000000.0,-26000000.0,,-674000000.0,-781000000.0,-1146000000.0,-374000000.0,,,679000000.0,2000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 13:41:45+00:00,0.0,,,506000000.0,,184000000.0,31000000.0,547000000.0,,-347000000.0,-1236000000.0,1121000000.0,-347000000.0,-1236000000.0,1121000000.0,-462000000.0,445000000.0,445000000.0,-14000000.0,0.0,1000000.0,,-316000000.0,-611000000.0,-1179000000.0,-609000000.0,,,550000000.0,3000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 15:50:25+00:00,-51000000.0,26000000.0,2659000000.0,2026000000.0,,-68000000.0,67000000.0,2778000000.0,,1202000000.0,-4434000000.0,3672000000.0,1202000000.0,-4434000000.0,3672000000.0,440000000.0,1714000000.0,1714000000.0,0.0,,43000000.0,,-1355000000.0,-3244000000.0,-4363000000.0,-288000000.0,,,3063000000.0,118000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2011.0,Q4,2011-10-01,2011-12-31,,-1000000.0,26000000.0,2659000000.0,518000000.0,,-111000000.0,54000000.0,1194000000.0,,797000000.0,1622000000.0,645000000.0,797000000.0,1622000000.0,645000000.0,78000000.0,290000000.0,290000000.0,-52000000.0,,3042000000.0,-2986000000.0,-342000000.0,-799000000.0,-1373000000.0,-109000000.0,,,750000000.0,3000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-08 14:35:56+00:00,-50000000.0,0.0,0.0,1508000000.0,0.0,43000000.0,13000000.0,1584000000.0,,405000000.0,-6056000000.0,3027000000.0,405000000.0,-6056000000.0,3027000000.0,362000000.0,1424000000.0,1424000000.0,52000000.0,,-2999000000.0,2986000000.0,-1013000000.0,-2445000000.0,-2990000000.0,-179000000.0,,,2313000000.0,115000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2011.0,Q3TTM,2010-10-01,2011-09-30,,-50000000.0,64000000.0,2483000000.0,2021000000.0,,222000000.0,100000000.0,1846000000.0,,315000000.0,-6948000000.0,3877000000.0,315000000.0,-6954000000.0,3877000000.0,224000000.0,1853000000.0,1853000000.0,-219000000.0,,-3040000000.0,2986000000.0,-1345000000.0,-2860000000.0,-4312000000.0,-286000000.0,,,2801000000.0,513000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2011.0,Q3,2011-07-01,2011-09-30,,-46000000.0,,,517000000.0,,186000000.0,3000000.0,1022000000.0,,592000000.0,-4218000000.0,1310000000.0,592000000.0,-4218000000.0,1310000000.0,670000000.0,470000000.0,470000000.0,137000000.0,,-3246000000.0,2986000000.0,-338000000.0,-1130000000.0,-943000000.0,-95000000.0,,,1032000000.0,115000000.0
