company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2014.0,Q3,,2014-09-30,2014-11-07 16:30:53+00:00,1801000000.0,2923000000.0,34545000000.0,-456000000.0,14719000000.0,,1931000000.0,0.0,39389000000.0,,704000000.0,16331000000.0,104140000000.0,,38702000000.0,350000000.0,3200000000.0,69595000000.0,41000000.0,1823000000.0,,13420000000.0,1231000000.0,,,1232000000.0,2043000000.0,335000000.0,760000000.0,,18913000000.0,,2892000000.0,57000000.0,1954000000.0,,2479000000.0,2943000000.0,0.0,119656000000.0,41412000000.0,11575000000.0,8251000000.0,41412000000.0,41453000000.0,78203000000.0,119656000000.0,38486000000.0,69952000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2014.0,Q2,,2014-06-30,2014-08-07 11:21:59+00:00,1782000000.0,2995000000.0,33977000000.0,-355000000.0,11368000000.0,,2008000000.0,0.0,39390000000.0,,522000000.0,16343000000.0,100885000000.0,,38706000000.0,381000000.0,3056000000.0,66908000000.0,78000000.0,1723000000.0,,12449000000.0,1263000000.0,,,1349000000.0,1926000000.0,409000000.0,724000000.0,,17653000000.0,,2373000000.0,75000000.0,1698000000.0,,1768000000.0,3754000000.0,0.0,115173000000.0,40803000000.0,11515000000.0,8708000000.0,40803000000.0,40881000000.0,74292000000.0,115173000000.0,36750000000.0,65584000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2014.0,Q1,,2014-03-31,2014-05-09 16:15:03+00:00,1892000000.0,597000000.0,33519000000.0,-377000000.0,11119000000.0,,1531000000.0,0.0,39373000000.0,,423000000.0,16342000000.0,99874000000.0,,39000000000.0,386000000.0,2908000000.0,66355000000.0,80000000.0,1761000000.0,,12290000000.0,1270000000.0,,0.0,1148000000.0,1855000000.0,515000000.0,700000000.0,0.0,17803000000.0,,2341000000.0,71000000.0,1661000000.0,0.0,1713000000.0,2622000000.0,2205000000.0,113792000000.0,40709000000.0,10565000000.0,7492000000.0,40709000000.0,40789000000.0,73003000000.0,113792000000.0,36872000000.0,65511000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2015.0,FY,,2015-12-31,2016-05-04 19:16:07+00:00,2400000000.0,2451000000.0,37665000000.0,-806000000.0,16519000000.0,,857000000.0,0.0,37969000000.0,,348000000.0,16343000000.0,113374000000.0,,37495000000.0,499000000.0,3810000000.0,75709000000.0,44000000.0,1706000000.0,,13177000000.0,1088000000.0,,,877000000.0,2515000000.0,,430000000.0,,20240000000.0,,43000000.0,,327000000.0,,2564000000.0,5707000000.0,,121156000000.0,39727000000.0,8322000000.0,11400000000.0,39727000000.0,39771000000.0,81385000000.0,121156000000.0,37125000000.0,69985000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2015.0,Q3,,2015-09-30,2015-11-05 16:47:50+00:00,2078000000.0,2759000000.0,37479000000.0,-778000000.0,15842000000.0,,1370000000.0,0.0,37954000000.0,,628000000.0,16312000000.0,111255000000.0,,37667000000.0,501000000.0,3537000000.0,73776000000.0,36000000.0,1595000000.0,,14415000000.0,1130000000.0,,,963000000.0,2372000000.0,,483000000.0,,20061000000.0,,188000000.0,,1566000000.0,,2656000000.0,4955000000.0,,121033000000.0,39832000000.0,10195000000.0,10516000000.0,39832000000.0,39868000000.0,81165000000.0,121033000000.0,37062000000.0,70649000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2015.0,Q2,,2015-06-30,2015-08-07 13:35:51+00:00,1920000000.0,2696000000.0,35826000000.0,-648000000.0,15693000000.0,,960000000.0,0.0,37934000000.0,,550000000.0,16328000000.0,107585000000.0,,36795000000.0,375000000.0,3469000000.0,71759000000.0,37000000.0,1588000000.0,,14084000000.0,1152000000.0,,,975000000.0,2221000000.0,,419000000.0,,20332000000.0,,183000000.0,,1498000000.0,,2294000000.0,4536000000.0,,118575000000.0,39580000000.0,9598000000.0,9646000000.0,39580000000.0,39617000000.0,78958000000.0,118575000000.0,37218000000.0,69312000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2015.0,Q1,,2015-03-31,2015-05-08 16:07:11+00:00,1920000000.0,2766000000.0,35400000000.0,-672000000.0,14778000000.0,,2821000000.0,0.0,39414000000.0,,508000000.0,16329000000.0,105701000000.0,,37173000000.0,343000000.0,3413000000.0,70301000000.0,36000000.0,1667000000.0,,14338000000.0,1170000000.0,,,960000000.0,2249000000.0,354000000.0,636000000.0,,20062000000.0,,2785000000.0,26000000.0,2008000000.0,,2309000000.0,6590000000.0,,122142000000.0,41051000000.0,12322000000.0,11903000000.0,41051000000.0,41087000000.0,81055000000.0,122142000000.0,39519000000.0,69152000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2016.0,FY,,2016-12-31,2018-02-22 20:21:45+00:00,2994000000.0,2644000000.0,39406000000.0,-93000000.0,17081000000.0,,392000000.0,0.0,38742000000.0,0.0,384000000.0,19425000000.0,121926000000.0,,45576000000.0,925000000.0,3522000000.0,82520000000.0,8000000.0,1753000000.0,,14648000000.0,1111000000.0,,-66000000.0,1089000000.0,2864000000.0,,503000000.0,0.0,21852000000.0,,,,458000000.0,,2384000000.0,4806000000.0,,132761000000.0,41033000000.0,8039000000.0,11551000000.0,41033000000.0,41041000000.0,91720000000.0,132761000000.0,42202000000.0,80169000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2016.0,Q3,,2016-09-30,2016-11-04 15:13:37+00:00,,2722000000.0,38812000000.0,,16532000000.0,,,,,,636000000.0,,117028000000.0,,43964000000.0,604000000.0,3351000000.0,78216000000.0,,1851000000.0,,13687000000.0,1030000000.0,,,853000000.0,2586000000.0,,504000000.0,,18008000000.0,,22000000.0,,,,,6212000000.0,,103776000000.0,,6926000000.0,9938000000.0,,,87002000000.0,87002000000.0,18634000000.0,77064000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2016.0,Q2,,2016-06-30,2016-08-04 15:23:37+00:00,2221000000.0,2518000000.0,38412000000.0,-717000000.0,16565000000.0,,676000000.0,0.0,37985000000.0,,467000000.0,16357000000.0,115741000000.0,,39931000000.0,613000000.0,3627000000.0,77329000000.0,53000000.0,1730000000.0,,13530000000.0,1044000000.0,,,825000000.0,2116000000.0,,448000000.0,,20228000000.0,,30000000.0,,451000000.0,,2627000000.0,4654000000.0,,122654000000.0,39895000000.0,8097000000.0,9906000000.0,39895000000.0,39948000000.0,82706000000.0,122654000000.0,37228000000.0,72800000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2016.0,Q1,,2016-03-31,2016-05-04 19:16:07+00:00,2086000000.0,2323000000.0,38154000000.0,-766000000.0,16547000000.0,,778000000.0,0.0,37970000000.0,,394000000.0,16349000000.0,114586000000.0,,38232000000.0,547000000.0,3721000000.0,76432000000.0,49000000.0,1703000000.0,,13318000000.0,1077000000.0,,,813000000.0,2369000000.0,,481000000.0,,20399000000.0,,39000000.0,,308000000.0,,2688000000.0,5561000000.0,,121709000000.0,39892000000.0,7943000000.0,10891000000.0,39892000000.0,39941000000.0,81768000000.0,121709000000.0,37334000000.0,70877000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2017.0,FY,,2017-12-31,2019-02-28 15:36:52+00:00,3043000000.0,2774000000.0,41537000000.0,-67000000.0,24816000000.0,,358000000.0,,38793000000.0,,551000000.0,19396000000.0,127928000000.0,,49035000000.0,1175000000.0,3250000000.0,86391000000.0,-2000000.0,1581000000.0,,7160000000.0,1103000000.0,,,1437000000.0,2956000000.0,,525000000.0,,22499000000.0,,,,634000000.0,,3013000000.0,5407000000.0,,137914000000.0,41739000000.0,8453000000.0,12482000000.0,41739000000.0,41737000000.0,96177000000.0,137914000000.0,43070000000.0,83695000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2017.0,Q3,,2017-09-30,2017-11-03 12:21:20+00:00,2645000000.0,2617000000.0,41161000000.0,-80000000.0,16613000000.0,,282000000.0,0.0,38775000000.0,,627000000.0,19418000000.0,126023000000.0,,48929000000.0,1366000000.0,3265000000.0,84862000000.0,11000000.0,1624000000.0,,15592000000.0,1105000000.0,,,1109000000.0,2626000000.0,,538000000.0,,22973000000.0,,,,433000000.0,,2936000000.0,4384000000.0,,136325000000.0,41631000000.0,7706000000.0,10820000000.0,41631000000.0,41642000000.0,94683000000.0,136325000000.0,43757000000.0,83863000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2017.0,Q2,,2017-06-30,2017-08-03 13:55:02+00:00,2177000000.0,2378000000.0,40522000000.0,-82000000.0,17213000000.0,,298000000.0,0.0,38759000000.0,,432000000.0,19425000000.0,124926000000.0,,46043000000.0,1267000000.0,3369000000.0,84404000000.0,10000000.0,1651000000.0,,15229000000.0,1108000000.0,,,1192000000.0,2391000000.0,,506000000.0,,22235000000.0,,,,436000000.0,,2607000000.0,6960000000.0,,135004000000.0,41284000000.0,7673000000.0,12466000000.0,41284000000.0,41294000000.0,93710000000.0,135004000000.0,42927000000.0,81244000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2017.0,Q1,,2017-03-31,2017-05-09 12:09:53+00:00,,623000000.0,40293000000.0,,17158000000.0,,,,,,363000000.0,,123809000000.0,,47021000000.0,1122000000.0,3366000000.0,83516000000.0,,1707000000.0,,14980000000.0,1115000000.0,,,1031000000.0,2314000000.0,,526000000.0,,19286000000.0,,,,,,,5535000000.0,,108944000000.0,,5020000000.0,8738000000.0,,,90719000000.0,90719000000.0,20408000000.0,81981000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2018.0,FY,,2018-12-31,2020-02-20 14:37:25+00:00,3487000000.0,3134000000.0,43126000000.0,-92000000.0,24382000000.0,0.0,442000000.0,0.0,40796000000.0,,577000000.0,19303000000.0,134820000000.0,,51123000000.0,1409000000.0,3084000000.0,91694000000.0,17000000.0,1650000000.0,,8374000000.0,988000000.0,,0.0,2005000000.0,3602000000.0,,559000000.0,0.0,23272000000.0,,,,1049000000.0,,3113000000.0,6816000000.0,,145392000000.0,43817000000.0,9714000000.0,15041000000.0,43817000000.0,43834000000.0,101558000000.0,145392000000.0,43984000000.0,86517000000.0,0.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2018.0,Q3,,2018-09-30,2018-11-02 11:21:45+00:00,3234000000.0,3079000000.0,43200000000.0,-66000000.0,24941000000.0,,303000000.0,0.0,39748000000.0,,674000000.0,19303000000.0,133065000000.0,,50507000000.0,1328000000.0,3140000000.0,89865000000.0,18000000.0,1477000000.0,,8304000000.0,1001000000.0,,,1906000000.0,3111000000.0,,557000000.0,,23149000000.0,,,,1092000000.0,,3313000000.0,6346000000.0,,143165000000.0,42995000000.0,9520000000.0,13922000000.0,42995000000.0,43013000000.0,100152000000.0,143165000000.0,43780000000.0,86230000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2018.0,Q2,,2018-06-30,2018-08-02 13:29:20+00:00,2686000000.0,2817000000.0,42499000000.0,-70000000.0,25108000000.0,,304000000.0,,39683000000.0,,494000000.0,19396000000.0,130994000000.0,,49863000000.0,1168000000.0,3177000000.0,88495000000.0,8000000.0,1457000000.0,,7511000000.0,1014000000.0,,,1741000000.0,2900000000.0,,530000000.0,,22724000000.0,,,,437000000.0,,2894000000.0,6181000000.0,,140259000000.0,42507000000.0,8476000000.0,12791000000.0,42507000000.0,42515000000.0,97744000000.0,140259000000.0,43288000000.0,84953000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2018.0,Q1,,2018-03-31,2018-05-10 11:08:40+00:00,2391000000.0,2743000000.0,42307000000.0,-69000000.0,24767000000.0,,421000000.0,0.0,38840000000.0,,422000000.0,19396000000.0,129680000000.0,,49030000000.0,1189000000.0,3149000000.0,87373000000.0,6000000.0,1538000000.0,,7392000000.0,1018000000.0,,,1544000000.0,2723000000.0,,542000000.0,,22304000000.0,,,,422000000.0,,3021000000.0,6920000000.0,,138541000000.0,41792000000.0,8279000000.0,12998000000.0,41792000000.0,41798000000.0,96743000000.0,138541000000.0,42889000000.0,83745000000.0,
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2019.0,FY,,2019-12-31,2020-05-12 13:05:46+00:00,3487000000.0,3060000000.0,45773000000.0,-130000000.0,27701000000.0,,311000000.0,0.0,40882000000.0,,392000000.0,19303000000.0,147900000000.0,,54985000000.0,1936000000.0,3232000000.0,102127000000.0,1129000000.0,1581000000.0,,9502000000.0,934000000.0,,0.0,1796000000.0,4032000000.0,,565000000.0,0.0,26309000000.0,1432000000.0,,,764000000.0,,4108000000.0,6276000000.0,,158838000000.0,44860000000.0,9163000000.0,14752000000.0,46822000000.0,47951000000.0,110887000000.0,158838000000.0,47548000000.0,96135000000.0,1962000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2019.0,Q3,,2019-09-30,2019-11-08 11:23:12+00:00,2946000000.0,3077000000.0,45149000000.0,-153000000.0,26942000000.0,1456000000.0,379000000.0,0.0,40489000000.0,,712000000.0,19303000000.0,144061000000.0,,54818000000.0,1864000000.0,3107000000.0,98912000000.0,969000000.0,1649000000.0,,9355000000.0,900000000.0,,0.0,1723000000.0,3608000000.0,,559000000.0,0.0,26219000000.0,,,,1333000000.0,,4139000000.0,5565000000.0,,155917000000.0,44475000000.0,9619000000.0,13390000000.0,46438000000.0,47407000000.0,108510000000.0,155917000000.0,47386000000.0,95120000000.0,1963000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2019.0,Q2,,2019-06-30,2019-08-06 11:10:51+00:00,2512000000.0,2799000000.0,44482000000.0,-148000000.0,27183000000.0,1502000000.0,336000000.0,0.0,40886000000.0,,521000000.0,19303000000.0,141680000000.0,,54342000000.0,1715000000.0,3189000000.0,97198000000.0,119000000.0,1583000000.0,,9101000000.0,959000000.0,,0.0,1918000000.0,3359000000.0,,564000000.0,0.0,25724000000.0,,,,1267000000.0,,3502000000.0,6491000000.0,,153449000000.0,44240000000.0,9509000000.0,13447000000.0,45213000000.0,45332000000.0,108117000000.0,153449000000.0,46742000000.0,94670000000.0,973000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2019.0,Q1,,2019-03-31,2019-05-09 11:20:04+00:00,2538000000.0,2756000000.0,43992000000.0,-128000000.0,27468000000.0,1488000000.0,377000000.0,0.0,40824000000.0,,470000000.0,19303000000.0,139713000000.0,,53681000000.0,1602000000.0,3102000000.0,95721000000.0,15000000.0,1587000000.0,,8611000000.0,974000000.0,,0.0,1957000000.0,3200000000.0,,544000000.0,0.0,25342000000.0,,,,976000000.0,,3360000000.0,5530000000.0,,151136000000.0,44056000000.0,9168000000.0,12282000000.0,45030000000.0,45045000000.0,106091000000.0,151136000000.0,46247000000.0,93809000000.0,974000000.0
Duke Energy Corp,DUK,I1BZKREC126H0VB1BL91,1326160,2020.0,Q1,,2020-03-31,2020-05-12 13:05:46+00:00,2364000000.0,2637000000.0,46599000000.0,-193000000.0,26526000000.0,,1450000000.0,0.0,40931000000.0,,493000000.0,19303000000.0,149707000000.0,,56311000000.0,2067000000.0,3324000000.0,103108000000.0,1162000000.0,1669000000.0,,9980000000.0,919000000.0,,0.0,1770000000.0,3632000000.0,,571000000.0,0.0,25413000000.0,1414000000.0,,,1000000000.0,,4221000000.0,8110000000.0,,160072000000.0,44959000000.0,10181000000.0,15170000000.0,46921000000.0,48083000000.0,111989000000.0,160072000000.0,46783000000.0,96819000000.0,1962000000.0
