company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,depositsinterestincome,dilutedeps,fedfundsandrepointerestexpense,impairmentexpense,incometaxexpense,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincometocommon,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstonetincometocommon,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,provisionforcreditlosses,salariesandemployeebenefitsexpense,shorttermborrowinginterestexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2015.0,FY,2015-01-01,2015-12-31,2018-02-22 13:24:06+00:00,146000000.0,1.55,1.55,0.4,237000000.0,5000000.0,1.55,16000000.0,,423000000.0,621000000.0,3228000000.0,132000000.0,840000000.0,840000000.0,833000000.0,3402000000.0,576000000.0,22000000.0,7000000.0,,901000000.0,1243000000.0,302000000.0,1636000000.0,67000000.0,452000000.0,3854000000.0,3259000000.0,1422000000.0,1263000000.0,4824000000.0,157000000.0,537400000.0,535599731.0,538220898.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2015.0,Q4,2015-10-01,2015-12-31,,38000000.0,0.42,0.42,0.1,60000000.0,1000000.0,0.42,3000000.0,,110000000.0,153000000.0,832000000.0,37000000.0,221000000.0,221000000.0,221000000.0,870000000.0,141000000.0,8000000.0,,-40000000.0,229000000.0,355000000.0,91000000.0,402000000.0,16000000.0,116000000.0,986000000.0,810000000.0,362000000.0,331000000.0,1232000000.0,39000000.0,537400000.0,535599731.0,538220898.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2015.0,Q3,2015-07-01,2015-09-30,2016-11-04 11:47:24+00:00,35000000.0,0.4,0.4,0.1,65000000.0,2000000.0,0.4,4000000.0,,115000000.0,154000000.0,818000000.0,32000000.0,220000000.0,220000000.0,213000000.0,856000000.0,137000000.0,0.0,7000000.0,14000000.0,222000000.0,298000000.0,76000000.0,404000000.0,17000000.0,118000000.0,974000000.0,798000000.0,353000000.0,335000000.0,1209000000.0,41000000.0,532500000.0,530985255.0,533398158.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2015.0,Q3YTD,2015-01-01,2015-09-30,,108000000.0,1.13,1.13,0.3,177000000.0,4000000.0,1.13,13000000.0,,313000000.0,468000000.0,2396000000.0,95000000.0,619000000.0,619000000.0,612000000.0,2532000000.0,435000000.0,14000000.0,7000000.0,40000000.0,672000000.0,888000000.0,211000000.0,1234000000.0,51000000.0,336000000.0,2868000000.0,2449000000.0,1060000000.0,932000000.0,3592000000.0,118000000.0,532500000.0,530985255.0,533398158.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2015.0,Q3TTM,2014-10-01,2015-09-30,,151000000.0,1.48,1.48,0.4,225000000.0,5000000.0,1.48,20000000.0,,399000000.0,629000000.0,3175000000.0,122000000.0,816000000.0,816000000.0,809000000.0,3372000000.0,579000000.0,12000000.0,7000000.0,53000000.0,912000000.0,1178000000.0,283000000.0,1631000000.0,70000000.0,437000000.0,3809000000.0,3273000000.0,1399000000.0,1215000000.0,4771000000.0,156000000.0,532500000.0,530985255.0,533398158.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2015.0,Q2,2015-04-01,2015-06-30,2016-08-05 11:38:04+00:00,37000000.0,0.35,0.35,0.1,60000000.0,1000000.0,0.35,2000000.0,,92000000.0,155000000.0,796000000.0,31000000.0,190000000.0,190000000.0,190000000.0,840000000.0,155000000.0,7000000.0,,14000000.0,238000000.0,298000000.0,77000000.0,411000000.0,19000000.0,112000000.0,952000000.0,841000000.0,360000000.0,282000000.0,1200000000.0,41000000.0,542900000.0,537729248.0,539909366.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2015.0,Q2YTD,2015-01-01,2015-06-30,,73000000.0,0.73,0.73,0.2,112000000.0,2000000.0,0.73,9000000.0,,198000000.0,314000000.0,1578000000.0,63000000.0,399000000.0,399000000.0,399000000.0,1676000000.0,298000000.0,14000000.0,,26000000.0,450000000.0,590000000.0,135000000.0,830000000.0,34000000.0,218000000.0,1894000000.0,1651000000.0,707000000.0,597000000.0,2383000000.0,77000000.0,542900000.0,537729248.0,539909366.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2015.0,Q2TTM,2014-07-01,2015-06-30,,154000000.0,1.42,1.42,0.98,201000000.0,5000000.0,1.42,25000000.0,,369000000.0,630000000.0,3113000000.0,112000000.0,785000000.0,785000000.0,785000000.0,3336000000.0,577000000.0,13000000.0,,52000000.0,918000000.0,1168000000.0,284000000.0,1636000000.0,74000000.0,412000000.0,3748000000.0,3285000000.0,1387000000.0,1154000000.0,4723000000.0,154000000.0,542900000.0,537729248.0,539909366.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2015.0,Q1,2015-01-01,2015-03-31,2016-05-09 16:32:26+00:00,36000000.0,0.38,0.38,0.1,52000000.0,1000000.0,0.38,7000000.0,,106000000.0,159000000.0,782000000.0,32000000.0,209000000.0,209000000.0,209000000.0,836000000.0,143000000.0,7000000.0,,12000000.0,212000000.0,292000000.0,58000000.0,419000000.0,15000000.0,106000000.0,942000000.0,810000000.0,347000000.0,315000000.0,1183000000.0,36000000.0,550000000.0,546291363.0,549798717.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2015.0,Q1TTM,2014-04-01,2015-03-31,,150000000.0,1.63,1.63,1.49,177000000.0,5000000.0,1.63,24000000.0,,440000000.0,629000000.0,3079000000.0,98000000.0,908000000.0,908000000.0,908000000.0,3329000000.0,574000000.0,4000000.0,,50000000.0,976000000.0,1458000000.0,256000000.0,1692000000.0,85000000.0,384000000.0,3713000000.0,3392000000.0,1667000000.0,1348000000.0,4996000000.0,155000000.0,550000000.0,546291363.0,549798717.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,FY,2016-01-01,2016-12-31,2019-02-21 16:07:49+00:00,170000000.0,1.97,1.97,,270000000.0,8000000.0,1.97,2000000.0,,489000000.0,584000000.0,3674000000.0,196000000.0,1045000000.0,1045000000.0,1031000000.0,3758000000.0,570000000.0,4000000.0,14000000.0,,898000000.0,1347000000.0,369000000.0,1714000000.0,40000000.0,508000000.0,4266000000.0,3352000000.0,1497000000.0,1534000000.0,5255000000.0,146000000.0,523400000.0,522093545.0,523930718.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q4,2016-10-01,2016-12-31,,44000000.0,0.54,0.54,-0.34,76000000.0,2000000.0,0.54,,,132000000.0,152000000.0,968000000.0,53000000.0,282000000.0,282000000.0,282000000.0,986000000.0,146000000.0,2000000.0,,,232000000.0,341000000.0,102000000.0,425000000.0,7000000.0,136000000.0,1122000000.0,847000000.0,377000000.0,414000000.0,1363000000.0,34000000.0,523400000.0,522093545.0,523930718.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q3,2016-07-01,2016-09-30,2017-11-03 15:47:29+00:00,46000000.0,0.56,0.56,0.12,71000000.0,2000000.0,0.56,1000000.0,,130000000.0,146000000.0,931000000.0,52000000.0,297000000.0,297000000.0,290000000.0,945000000.0,143000000.0,-3000000.0,7000000.0,,246000000.0,401000000.0,86000000.0,432000000.0,10000000.0,134000000.0,1079000000.0,867000000.0,435000000.0,427000000.0,1380000000.0,37000000.0,517900000.0,519458976.0,521122466.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q3YTD,2016-01-01,2016-09-30,,126000000.0,1.43,1.43,0.34,194000000.0,6000000.0,1.43,2000000.0,,357000000.0,432000000.0,2706000000.0,143000000.0,763000000.0,763000000.0,749000000.0,2772000000.0,424000000.0,2000000.0,14000000.0,,666000000.0,1006000000.0,267000000.0,1289000000.0,33000000.0,372000000.0,3144000000.0,2505000000.0,1120000000.0,1120000000.0,3892000000.0,112000000.0,517900000.0,519458976.0,521122466.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q3TTM,2015-10-01,2016-09-30,,164000000.0,1.85,1.85,0.44,254000000.0,7000000.0,1.85,5000000.0,,467000000.0,585000000.0,3538000000.0,180000000.0,984000000.0,984000000.0,970000000.0,3642000000.0,565000000.0,10000000.0,14000000.0,-40000000.0,895000000.0,1361000000.0,358000000.0,1691000000.0,49000000.0,488000000.0,4130000000.0,3315000000.0,1482000000.0,1451000000.0,5124000000.0,151000000.0,517900000.0,519458976.0,521122466.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q2,2016-04-01,2016-06-30,2017-08-03 11:12:07+00:00,41000000.0,0.46,0.46,0.12,63000000.0,2000000.0,0.46,0.0,,118000000.0,141000000.0,903000000.0,48000000.0,243000000.0,243000000.0,243000000.0,923000000.0,140000000.0,-3000000.0,,,214000000.0,320000000.0,90000000.0,432000000.0,12000000.0,123000000.0,1046000000.0,827000000.0,355000000.0,361000000.0,1278000000.0,38000000.0,528300000.0,528968330.0,530365203.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q2YTD,2016-01-01,2016-06-30,,80000000.0,0.87,0.87,0.22,123000000.0,4000000.0,0.87,1000000.0,,227000000.0,286000000.0,1775000000.0,91000000.0,466000000.0,466000000.0,459000000.0,1827000000.0,281000000.0,5000000.0,7000000.0,,420000000.0,605000000.0,181000000.0,857000000.0,23000000.0,238000000.0,2065000000.0,1638000000.0,685000000.0,693000000.0,2512000000.0,75000000.0,528300000.0,528968330.0,530365203.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q2TTM,2015-07-01,2016-06-30,,153000000.0,1.69,1.69,0.42,248000000.0,7000000.0,1.69,8000000.0,,452000000.0,593000000.0,3425000000.0,160000000.0,907000000.0,907000000.0,893000000.0,3553000000.0,559000000.0,13000000.0,14000000.0,-26000000.0,871000000.0,1258000000.0,348000000.0,1663000000.0,56000000.0,472000000.0,4025000000.0,3246000000.0,1400000000.0,1359000000.0,4953000000.0,155000000.0,528300000.0,528968330.0,530365203.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q1,2016-01-01,2016-03-31,2017-05-04 16:33:05+00:00,39000000.0,0.41,0.41,0.1,60000000.0,2000000.0,0.41,1000000.0,,109000000.0,145000000.0,872000000.0,43000000.0,223000000.0,223000000.0,216000000.0,904000000.0,141000000.0,8000000.0,7000000.0,,206000000.0,285000000.0,91000000.0,425000000.0,11000000.0,115000000.0,1019000000.0,811000000.0,330000000.0,332000000.0,1234000000.0,37000000.0,526800000.0,528070648.0,530446188.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q1TTM,2015-04-01,2016-03-31,,149000000.0,1.58,1.58,0.4,245000000.0,6000000.0,1.58,10000000.0,,426000000.0,607000000.0,3318000000.0,143000000.0,854000000.0,854000000.0,840000000.0,3470000000.0,574000000.0,23000000.0,14000000.0,-12000000.0,895000000.0,1236000000.0,335000000.0,1642000000.0,63000000.0,461000000.0,3931000000.0,3260000000.0,1405000000.0,1280000000.0,4875000000.0,158000000.0,526800000.0,528070648.0,530446188.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,FY,2017-01-01,2017-12-31,2020-02-24 16:44:55+00:00,,3.26,3.26,0.64,441000000.0,18000000.0,3.25,3000000.0,,260000000.0,625000000.0,4277000000.0,286000000.0,1652000000.0,1652000000.0,1638000000.0,4173000000.0,762000000.0,11000000.0,14000000.0,-7000000.0,946000000.0,1372000000.0,321000000.0,1766000000.0,17000000.0,747000000.0,4920000000.0,3474000000.0,1534000000.0,1912000000.0,5707000000.0,158000000.0,502500000.0,502157440.0,503685091.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q4,2017-10-01,2017-12-31,,-134000000.0,1.34,1.34,-0.46,130000000.0,5000000.0,1.33,1000000.0,,-163000000.0,156000000.0,1130000000.0,85000000.0,666000000.0,666000000.0,666000000.0,1080000000.0,327000000.0,8000000.0,,-7000000.0,255000000.0,361000000.0,83000000.0,450000000.0,-5000000.0,211000000.0,1291000000.0,898000000.0,404000000.0,503000000.0,1484000000.0,42000000.0,502500000.0,502157440.0,503685091.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q3,2017-07-01,2017-09-30,2018-11-07 14:52:36+00:00,45000000.0,0.68,0.68,0.18,123000000.0,5000000.0,0.68,1000000.0,,165000000.0,155000000.0,1104000000.0,71000000.0,348000000.0,348000000.0,341000000.0,1062000000.0,143000000.0,1000000.0,7000000.0,,232000000.0,342000000.0,72000000.0,438000000.0,7000000.0,202000000.0,1264000000.0,858000000.0,381000000.0,513000000.0,1443000000.0,38000000.0,501500000.0,500861076.0,502157384.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q3YTD,2017-01-01,2017-09-30,,134000000.0,1.92,1.92,0.46,311000000.0,13000000.0,1.92,2000000.0,,423000000.0,469000000.0,3147000000.0,201000000.0,986000000.0,986000000.0,972000000.0,3093000000.0,435000000.0,3000000.0,14000000.0,,691000000.0,1011000000.0,238000000.0,1316000000.0,22000000.0,536000000.0,3629000000.0,2576000000.0,1130000000.0,1409000000.0,4223000000.0,116000000.0,501500000.0,500861076.0,502157384.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q3TTM,2016-10-01,2017-09-30,,178000000.0,2.46,2.46,0.12,387000000.0,15000000.0,2.46,2000000.0,,555000000.0,621000000.0,4115000000.0,254000000.0,1268000000.0,1268000000.0,1254000000.0,4079000000.0,581000000.0,5000000.0,14000000.0,,923000000.0,1352000000.0,340000000.0,1741000000.0,29000000.0,672000000.0,4751000000.0,3423000000.0,1507000000.0,1823000000.0,5586000000.0,150000000.0,501500000.0,500861076.0,502157384.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q2,2017-04-01,2017-06-30,2018-08-06 15:48:50+00:00,45000000.0,0.63,0.63,0.14,102000000.0,5000000.0,0.63,0.0,,144000000.0,154000000.0,1046000000.0,70000000.0,318000000.0,318000000.0,318000000.0,1026000000.0,143000000.0,-1000000.0,,,244000000.0,332000000.0,70000000.0,432000000.0,7000000.0,179000000.0,1205000000.0,864000000.0,370000000.0,462000000.0,1396000000.0,39000000.0,504800000.0,506371846.0,507414122.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q2YTD,2017-01-01,2017-06-30,,89000000.0,1.24,1.24,0.28,188000000.0,8000000.0,1.24,1000000.0,,258000000.0,314000000.0,2043000000.0,130000000.0,638000000.0,638000000.0,631000000.0,2031000000.0,292000000.0,2000000.0,7000000.0,,459000000.0,669000000.0,166000000.0,878000000.0,15000000.0,334000000.0,2365000000.0,1718000000.0,749000000.0,896000000.0,2780000000.0,78000000.0,504800000.0,506371846.0,507414122.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q2TTM,2016-07-01,2017-06-30,,179000000.0,2.34,2.34,0.06,335000000.0,12000000.0,2.34,2000000.0,,520000000.0,612000000.0,3942000000.0,235000000.0,1217000000.0,1217000000.0,1203000000.0,3962000000.0,581000000.0,1000000.0,14000000.0,,937000000.0,1411000000.0,354000000.0,1735000000.0,32000000.0,604000000.0,4566000000.0,3432000000.0,1561000000.0,1737000000.0,5523000000.0,149000000.0,504800000.0,506371846.0,507414122.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q1,2017-01-01,2017-03-31,2018-05-09 14:51:40+00:00,44000000.0,0.61,0.61,0.14,86000000.0,3000000.0,0.61,1000000.0,,114000000.0,160000000.0,997000000.0,60000000.0,320000000.0,320000000.0,313000000.0,1005000000.0,149000000.0,3000000.0,7000000.0,,215000000.0,337000000.0,96000000.0,446000000.0,8000000.0,155000000.0,1160000000.0,854000000.0,379000000.0,434000000.0,1384000000.0,39000000.0,513100000.0,509451450.0,511348200.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q1TTM,2016-04-01,2017-03-31,,175000000.0,2.17,2.17,0.04,296000000.0,9000000.0,2.17,2000000.0,,494000000.0,599000000.0,3799000000.0,213000000.0,1142000000.0,1142000000.0,1128000000.0,3859000000.0,578000000.0,-1000000.0,14000000.0,,907000000.0,1399000000.0,374000000.0,1735000000.0,37000000.0,548000000.0,4407000000.0,3395000000.0,1546000000.0,1636000000.0,5405000000.0,148000000.0,513100000.0,509451450.0,511348200.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,FY,2018-01-01,2018-12-31,2020-02-24 16:44:55+00:00,,3.54,3.54,0.98,785000000.0,29000000.0,3.52,6000000.0,,462000000.0,672000000.0,5057000000.0,426000000.0,1721000000.0,1721000000.0,1692000000.0,4532000000.0,797000000.0,19000000.0,29000000.0,-3000000.0,942000000.0,1409000000.0,326000000.0,1880000000.0,9000000.0,1226000000.0,5758000000.0,3619000000.0,1596000000.0,2183000000.0,6128000000.0,171000000.0,478000000.0,478822072.0,480430741.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q4,2018-10-01,2018-12-31,,,0.96,0.96,,245000000.0,8000000.0,0.95,2000000.0,,92000000.0,172000000.0,1362000000.0,121000000.0,465000000.0,465000000.0,450000000.0,1172000000.0,216000000.0,9000000.0,15000000.0,-3000000.0,252000000.0,372000000.0,85000000.0,483000000.0,2000000.0,370000000.0,1542000000.0,951000000.0,421000000.0,557000000.0,1593000000.0,43000000.0,478000000.0,478822072.0,480430741.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q3,2018-07-01,2018-09-30,2019-11-06 11:38:05+00:00,,0.92,0.92,,214000000.0,7000000.0,0.91,2000000.0,,133000000.0,167000000.0,1303000000.0,109000000.0,443000000.0,443000000.0,436000000.0,1148000000.0,198000000.0,2000000.0,7000000.0,,238000000.0,369000000.0,78000000.0,474000000.0,4000000.0,329000000.0,1477000000.0,910000000.0,416000000.0,576000000.0,1564000000.0,45000000.0,473900000.0,475957526.0,477599917.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q3YTD,2018-01-01,2018-09-30,,,2.58,2.58,,540000000.0,21000000.0,2.57,4000000.0,,370000000.0,500000000.0,3695000000.0,305000000.0,1256000000.0,1256000000.0,1242000000.0,3360000000.0,581000000.0,10000000.0,14000000.0,,690000000.0,1037000000.0,241000000.0,1397000000.0,7000000.0,856000000.0,4216000000.0,2668000000.0,1175000000.0,1626000000.0,4535000000.0,128000000.0,473900000.0,475957526.0,477599917.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q3TTM,2017-10-01,2018-09-30,,-134000000.0,3.92,3.92,-0.46,670000000.0,26000000.0,3.9,5000000.0,,207000000.0,656000000.0,4825000000.0,390000000.0,1922000000.0,1922000000.0,1908000000.0,4440000000.0,908000000.0,18000000.0,14000000.0,-7000000.0,945000000.0,1398000000.0,324000000.0,1847000000.0,2000000.0,1067000000.0,5507000000.0,3566000000.0,1579000000.0,2129000000.0,6019000000.0,170000000.0,473900000.0,475957526.0,477599917.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q2,2018-04-01,2018-06-30,2019-08-06 10:20:36+00:00,,0.88,0.88,,181000000.0,8000000.0,0.88,1000000.0,,124000000.0,165000000.0,1238000000.0,107000000.0,425000000.0,425000000.0,425000000.0,1121000000.0,189000000.0,1000000.0,,,233000000.0,344000000.0,85000000.0,453000000.0,1000000.0,290000000.0,1411000000.0,875000000.0,388000000.0,549000000.0,1509000000.0,43000000.0,483000000.0,484744354.0,486141695.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q2YTD,2018-01-01,2018-06-30,,,1.66,1.66,,326000000.0,14000000.0,1.66,2000000.0,,237000000.0,333000000.0,2392000000.0,196000000.0,813000000.0,813000000.0,806000000.0,2212000000.0,383000000.0,8000000.0,7000000.0,,452000000.0,668000000.0,163000000.0,923000000.0,3000000.0,527000000.0,2739000000.0,1758000000.0,759000000.0,1050000000.0,2971000000.0,83000000.0,483000000.0,484744354.0,486141695.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q2TTM,2017-07-01,2018-06-30,,-89000000.0,3.68,3.68,-0.28,579000000.0,24000000.0,3.67,4000000.0,,239000000.0,644000000.0,4626000000.0,352000000.0,1827000000.0,1827000000.0,1813000000.0,4354000000.0,853000000.0,17000000.0,14000000.0,-7000000.0,939000000.0,1371000000.0,318000000.0,1811000000.0,5000000.0,940000000.0,5294000000.0,3514000000.0,1544000000.0,2066000000.0,5898000000.0,163000000.0,483000000.0,484744354.0,486141695.0
