company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,fedfundspurchased,goodwill,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noninterestbearingdeposits,otherassets,otherlongtermliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q1,,2016-03-31,2016-05-09 16:32:26+00:00,1224000000.0,-236000000.0,1855000000.0,0.0,18736000000.0,161000000.0,714000000.0,6876000000.0,75420000000.0,534000000.0,100991000000.0,751000000.0,10035000000.0,99767000000.0,570000000.0,27186000000.0,5334000000.0,2349000000.0,2076000000.0,4408000000.0,140077000000.0,19718000000.0,19965000000.0,19965000000.0,120112000000.0,140077000000.0,247000000.0,24229000000.0,-858000000.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,FY,,2017-12-31,2019-02-21 16:07:49+00:00,1236000000.0,-820000000.0,2987000000.0,0.0,18787000000.0,6000000.0,815000000.0,6887000000.0,85810000000.0,192000000.0,110617000000.0,718000000.0,11765000000.0,109381000000.0,685000000.0,29279000000.0,5085000000.0,2231000000.0,4164000000.0,2166000000.0,152336000000.0,20023000000.0,20270000000.0,20270000000.0,132066000000.0,152336000000.0,247000000.0,26350000000.0,-2108000000.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q3,,2017-09-30,2017-11-03 15:47:29+00:00,1224000000.0,-581000000.0,2120000000.0,0.0,18774000000.0,226000000.0,453000000.0,6887000000.0,84592000000.0,287000000.0,110151000000.0,1224000000.0,13400000000.0,108927000000.0,618000000.0,28643000000.0,5501000000.0,2412000000.0,3442000000.0,1747000000.0,151356000000.0,19862000000.0,20109000000.0,20109000000.0,131247000000.0,151356000000.0,247000000.0,25566000000.0,-1773000000.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q2,,2017-06-30,2017-08-03 11:12:07+00:00,1219000000.0,-593000000.0,4167000000.0,0.0,18767000000.0,530000000.0,429000000.0,6887000000.0,85799000000.0,433000000.0,109046000000.0,707000000.0,13154000000.0,107827000000.0,600000000.0,27814000000.0,5527000000.0,1984000000.0,3191000000.0,2163000000.0,151407000000.0,19817000000.0,20064000000.0,20064000000.0,131343000000.0,151407000000.0,247000000.0,24729000000.0,-1548000000.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q1,,2017-03-31,2017-05-04 16:33:05+00:00,1224000000.0,-683000000.0,3993000000.0,0.0,18757000000.0,,1093000000.0,6876000000.0,84399000000.0,351000000.0,108111000000.0,669000000.0,11780000000.0,106887000000.0,582000000.0,27713000000.0,5513000000.0,2371000000.0,2944000000.0,3082000000.0,150285000000.0,19600000000.0,19847000000.0,19847000000.0,130438000000.0,150285000000.0,247000000.0,25414000000.0,-1418000000.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,FY,,2018-12-31,2020-02-24 16:44:55+00:00,1242000000.0,-1096000000.0,4074000000.0,0.0,18821000000.0,,1156000000.0,6923000000.0,90117000000.0,148000000.0,116660000000.0,1320000000.0,15925000000.0,115418000000.0,791000000.0,29458000000.0,6452000000.0,2592000000.0,5385000000.0,453000000.0,160518000000.0,19977000000.0,20817000000.0,20817000000.0,139701000000.0,160518000000.0,840000000.0,25392000000.0,-3133000000.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q3,,2018-09-30,2018-11-07 14:52:36+00:00,1242000000.0,-1318000000.0,3991000000.0,0.0,18822000000.0,0.0,374000000.0,6946000000.0,87290000000.0,142000000.0,114720000000.0,1330000000.0,15639000000.0,113478000000.0,753000000.0,29785000000.0,6300000000.0,2398000000.0,5062000000.0,2836000000.0,158598000000.0,19733000000.0,20276000000.0,20276000000.0,138322000000.0,158598000000.0,543000000.0,25658000000.0,-2833000000.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q2,,2018-06-30,2018-08-06 15:48:50+00:00,1253000000.0,-1210000000.0,3865000000.0,0.0,18812000000.0,0.0,326000000.0,6887000000.0,87634000000.0,114000000.0,113407000000.0,710000000.0,13641000000.0,112154000000.0,720000000.0,29439000000.0,6013000000.0,2000000000.0,4755000000.0,1924000000.0,155431000000.0,19924000000.0,20467000000.0,20467000000.0,134964000000.0,155431000000.0,543000000.0,24968000000.0,-2433000000.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q1,,2018-03-31,2018-05-09 14:51:40+00:00,1246000000.0,-1145000000.0,3859000000.0,0.0,18803000000.0,84000000.0,315000000.0,6887000000.0,87293000000.0,142000000.0,111425000000.0,800000000.0,13486000000.0,110179000000.0,687000000.0,28437000000.0,5856000000.0,1954000000.0,4437000000.0,1909000000.0,153453000000.0,19812000000.0,20059000000.0,20059000000.0,133394000000.0,153453000000.0,247000000.0,24959000000.0,-2283000000.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,FY,,2019-12-31,2020-05-07 16:31:10+00:00,1252000000.0,-411000000.0,3386000000.0,0.0,18897000000.0,,,7044000000.0,96080000000.0,297000000.0,119088000000.0,3330000000.0,14047000000.0,117836000000.0,761000000.0,29233000000.0,7603000000.0,3778000000.0,6498000000.0,394000000.0,165733000000.0,20631000000.0,22201000000.0,22201000000.0,143532000000.0,165733000000.0,1570000000.0,25476000000.0,-4353000000.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,Q3,,2019-09-30,2019-11-06 11:38:05+00:00,1263000000.0,-440000000.0,3842000000.0,0.0,18882000000.0,257000000.0,867000000.0,7044000000.0,94775000000.0,158000000.0,117880000000.0,2015000000.0,12806000000.0,116617000000.0,747000000.0,29939000000.0,7053000000.0,3547000000.0,6229000000.0,577000000.0,164362000000.0,20718000000.0,21851000000.0,21851000000.0,142511000000.0,164362000000.0,1133000000.0,26629000000.0,-3953000000.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,Q2,,2019-06-30,2019-08-06 10:20:36+00:00,1227000000.0,-488000000.0,3035000000.0,0.0,18866000000.0,249000000.0,1132000000.0,7040000000.0,95812000000.0,186000000.0,116838000000.0,2205000000.0,11538000000.0,115611000000.0,740000000.0,28192000000.0,6952000000.0,3386000000.0,5959000000.0,672000000.0,162749000000.0,20884000000.0,22017000000.0,22017000000.0,140732000000.0,162749000000.0,1133000000.0,26731000000.0,-3453000000.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,Q1,,2019-03-31,2019-05-08 10:31:35+00:00,1245000000.0,-793000000.0,2436000000.0,0.0,18853000000.0,92000000.0,668000000.0,7040000000.0,95533000000.0,167000000.0,117615000000.0,1252000000.0,11725000000.0,116370000000.0,746000000.0,28383000000.0,7123000000.0,3225000000.0,5672000000.0,277000000.0,161342000000.0,20399000000.0,21531000000.0,21531000000.0,139811000000.0,161342000000.0,1132000000.0,26116000000.0,-3333000000.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2020.0,Q1,,2020-03-31,2020-05-07 16:31:10+00:00,2171000000.0,85000000.0,4058000000.0,0.0,18907000000.0,,,7050000000.0,101077000000.0,280000000.0,127528000000.0,3261000000.0,16437000000.0,125357000000.0,746000000.0,32398000000.0,7647000000.0,3564000000.0,6011000000.0,1293000000.0,176719000000.0,20380000000.0,21950000000.0,21950000000.0,154769000000.0,176719000000.0,1570000000.0,28320000000.0,-4623000000.0
