company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2015.0,Q3TTM,2014-10-01,2015-09-30,,23000000.0,391000000.0,338000000.0,423000000.0,-590000000.0,247000000.0,2373000000.0,4916000000.0,-7063000000.0,1014000000.0,4916000000.0,-7063000000.0,1014000000.0,-1133000000.0,8403000000.0,816000000.0,816000000.0,59000000.0,-3891000000.0,,-223000000.0,283000000.0,-16462000000.0,-196000000.0,-1159000000.0,-834000000.0,9595000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2015.0,Q3,2015-07-01,2015-09-30,,4000000.0,,,116000000.0,-111000000.0,,250000000.0,-2203000000.0,774000000.0,316000000.0,-2203000000.0,774000000.0,316000000.0,-1113000000.0,1251000000.0,220000000.0,220000000.0,11000000.0,-2491000000.0,,-60000000.0,76000000.0,-2220000000.0,-50000000.0,-903000000.0,-250000000.0,3044000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-05 11:38:04+00:00,9000000.0,,,234000000.0,-200000000.0,247000000.0,0.0,4048000000.0,-4970000000.0,515000000.0,4048000000.0,-4970000000.0,515000000.0,-407000000.0,4908000000.0,399000000.0,399000000.0,-62000000.0,-492000000.0,,-108000000.0,135000000.0,-8546000000.0,-92000000.0,-257000000.0,-250000000.0,3668000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2015.0,Q2TTM,2014-07-01,2015-06-30,,31000000.0,391000000.0,338000000.0,424000000.0,-648000000.0,247000000.0,1468000000.0,6263000000.0,-9634000000.0,884000000.0,6263000000.0,-9634000000.0,884000000.0,-2487000000.0,8959000000.0,785000000.0,785000000.0,8000000.0,-3023000000.0,,-546000000.0,284000000.0,-17619000000.0,-182000000.0,-258000000.0,-584000000.0,8167000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2015.0,Q2,2015-04-01,2015-06-30,,5000000.0,,,121000000.0,37000000.0,247000000.0,,678000000.0,-3230000000.0,417000000.0,678000000.0,-3230000000.0,417000000.0,-2135000000.0,1625000000.0,190000000.0,190000000.0,-13000000.0,-637000000.0,,-53000000.0,77000000.0,-4715000000.0,-45000000.0,-254000000.0,-250000000.0,1530000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2015.0,Q1,2015-01-01,2015-03-31,2016-05-09 16:32:26+00:00,4000000.0,,,113000000.0,-237000000.0,,0.0,3370000000.0,-1740000000.0,98000000.0,3370000000.0,-1740000000.0,98000000.0,1728000000.0,3283000000.0,209000000.0,209000000.0,-49000000.0,145000000.0,,-55000000.0,58000000.0,-3831000000.0,-47000000.0,-3000000.0,,2138000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2015.0,Q1TTM,2014-04-01,2015-03-31,,38000000.0,391000000.0,338000000.0,403000000.0,-786000000.0,,4551000000.0,8342000000.0,-6978000000.0,788000000.0,8342000000.0,-6978000000.0,788000000.0,2152000000.0,6626000000.0,908000000.0,908000000.0,-31000000.0,-1659000000.0,,-836000000.0,256000000.0,-14329000000.0,-177000000.0,-6000000.0,-334000000.0,7528000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,FY,2016-01-01,2016-12-31,2019-02-21 16:07:49+00:00,,94000000.0,505000000.0,515000000.0,-333000000.0,0.0,15144000000.0,10455000000.0,-11326000000.0,1490000000.0,10455000000.0,-11326000000.0,1490000000.0,619000000.0,7265000000.0,1045000000.0,1045000000.0,-106000000.0,346000000.0,,-255000000.0,369000000.0,-17942000000.0,-165000000.0,-11615000000.0,-430000000.0,6781000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q4,2016-10-01,2016-12-31,,-6000000.0,94000000.0,505000000.0,128000000.0,-90000000.0,,5500000000.0,3124000000.0,-2627000000.0,292000000.0,3124000000.0,-2627000000.0,292000000.0,789000000.0,1477000000.0,282000000.0,282000000.0,-124000000.0,248000000.0,,-69000000.0,102000000.0,-5189000000.0,-39000000.0,-3852000000.0,-180000000.0,2601000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-11-03 15:47:29+00:00,6000000.0,,,387000000.0,-243000000.0,,9644000000.0,7331000000.0,-8699000000.0,1198000000.0,7331000000.0,-8699000000.0,1198000000.0,-170000000.0,5788000000.0,763000000.0,763000000.0,18000000.0,98000000.0,,-186000000.0,267000000.0,-12753000000.0,-126000000.0,-7763000000.0,-250000000.0,4180000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q3TTM,2015-10-01,2016-09-30,,10000000.0,157000000.0,454000000.0,508000000.0,-560000000.0,,16144000000.0,9971000000.0,-10408000000.0,1596000000.0,9971000000.0,-10408000000.0,1596000000.0,1159000000.0,6461000000.0,984000000.0,984000000.0,296000000.0,-393000000.0,,-239000000.0,358000000.0,-16127000000.0,-162000000.0,-11752000000.0,-250000000.0,5881000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q3,2016-07-01,2016-09-30,,-10000000.0,,,142000000.0,-46000000.0,,2649000000.0,1828000000.0,-3062000000.0,494000000.0,1828000000.0,-3062000000.0,494000000.0,-740000000.0,2070000000.0,297000000.0,297000000.0,25000000.0,183000000.0,,-62000000.0,86000000.0,-4761000000.0,-41000000.0,-2762000000.0,-250000000.0,1740000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-08-03 11:12:07+00:00,16000000.0,,,245000000.0,-197000000.0,,6995000000.0,5503000000.0,-5637000000.0,704000000.0,5503000000.0,-5637000000.0,704000000.0,570000000.0,3718000000.0,466000000.0,466000000.0,-7000000.0,-85000000.0,,-124000000.0,181000000.0,-7992000000.0,-85000000.0,-5001000000.0,0.0,2440000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q2TTM,2015-07-01,2016-06-30,,24000000.0,157000000.0,454000000.0,482000000.0,-625000000.0,,13745000000.0,5940000000.0,-6572000000.0,1418000000.0,5940000000.0,-6572000000.0,1418000000.0,786000000.0,5642000000.0,907000000.0,907000000.0,282000000.0,-3067000000.0,,-237000000.0,348000000.0,-13586000000.0,-171000000.0,-9893000000.0,-250000000.0,7185000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q2,2016-04-01,2016-06-30,,1000000.0,,,133000000.0,-123000000.0,,5575000000.0,4786000000.0,-3316000000.0,330000000.0,4786000000.0,-3316000000.0,330000000.0,1800000000.0,3651000000.0,243000000.0,243000000.0,-14000000.0,3000000.0,,-71000000.0,90000000.0,-4599000000.0,-40000000.0,-4372000000.0,,1323000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q1,2016-01-01,2016-03-31,2017-05-04 16:33:05+00:00,15000000.0,,,112000000.0,-74000000.0,,1420000000.0,717000000.0,-2321000000.0,374000000.0,717000000.0,-2321000000.0,374000000.0,-1230000000.0,67000000.0,223000000.0,223000000.0,7000000.0,-88000000.0,,-53000000.0,91000000.0,-3393000000.0,-45000000.0,-629000000.0,0.0,1117000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2016.0,Q1TTM,2015-04-01,2016-03-31,,28000000.0,157000000.0,454000000.0,470000000.0,-465000000.0,247000000.0,8170000000.0,1832000000.0,-6486000000.0,1505000000.0,1832000000.0,-6486000000.0,1505000000.0,-3149000000.0,3616000000.0,854000000.0,854000000.0,283000000.0,-3707000000.0,,-219000000.0,335000000.0,-13702000000.0,-176000000.0,-5775000000.0,-500000000.0,7392000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q4,2017-10-01,2017-12-31,,,371000000.0,716000000.0,116000000.0,-328000000.0,,3255000000.0,539000000.0,-60000000.0,433000000.0,539000000.0,-60000000.0,433000000.0,912000000.0,1854000000.0,666000000.0,666000000.0,-104000000.0,-4597000000.0,-73000000.0,-96000000.0,83000000.0,-1121000000.0,-274000000.0,458000000.0,-335000000.0,1408000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-11-07 14:52:36+00:00,,,,371000000.0,-293000000.0,0.0,12108000000.0,890000000.0,-3924000000.0,1450000000.0,890000000.0,-3924000000.0,1450000000.0,-1584000000.0,3431000000.0,986000000.0,986000000.0,148000000.0,-715000000.0,,-240000000.0,238000000.0,-8550000000.0,-138000000.0,-13209000000.0,-485000000.0,4764000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q3TTM,2016-10-01,2017-09-30,,-6000000.0,94000000.0,505000000.0,499000000.0,-383000000.0,,17608000000.0,4014000000.0,-6551000000.0,1742000000.0,4014000000.0,-6551000000.0,1742000000.0,-795000000.0,4908000000.0,1268000000.0,1268000000.0,24000000.0,-467000000.0,,-309000000.0,340000000.0,-13739000000.0,-177000000.0,-17061000000.0,-665000000.0,7365000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q3,2017-07-01,2017-09-30,,,,,113000000.0,330000000.0,,1999000000.0,-921000000.0,-2039000000.0,913000000.0,-921000000.0,-2039000000.0,913000000.0,-2047000000.0,-378000000.0,348000000.0,348000000.0,50000000.0,23000000.0,,-90000000.0,72000000.0,-3807000000.0,-55000000.0,-2250000000.0,-225000000.0,1823000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-08-06 15:48:50+00:00,,,,258000000.0,-623000000.0,0.0,10109000000.0,1811000000.0,-1885000000.0,537000000.0,1811000000.0,-1885000000.0,537000000.0,463000000.0,3809000000.0,638000000.0,638000000.0,98000000.0,-738000000.0,,-150000000.0,166000000.0,-4743000000.0,-83000000.0,-10959000000.0,-260000000.0,2941000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q2TTM,2016-07-01,2017-06-30,,-16000000.0,94000000.0,505000000.0,528000000.0,-759000000.0,,18258000000.0,6763000000.0,-7574000000.0,1323000000.0,6763000000.0,-7574000000.0,1323000000.0,512000000.0,7356000000.0,1217000000.0,1217000000.0,-1000000.0,-307000000.0,,-281000000.0,354000000.0,-14693000000.0,-163000000.0,-17573000000.0,-690000000.0,7282000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q2,2017-04-01,2017-06-30,,,,,134000000.0,-726000000.0,,7112000000.0,1232000000.0,-742000000.0,-316000000.0,1232000000.0,-742000000.0,-316000000.0,174000000.0,1501000000.0,318000000.0,318000000.0,-112000000.0,-664000000.0,,-78000000.0,70000000.0,-2016000000.0,-44000000.0,-6509000000.0,-130000000.0,1318000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q1,2017-01-01,2017-03-31,2018-05-09 14:51:40+00:00,,,,124000000.0,103000000.0,,2997000000.0,579000000.0,-1143000000.0,853000000.0,579000000.0,-1143000000.0,853000000.0,289000000.0,2308000000.0,320000000.0,320000000.0,210000000.0,-74000000.0,,-72000000.0,96000000.0,-2727000000.0,-39000000.0,-4450000000.0,-130000000.0,1623000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2017.0,Q1TTM,2016-04-01,2017-03-31,,-15000000.0,94000000.0,505000000.0,527000000.0,-156000000.0,,16721000000.0,10317000000.0,-10148000000.0,1969000000.0,10317000000.0,-10148000000.0,1969000000.0,2138000000.0,9506000000.0,1142000000.0,1142000000.0,97000000.0,360000000.0,,-274000000.0,374000000.0,-17276000000.0,-159000000.0,-15436000000.0,-560000000.0,7287000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,FY,2018-01-01,2018-12-31,2020-02-24 16:44:55+00:00,,241000000.0,1184000000.0,489000000.0,-914000000.0,593000000.0,22503000000.0,6352000000.0,-7065000000.0,1767000000.0,6352000000.0,-7077000000.0,1767000000.0,1042000000.0,4486000000.0,1721000000.0,1721000000.0,145000000.0,-4883000000.0,,-485000000.0,326000000.0,-12060000000.0,-469000000.0,-14837000000.0,-1025000000.0,5464000000.0,0.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q4,2018-10-01,2018-12-31,,,241000000.0,1184000000.0,132000000.0,-335000000.0,297000000.0,5000000000.0,1537000000.0,,560000000.0,1537000000.0,-2014000000.0,560000000.0,83000000.0,2500000000.0,465000000.0,465000000.0,213000000.0,-4429000000.0,,-134000000.0,85000000.0,0.0,0.0,-1397000000.0,-300000000.0,0.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-11-06 11:38:05+00:00,,,,357000000.0,-579000000.0,296000000.0,17503000000.0,4815000000.0,-5063000000.0,1207000000.0,4815000000.0,-5063000000.0,1207000000.0,959000000.0,1986000000.0,1256000000.0,1256000000.0,-68000000.0,-454000000.0,,-351000000.0,241000000.0,-8673000000.0,-175000000.0,-13440000000.0,-725000000.0,3785000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q3TTM,2017-10-01,2018-09-30,,,371000000.0,716000000.0,473000000.0,-907000000.0,296000000.0,20758000000.0,5354000000.0,-5123000000.0,1640000000.0,5354000000.0,-5123000000.0,1640000000.0,1871000000.0,3840000000.0,1922000000.0,1922000000.0,-172000000.0,-5051000000.0,-73000000.0,-447000000.0,324000000.0,-9794000000.0,-449000000.0,-12982000000.0,-1060000000.0,5193000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q3,2018-07-01,2018-09-30,,,,,114000000.0,-753000000.0,,6003000000.0,2024000000.0,-1690000000.0,-208000000.0,2024000000.0,-1690000000.0,-208000000.0,126000000.0,2000000.0,443000000.0,443000000.0,-90000000.0,48000000.0,,-129000000.0,78000000.0,-2793000000.0,-59000000.0,-3500000000.0,-400000000.0,1162000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-08-06 10:20:36+00:00,,,,243000000.0,174000000.0,296000000.0,11500000000.0,2791000000.0,-3373000000.0,1415000000.0,2791000000.0,-3373000000.0,1415000000.0,833000000.0,1984000000.0,813000000.0,813000000.0,22000000.0,-502000000.0,,-222000000.0,163000000.0,-5880000000.0,-116000000.0,-9940000000.0,-325000000.0,2623000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q2TTM,2017-07-01,2018-06-30,,,371000000.0,716000000.0,472000000.0,176000000.0,296000000.0,16754000000.0,2409000000.0,-5472000000.0,2761000000.0,2409000000.0,-5472000000.0,2761000000.0,-302000000.0,3460000000.0,1827000000.0,1827000000.0,-32000000.0,-5076000000.0,-73000000.0,-408000000.0,318000000.0,-10808000000.0,-445000000.0,-11732000000.0,-885000000.0,5854000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q2,2018-04-01,2018-06-30,,,,,121000000.0,98000000.0,296000000.0,5250000000.0,1550000000.0,-2255000000.0,711000000.0,1550000000.0,-2255000000.0,711000000.0,6000000.0,1343000000.0,425000000.0,425000000.0,-18000000.0,11000000.0,,-114000000.0,85000000.0,-3520000000.0,-59000000.0,-5086000000.0,-150000000.0,1324000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q1,2018-01-01,2018-03-31,2019-05-08 10:31:35+00:00,,,,122000000.0,76000000.0,0.0,6250000000.0,1241000000.0,-1118000000.0,704000000.0,1241000000.0,-1118000000.0,704000000.0,827000000.0,641000000.0,388000000.0,388000000.0,40000000.0,-513000000.0,,-108000000.0,78000000.0,-2360000000.0,-57000000.0,-4854000000.0,-175000000.0,1299000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2018.0,Q1TTM,2017-04-01,2018-03-31,,,371000000.0,716000000.0,485000000.0,-648000000.0,,18616000000.0,2091000000.0,-3959000000.0,1734000000.0,2091000000.0,-3959000000.0,1734000000.0,-134000000.0,3618000000.0,1720000000.0,1720000000.0,-126000000.0,-5751000000.0,-73000000.0,-372000000.0,303000000.0,-9304000000.0,-430000000.0,-13155000000.0,-865000000.0,5848000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,Q4,2019-10-01,2019-12-31,,,326000000.0,1560000000.0,193000000.0,-135000000.0,437000000.0,5505000000.0,906000000.0,-2089000000.0,727000000.0,906000000.0,-2089000000.0,727000000.0,-456000000.0,599000000.0,450000000.0,450000000.0,109000000.0,-602000000.0,,-175000000.0,110000000.0,-7555000000.0,-216000000.0,-4458000000.0,-400000000.0,5651000000.0,31000000.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,FY,2019-01-01,2019-12-31,2020-02-24 16:44:55+00:00,,326000000.0,1560000000.0,633000000.0,-525000000.0,730000000.0,12850000000.0,1490000000.0,-3875000000.0,1697000000.0,1490000000.0,-3875000000.0,1697000000.0,-688000000.0,5738000000.0,1791000000.0,1791000000.0,-595000000.0,-912000000.0,,-682000000.0,393000000.0,-14289000000.0,-366000000.0,-15014000000.0,-1220000000.0,10749000000.0,31000000.0
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,Q3TTM,2018-10-01,2019-09-30,,,241000000.0,1184000000.0,572000000.0,-725000000.0,590000000.0,12345000000.0,2121000000.0,-3788000000.0,1530000000.0,2121000000.0,-3800000000.0,1530000000.0,-149000000.0,7639000000.0,1806000000.0,1806000000.0,-491000000.0,-4739000000.0,,-641000000.0,368000000.0,-10121000000.0,-444000000.0,-11953000000.0,-1120000000.0,6777000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,Q3,2019-07-01,2019-09-30,,,,,165000000.0,-75000000.0,,2698000000.0,912000000.0,-498000000.0,393000000.0,912000000.0,-498000000.0,393000000.0,807000000.0,710000000.0,449000000.0,449000000.0,-247000000.0,-265000000.0,,-180000000.0,101000000.0,-1398000000.0,-52000000.0,-1551000000.0,-500000000.0,952000000.0,
Citizens Financial Group Inc,CFG,2138004JDDA4ZQUPFW65,759944,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-11-06 11:38:05+00:00,,,,440000000.0,-390000000.0,293000000.0,7345000000.0,584000000.0,-1786000000.0,970000000.0,584000000.0,-1786000000.0,970000000.0,-232000000.0,5139000000.0,1341000000.0,1341000000.0,-704000000.0,-310000000.0,,-507000000.0,283000000.0,-6734000000.0,-150000000.0,-10556000000.0,-820000000.0,5098000000.0,
