company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
RR Donnelley & Sons Co,RRD,,29669,2008.0,FY,,2008-12-31,2009-11-04 16:51:52+00:00,767600000.0,1903200000.0,795700000.0,,324000000.0,0.0,3189400000.0,245600000.0,2425900000.0,,831100000.0,3203300000.0,695700000.0,2564000000.0,23400000.0,,,260900000.0,783400000.0,,,,,-580700000.0,392300000.0,418000000.0,,,104600000.0,7900000.0,903800000.0,923500000.0,,9494300000.0,2318500000.0,3281000000.0,2486800000.0,2318500000.0,2341900000.0,7152400000.0,9494300000.0,3649300000.0,4665600000.0,0.0,-1194000000.0
RR Donnelley & Sons Co,RRD,,29669,2009.0,FY,,2009-12-31,2011-02-22 16:35:16+00:00,886400000.0,1675900000.0,813400000.0,-545000000.0,499200000.0,,3209900000.0,63200000.0,2333300000.0,,747400000.0,2982500000.0,561800000.0,2271400000.0,27000000.0,,,205500000.0,834300000.0,160800000.0,,,,,434600000.0,524600000.0,,,,,662900000.0,339900000.0,,8747600000.0,2134000000.0,2960900000.0,2039700000.0,2134000000.0,2161000000.0,6586600000.0,8747600000.0,3515300000.0,4546900000.0,0.0,-1193800000.0
RR Donnelley & Sons Co,RRD,,29669,2009.0,Q3,,2009-09-30,2009-11-04 16:51:52+00:00,863400000.0,1772400000.0,843600000.0,,414900000.0,0.0,3208800000.0,111300000.0,2457900000.0,,773000000.0,2982400000.0,563100000.0,2332700000.0,26200000.0,,,242800000.0,760000000.0,,,,,-506800000.0,390800000.0,468300000.0,,,104700000.0,0.0,795900000.0,431900000.0,,8920800000.0,2302200000.0,2966400000.0,2138900000.0,2302200000.0,2328400000.0,6592400000.0,8920800000.0,3621700000.0,4453500000.0,0.0,-1195700000.0
RR Donnelley & Sons Co,RRD,,29669,2009.0,Q2,,2009-06-30,2009-08-05 16:42:56+00:00,768700000.0,1694700000.0,760500000.0,,470900000.0,0.0,3203300000.0,93700000.0,2449000000.0,,795800000.0,3103500000.0,524900000.0,2398400000.0,25400000.0,,,256400000.0,781300000.0,,,,,-547800000.0,395200000.0,419400000.0,,,106000000.0,200000.0,836200000.0,517400000.0,,8928800000.0,2296200000.0,2890400000.0,2046600000.0,2296200000.0,2321600000.0,6607200000.0,8928800000.0,3640000000.0,4560600000.0,0.0,-1195500000.0
RR Donnelley & Sons Co,RRD,,29669,2010.0,FY,,2010-12-31,2012-02-22 16:59:10+00:00,939800000.0,1922900000.0,902200000.0,-490400000.0,519100000.0,0.0,3210700000.0,49300000.0,2526800000.0,,775000000.0,3398600000.0,560600000.0,2138700000.0,21100000.0,,,174500000.0,820400000.0,115400000.0,,,,,475400000.0,470900000.0,,,,,670200000.0,131400000.0,,9083200000.0,2224300000.0,3167300000.0,1973400000.0,2224300000.0,2245400000.0,6837800000.0,9083200000.0,3777200000.0,4864400000.0,0.0,-1166200000.0
RR Donnelley & Sons Co,RRD,,29669,2010.0,Q3,,2010-09-30,2010-11-03 16:34:02+00:00,894700000.0,1805000000.0,828700000.0,,731600000.0,0.0,3204900000.0,36200000.0,2329700000.0,,641600000.0,3407400000.0,565900000.0,2071900000.0,21900000.0,,,165200000.0,830200000.0,158700000.0,,,,-532000000.0,433800000.0,466900000.0,,,,50400000.0,696900000.0,8000000.0,,8824800000.0,2201800000.0,3347800000.0,1731400000.0,2201800000.0,2223700000.0,6601100000.0,8824800000.0,3405100000.0,4869700000.0,0.0,-1168000000.0
RR Donnelley & Sons Co,RRD,,29669,2010.0,Q2,,2010-06-30,2010-08-04 16:38:54+00:00,821300000.0,1686100000.0,784400000.0,,615800000.0,0.0,3198200000.0,36400000.0,2309700000.0,,684800000.0,3396000000.0,535000000.0,2110800000.0,22100000.0,,,169700000.0,833400000.0,,,,,-611800000.0,414700000.0,453400000.0,,,166600000.0,45900000.0,697200000.0,9900000.0,,8605800000.0,2115600000.0,3085800000.0,1615600000.0,2115600000.0,2137700000.0,6468100000.0,8605800000.0,3409200000.0,4852500000.0,0.0,-1168000000.0
RR Donnelley & Sons Co,RRD,,29669,2010.0,Q1,,2010-03-31,2010-05-05 16:34:58+00:00,850300000.0,1659300000.0,751100000.0,,451300000.0,0.0,3192000000.0,48000000.0,2327800000.0,,716900000.0,2982600000.0,526100000.0,2193200000.0,22300000.0,,,201000000.0,834200000.0,,,,,-548700000.0,424800000.0,457100000.0,,,184200000.0,38900000.0,662000000.0,336100000.0,,8570500000.0,2135800000.0,2907800000.0,1937500000.0,2135800000.0,2158100000.0,6412400000.0,8570500000.0,3469500000.0,4474900000.0,0.0,-1169500000.0
RR Donnelley & Sons Co,RRD,,29669,2011.0,FY,,2011-12-31,2013-02-26 16:55:44+00:00,1063300000.0,1844200000.0,817000000.0,-863300000.0,449700000.0,0.0,3192400000.0,,2222100000.0,,590300000.0,3416800000.0,510900000.0,1854600000.0,19500000.0,,273800000.0,,1303600000.0,163800000.0,,,,,372300000.0,375100000.0,,,,,342400000.0,243700000.0,,8281700000.0,1042700000.0,2968600000.0,2124000000.0,1042700000.0,1062200000.0,7219500000.0,8281700000.0,3458500000.0,5095500000.0,0.0,-1628800000.0
RR Donnelley & Sons Co,RRD,,29669,2011.0,Q3,,2011-09-30,2011-11-02 15:59:50+00:00,1024000000.0,2041100000.0,832400000.0,-474100000.0,368100000.0,0.0,3089400000.0,49800000.0,2629500000.0,,696000000.0,3420200000.0,571800000.0,1930100000.0,19600000.0,,,181800000.0,741600000.0,152100000.0,,,,,467400000.0,363000000.0,,,,,717900000.0,519000000.0,,8905900000.0,1804300000.0,3182900000.0,2375400000.0,1804300000.0,1823900000.0,7082000000.0,8905900000.0,3792900000.0,4706600000.0,0.0,-1528900000.0
