company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
RR Donnelley & Sons Co,RRD,,29669,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.25,0.25,0.78,436700000.0,0.25,65000000.0,57200000.0,57200000.0,,52200000.0,5000000.0,5480500000.0,7274300000.0,,,,,,234100000.0,807200000.0,5480500000.0,1793800000.0,178700000.0,-14900000.0,1478000000.0,315800000.0,-193600000.0,122200000.0,7274300000.0,218300000.0,205300000.0,208500000.0
RR Donnelley & Sons Co,RRD,,29669,2009.0,Q2,2009-04-01,2009-06-30,2010-08-04 16:38:54+00:00,0.12,0.12,0.26,143700000.0,0.12,47800000.0,26200000.0,26200000.0,,25200000.0,1000000.0,1756300000.0,2355600000.0,,,,,,48200000.0,272400000.0,1756300000.0,599300000.0,60000000.0,-1000000.0,464300000.0,135000000.0,-61000000.0,74000000.0,2355600000.0,210000000.0,205200000.0,207700000.0
RR Donnelley & Sons Co,RRD,,29669,2009.0,Q2TTM,2008-07-01,2009-06-30,,-2.25,-2.25,1.04,610500000.0,-2.25,-134300000.0,-474000000.0,-470500000.0,-1700000.0,-479600000.0,7400000.0,9193800000.0,10472100000.0,-1800000.0,-1800000.0,1800000.0,-2400000.0,-1340100000.0,1264000000.0,1108100000.0,9193800000.0,1278300000.0,230700000.0,-9300000.0,1642500000.0,-364200000.0,-242400000.0,-606600000.0,10472100000.0,210000000.0,205200000.0,207700000.0
RR Donnelley & Sons Co,RRD,,29669,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.19,0.19,0.52,291700000.0,0.19,59400000.0,42600000.0,42600000.0,,39100000.0,3500000.0,3639100000.0,4811200000.0,,,,,,102400000.0,555600000.0,3639100000.0,1172100000.0,119100000.0,-1300000.0,949700000.0,222400000.0,-120400000.0,102000000.0,4811200000.0,210000000.0,205200000.0,207700000.0
RR Donnelley & Sons Co,RRD,,29669,2009.0,Q1,2009-01-01,2009-03-31,2010-05-05 16:34:58+00:00,0.07,0.07,0.26,148000000.0,0.07,11600000.0,16400000.0,16400000.0,,13900000.0,2500000.0,1882800000.0,2455600000.0,,,,,,54200000.0,283200000.0,1882800000.0,572800000.0,59100000.0,-300000.0,485400000.0,87400000.0,-59400000.0,28000000.0,2455600000.0,198600000.0,205200000.0,206700000.0
RR Donnelley & Sons Co,RRD,,29669,2009.0,Q1TTM,2008-04-01,2009-03-31,,-1.68,-1.68,1.04,631000000.0,-1.68,-107700000.0,-351400000.0,-349100000.0,-500000.0,-358500000.0,8900000.0,7437500000.0,11040100000.0,-1800000.0,-1800000.0,1800000.0,-2400000.0,803400000.0,1232000000.0,1159000000.0,7437500000.0,3602600000.0,228500000.0,-4900000.0,3825400000.0,-222800000.0,-235800000.0,-458600000.0,11040100000.0,198600000.0,205200000.0,206700000.0
RR Donnelley & Sons Co,RRD,,29669,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 16:55:44+00:00,1.07,1.07,,539200000.0,1.06,105900000.0,217100000.0,217100000.0,,221700000.0,-4600000.0,7642900000.0,10018900000.0,,,,-9900000.0,,157900000.0,1123400000.0,7642900000.0,2376000000.0,222600000.0,,1820500000.0,555500000.0,-232500000.0,323000000.0,10018900000.0,207200000.0,206400000.0,209700000.0
RR Donnelley & Sons Co,RRD,,29669,2010.0,Q4,2010-10-01,2010-12-31,,0.12,0.12,-0.78,135500000.0,0.14,2300000.0,26100000.0,26100000.0,,27000000.0,-900000.0,2082900000.0,2707100000.0,,,,-800000.0,,83000000.0,320000000.0,2082900000.0,624200000.0,56500000.0,,538500000.0,85700000.0,-57300000.0,28400000.0,2707100000.0,207200000.0,206400000.0,209700000.0
RR Donnelley & Sons Co,RRD,,29669,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.95,0.95,0.78,403700000.0,0.92,103600000.0,191000000.0,191000000.0,,194700000.0,-3700000.0,5560000000.0,7311800000.0,,,,-9100000.0,,74900000.0,803400000.0,5560000000.0,1751800000.0,166100000.0,,1282000000.0,469800000.0,-175200000.0,294600000.0,7311800000.0,205000000.0,206300000.0,209900000.0
RR Donnelley & Sons Co,RRD,,29669,2010.0,Q3TTM,2009-10-01,2010-09-30,,0.57,0.57,1.04,546000000.0,0.54,153100000.0,112400000.0,112400000.0,,115200000.0,-2800000.0,7542400000.0,9894900000.0,,,,-12700000.0,,223500000.0,1084700000.0,7542400000.0,2352500000.0,235000000.0,14900000.0,1854200000.0,498300000.0,-232800000.0,265500000.0,9894900000.0,205000000.0,206300000.0,209900000.0
RR Donnelley & Sons Co,RRD,,29669,2010.0,Q3,2010-07-01,2010-09-30,2011-11-02 15:59:50+00:00,0.26,0.26,0.26,130300000.0,0.25,39000000.0,52800000.0,52800000.0,,53300000.0,-500000.0,1898700000.0,2488100000.0,,,,700000.0,,48700000.0,261700000.0,1898700000.0,589400000.0,57600000.0,,440700000.0,148700000.0,-56900000.0,91800000.0,2488100000.0,205000000.0,206300000.0,209900000.0
RR Donnelley & Sons Co,RRD,,29669,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.69,0.69,0.52,273400000.0,0.67,64600000.0,138200000.0,138200000.0,,141400000.0,-3200000.0,3661300000.0,4823700000.0,,,,-9800000.0,,26200000.0,541700000.0,3661300000.0,1162400000.0,108500000.0,,841300000.0,321100000.0,-118300000.0,202800000.0,4823700000.0,206500000.0,206300000.0,209900000.0
RR Donnelley & Sons Co,RRD,,29669,2010.0,Q2TTM,2009-07-01,2010-06-30,,0.37,0.37,1.04,560700000.0,0.35,119700000.0,74200000.0,74200000.0,,75000000.0,-800000.0,7485100000.0,9869900000.0,,,,-13400000.0,,306500000.0,1074600000.0,7485100000.0,2384800000.0,237000000.0,1300000.0,1941800000.0,443000000.0,-249100000.0,193900000.0,9869900000.0,206500000.0,206300000.0,209900000.0
RR Donnelley & Sons Co,RRD,,29669,2010.0,Q2,2010-04-01,2010-06-30,2011-08-03 16:35:11+00:00,0.43,0.43,0.26,134800000.0,0.42,32200000.0,89500000.0,89500000.0,,88800000.0,700000.0,1819600000.0,2408600000.0,,,,-800000.0,,10700000.0,268200000.0,1819600000.0,589000000.0,52800000.0,,413700000.0,175300000.0,-53600000.0,121700000.0,2408600000.0,206500000.0,206300000.0,209900000.0
RR Donnelley & Sons Co,RRD,,29669,2010.0,Q1TTM,2009-04-01,2010-03-31,,0.06,0.06,1.04,569600000.0,0.05,135300000.0,10900000.0,10900000.0,,11400000.0,-500000.0,7421800000.0,9816900000.0,,,,-12600000.0,,344000000.0,1078800000.0,7421800000.0,2395100000.0,244200000.0,300000.0,1992400000.0,402700000.0,-256500000.0,146200000.0,9816900000.0,202300000.0,205600000.0,209000000.0
RR Donnelley & Sons Co,RRD,,29669,2010.0,Q1,2010-01-01,2010-03-31,2011-05-04 17:04:52+00:00,0.26,0.26,0.26,138600000.0,0.25,32400000.0,48700000.0,48700000.0,,52600000.0,-3900000.0,1841700000.0,2415100000.0,,,,-9000000.0,,15500000.0,273500000.0,1841700000.0,573400000.0,55700000.0,,427600000.0,145800000.0,-64700000.0,81100000.0,2415100000.0,202300000.0,205600000.0,209000000.0
RR Donnelley & Sons Co,RRD,,29669,2011.0,Q4,2011-10-01,2011-12-31,,-1.69,-1.69,-0.78,129900000.0,-1.68,-52200000.0,-326600000.0,-326600000.0,,-326700000.0,100000.0,2097700000.0,2720800000.0,,,,-500000.0,,507100000.0,303200000.0,2097700000.0,623100000.0,61200000.0,,940200000.0,-317100000.0,-61700000.0,-378800000.0,2720800000.0,194600000.0,193800000.0,193800000.0
RR Donnelley & Sons Co,RRD,,29669,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 17:30:24+00:00,-0.63,-0.63,,549900000.0,-0.63,-116300000.0,-121100000.0,-121100000.0,,-122600000.0,1500000.0,8091800000.0,10611000000.0,,,,10600000.0,,667800000.0,1236300000.0,8091800000.0,2519200000.0,313200000.0,,2454000000.0,65200000.0,-302600000.0,-237400000.0,10611000000.0,194600000.0,193800000.0,193800000.0
RR Donnelley & Sons Co,RRD,,29669,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.06,1.06,0.78,420000000.0,1.05,-64100000.0,205500000.0,205500000.0,,204100000.0,1400000.0,5994100000.0,7890200000.0,,,,11100000.0,,160700000.0,933100000.0,5994100000.0,1896100000.0,252000000.0,,1513800000.0,382300000.0,-240900000.0,141400000.0,7890200000.0,188100000.0,188100000.0,190800000.0
RR Donnelley & Sons Co,RRD,,29669,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.18,1.18,,555500000.0,1.19,-61800000.0,231600000.0,231600000.0,,231100000.0,500000.0,8077000000.0,10597300000.0,,,,10300000.0,,243700000.0,1253100000.0,8077000000.0,2520300000.0,308500000.0,,2052300000.0,468000000.0,-298200000.0,169800000.0,10597300000.0,188100000.0,188100000.0,190800000.0
RR Donnelley & Sons Co,RRD,,29669,2011.0,Q3,2011-07-01,2011-09-30,2012-11-01 16:24:50+00:00,0.84,0.84,0.26,139100000.0,0.83,-64800000.0,158700000.0,158700000.0,,158000000.0,700000.0,2056300000.0,2683300000.0,,,,1300000.0,,34200000.0,296900000.0,2056300000.0,627000000.0,64200000.0,,470200000.0,156800000.0,-62900000.0,93900000.0,2683300000.0,188100000.0,188100000.0,190800000.0
RR Donnelley & Sons Co,RRD,,29669,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.22,0.22,0.52,280900000.0,0.22,700000.0,46800000.0,46800000.0,,46100000.0,700000.0,3937800000.0,5206900000.0,,,,9800000.0,,126500000.0,636200000.0,3937800000.0,1269100000.0,187800000.0,,1043600000.0,225500000.0,-178000000.0,47500000.0,5206900000.0,203300000.0,196700000.0,199500000.0
RR Donnelley & Sons Co,RRD,,29669,2011.0,Q2TTM,2010-07-01,2011-06-30,,0.6,0.6,,546700000.0,0.61,42000000.0,125700000.0,125700000.0,,126400000.0,-700000.0,7919400000.0,10402100000.0,,,,9700000.0,,258200000.0,1217900000.0,7919400000.0,2482700000.0,301900000.0,,2022800000.0,459900000.0,-292200000.0,167700000.0,10402100000.0,203300000.0,196700000.0,199500000.0
RR Donnelley & Sons Co,RRD,,29669,2011.0,Q2,2011-04-01,2011-06-30,2012-08-01 16:43:08+00:00,0.06,0.06,0.26,140700000.0,0.06,-16300000.0,12500000.0,12500000.0,,12200000.0,300000.0,1981600000.0,2623400000.0,,,,10000000.0,,75700000.0,309300000.0,1981600000.0,641800000.0,129900000.0,,525700000.0,116100000.0,-119900000.0,-3800000.0,2623400000.0,203300000.0,196700000.0,199500000.0
RR Donnelley & Sons Co,RRD,,29669,2011.0,Q1TTM,2010-04-01,2011-03-31,,0.97,0.97,,540800000.0,0.97,90500000.0,202700000.0,202700000.0,,203000000.0,-300000.0,7757400000.0,10187300000.0,,,,-1100000.0,,193200000.0,1176800000.0,7757400000.0,2429900000.0,224800000.0,,1910800000.0,519100000.0,-225900000.0,293200000.0,10187300000.0,211900000.0,207200000.0,209800000.0
RR Donnelley & Sons Co,RRD,,29669,2011.0,Q1,2011-01-01,2011-03-31,2012-05-02 16:08:04+00:00,0.16,0.16,0.26,140200000.0,0.16,17000000.0,34300000.0,34300000.0,,33900000.0,400000.0,1956200000.0,2583500000.0,,,,-200000.0,,50800000.0,326900000.0,1956200000.0,627300000.0,57900000.0,,517900000.0,109400000.0,-58100000.0,51300000.0,2583500000.0,211900000.0,207200000.0,209800000.0
RR Donnelley & Sons Co,RRD,,29669,2012.0,Q4,2012-10-01,2012-12-31,,-4.7,-4.7,0.26,116700000.0,-4.7,-57000000.0,-851700000.0,-851700000.0,,-849000000.0,-2700000.0,2074300000.0,2659600000.0,,,,900000.0,,1020600000.0,289800000.0,2074300000.0,585300000.0,67800000.0,,1427100000.0,-841800000.0,-66900000.0,-908700000.0,2659600000.0,180400000.0,180400000.0,180400000.0
RR Donnelley & Sons Co,RRD,,29669,2012.0,FY,2012-01-01,2012-12-31,2015-02-25 16:38:10+00:00,-3.61,-3.61,1.04,481600000.0,-3.61,13600000.0,-653600000.0,-653600000.0,,-651400000.0,-2200000.0,7889000000.0,10221900000.0,,,,-2300000.0,,1118500000.0,1102600000.0,7889000000.0,2332900000.0,267900000.0,,2702700000.0,-369800000.0,-270200000.0,-640000000.0,10221900000.0,180400000.0,180400000.0,180400000.0
RR Donnelley & Sons Co,RRD,,29669,2012.0,Q3YTD,2012-01-01,2012-09-30,,1.09,1.09,0.78,364900000.0,1.09,70600000.0,198100000.0,198100000.0,,197600000.0,500000.0,5814700000.0,7562300000.0,,,,-3200000.0,,97900000.0,812800000.0,5814700000.0,1747600000.0,200100000.0,,1275600000.0,472000000.0,-203300000.0,268700000.0,7562300000.0,183100000.0,180800000.0,182400000.0
RR Donnelley & Sons Co,RRD,,29669,2012.0,Q3TTM,2011-10-01,2012-09-30,,-0.6,-0.6,,494800000.0,-0.59,18400000.0,-128500000.0,-128500000.0,,-129100000.0,600000.0,7912400000.0,10283100000.0,,,,-3700000.0,,605000000.0,1116000000.0,7912400000.0,2370700000.0,261300000.0,,2215800000.0,154900000.0,-265000000.0,-110100000.0,10283100000.0,183100000.0,180800000.0,182400000.0
RR Donnelley & Sons Co,RRD,,29669,2012.0,Q3,2012-07-01,2012-09-30,2013-11-05 16:41:46+00:00,0.39,0.39,0.26,119000000.0,0.39,52200000.0,71200000.0,71200000.0,,71400000.0,-200000.0,1935800000.0,2508800000.0,,,,400000.0,,13900000.0,253400000.0,1935800000.0,573000000.0,63700000.0,,386300000.0,186700000.0,-63300000.0,123400000.0,2508800000.0,183100000.0,180800000.0,182400000.0
RR Donnelley & Sons Co,RRD,,29669,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.7,0.7,0.52,245900000.0,0.7,18400000.0,126900000.0,126900000.0,,126200000.0,700000.0,3878900000.0,5053500000.0,,,,-3600000.0,,84000000.0,559400000.0,3878900000.0,1174600000.0,136400000.0,,889300000.0,285300000.0,-140000000.0,145300000.0,5053500000.0,181200000.0,180700000.0,181800000.0
RR Donnelley & Sons Co,RRD,,29669,2012.0,Q2TTM,2011-07-01,2012-06-30,,-0.15,-0.15,,514900000.0,-0.15,-98600000.0,-41000000.0,-41000000.0,,-42500000.0,1500000.0,8032900000.0,10457600000.0,,,,-2800000.0,,625300000.0,1159500000.0,8032900000.0,2424700000.0,261800000.0,,2299700000.0,125000000.0,-264600000.0,-139600000.0,10457600000.0,181200000.0,180700000.0,181800000.0
RR Donnelley & Sons Co,RRD,,29669,2012.0,Q2,2012-04-01,2012-06-30,2013-07-30 17:01:17+00:00,0.49,0.49,0.26,120900000.0,0.49,6500000.0,89000000.0,89000000.0,,88800000.0,200000.0,1933900000.0,2528600000.0,,,,-4800000.0,,34000000.0,275900000.0,1933900000.0,594700000.0,63600000.0,,430800000.0,163900000.0,-68400000.0,95500000.0,2528600000.0,181200000.0,180700000.0,181800000.0
RR Donnelley & Sons Co,RRD,,29669,2012.0,Q1TTM,2011-04-01,2012-03-31,,-0.58,-0.58,,534700000.0,-0.58,-121400000.0,-117500000.0,-117500000.0,,-119100000.0,1600000.0,8080600000.0,10552400000.0,,,,12000000.0,,667000000.0,1192900000.0,8080600000.0,2471800000.0,328100000.0,,2394600000.0,77200000.0,-316100000.0,-238900000.0,10552400000.0,178100000.0,179400000.0,180400000.0
RR Donnelley & Sons Co,RRD,,29669,2012.0,Q1,2012-01-01,2012-03-31,2013-04-25 16:32:37+00:00,0.21,0.21,0.26,125000000.0,0.21,11900000.0,37900000.0,37900000.0,,37400000.0,500000.0,1945000000.0,2524900000.0,,,,1200000.0,,50000000.0,283500000.0,1945000000.0,579900000.0,72800000.0,,458500000.0,121400000.0,-71600000.0,49800000.0,2524900000.0,178100000.0,179400000.0,180400000.0
RR Donnelley & Sons Co,RRD,,29669,2013.0,Q4,2013-10-01,2013-12-31,,0.57,0.57,0.26,104900000.0,0.57,-62000000.0,108400000.0,108400000.0,,104000000.0,4400000.0,2151700000.0,2755300000.0,,,,-18200000.0,,52900000.0,313700000.0,2151700000.0,603600000.0,67500000.0,,471500000.0,132100000.0,-85700000.0,46400000.0,2755300000.0,182100000.0,181900000.0,183500000.0
RR Donnelley & Sons Co,RRD,,29669,2013.0,FY,2013-01-01,2013-12-31,2015-02-25 16:38:10+00:00,1.16,1.16,1.04,435800000.0,1.15,-9200000.0,218200000.0,218200000.0,,211200000.0,7000000.0,8149800000.0,10480300000.0,,,,-27400000.0,,133500000.0,1181500000.0,8149800000.0,2330500000.0,343300000.0,,1750800000.0,579700000.0,-370700000.0,209000000.0,10480300000.0,182100000.0,181900000.0,183500000.0
RR Donnelley & Sons Co,RRD,,29669,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.59,0.59,0.78,330900000.0,0.59,52800000.0,109800000.0,109800000.0,,107200000.0,2600000.0,5998100000.0,7725000000.0,,,,-9200000.0,,80600000.0,867800000.0,5998100000.0,1726900000.0,275800000.0,,1279300000.0,447600000.0,-285000000.0,162600000.0,7725000000.0,183800000.0,182300000.0,183900000.0
RR Donnelley & Sons Co,RRD,,29669,2013.0,Q3TTM,2012-10-01,2013-09-30,,-4.11,-4.11,1.04,447600000.0,-4.11,-4200000.0,-741900000.0,-741900000.0,,-741800000.0,-100000.0,8072400000.0,10384600000.0,,,,-8300000.0,,1101200000.0,1157600000.0,8072400000.0,2312200000.0,343600000.0,,2706400000.0,-394200000.0,-351900000.0,-746100000.0,10384600000.0,183800000.0,182300000.0,183900000.0
RR Donnelley & Sons Co,RRD,,29669,2013.0,Q3,2013-07-01,2013-09-30,2014-11-05 17:23:20+00:00,0.08,0.08,0.26,106300000.0,0.08,5000000.0,18000000.0,18000000.0,,14700000.0,3300000.0,2044500000.0,2614900000.0,,,,300000.0,,38100000.0,291400000.0,2044500000.0,570400000.0,111900000.0,,435800000.0,134600000.0,-111600000.0,23000000.0,2614900000.0,183800000.0,182300000.0,183900000.0
RR Donnelley & Sons Co,RRD,,29669,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.51,0.51,0.52,224600000.0,0.51,47800000.0,91800000.0,91800000.0,,92500000.0,-700000.0,3953600000.0,5110100000.0,,,,-9500000.0,,42500000.0,576400000.0,3953600000.0,1156500000.0,163900000.0,,843500000.0,313000000.0,-173400000.0,139600000.0,5110100000.0,181700000.0,182000000.0,183200000.0
RR Donnelley & Sons Co,RRD,,29669,2013.0,Q2TTM,2012-07-01,2013-06-30,,-3.8,-3.8,1.04,460300000.0,-3.8,43000000.0,-688700000.0,-688700000.0,,-685100000.0,-3600000.0,7963700000.0,10278500000.0,,,,-8200000.0,,1077000000.0,1119600000.0,7963700000.0,2314800000.0,295400000.0,,2656900000.0,-342100000.0,-303600000.0,-645700000.0,10278500000.0,181700000.0,182000000.0,183200000.0
RR Donnelley & Sons Co,RRD,,29669,2013.0,Q2,2013-04-01,2013-06-30,2014-07-30 16:41:15+00:00,0.36,0.36,0.26,111000000.0,0.36,35200000.0,66500000.0,66500000.0,,65400000.0,1100000.0,1973400000.0,2571600000.0,,,,-6000000.0,,19800000.0,294200000.0,1973400000.0,598200000.0,65500000.0,,425000000.0,173200000.0,-71500000.0,101700000.0,2571600000.0,181700000.0,182000000.0,183200000.0
RR Donnelley & Sons Co,RRD,,29669,2013.0,Q1TTM,2012-04-01,2013-03-31,,-3.67,-3.67,1.04,470200000.0,-3.67,14300000.0,-666200000.0,-666200000.0,,-661700000.0,-4500000.0,7924200000.0,10235500000.0,,,,-7000000.0,,1091200000.0,1101300000.0,7924200000.0,2311300000.0,293500000.0,,2662700000.0,-351400000.0,-300500000.0,-651900000.0,10235500000.0,180700000.0,181200000.0,182900000.0
RR Donnelley & Sons Co,RRD,,29669,2013.0,Q1,2013-01-01,2013-03-31,2014-05-01 17:05:51+00:00,0.15,0.15,0.26,113600000.0,0.15,12600000.0,25300000.0,25300000.0,,27100000.0,-1800000.0,1980200000.0,2538500000.0,,,,-3500000.0,,22700000.0,282200000.0,1980200000.0,558300000.0,98400000.0,,418500000.0,139800000.0,-101900000.0,37900000.0,2538500000.0,180700000.0,181200000.0,182900000.0
RR Donnelley & Sons Co,RRD,,29669,2014.0,FY,2014-01-01,2014-12-31,2017-02-28 17:09:11+00:00,1.77,1.77,3.12,254600000.0,1.77,-56200000.0,120800000.0,-40300000.0,,117400000.0,3400000.0,5698800000.0,7172700000.0,161100000.0,,,-22100000.0,,72300000.0,933100000.0,5698800000.0,1473900000.0,288300000.0,,1260000000.0,213900000.0,-310400000.0,-96500000.0,7172700000.0,66300000.0,66200000.0,66200000.0
RR Donnelley & Sons Co,RRD,,29669,2014.0,Q4,2014-10-01,2014-12-31,,0.29,0.29,0.79,-102400000.0,0.29,-107900000.0,23600000.0,-137500000.0,,19500000.0,4100000.0,-952300000.0,-1361400000.0,161100000.0,,,-13200000.0,,-15600000.0,-57100000.0,-952300000.0,-409100000.0,69400000.0,71200000.0,-175100000.0,-234000000.0,-11400000.0,-245400000.0,-1361400000.0,66300000.0,66200000.0,66200000.0
RR Donnelley & Sons Co,RRD,,29669,2014.0,Q3,2014-07-01,2014-09-30,2015-11-05 16:51:22+00:00,0.31,0.31,0.26,119600000.0,0.31,35700000.0,64800000.0,64800000.0,,62200000.0,2600000.0,2310200000.0,2957800000.0,,,,-2000000.0,,19900000.0,334400000.0,2310200000.0,647600000.0,,-71200000.0,473900000.0,173700000.0,-73200000.0,100500000.0,2957800000.0,200600000.0,200300000.0,201600000.0
RR Donnelley & Sons Co,RRD,,29669,2014.0,Q3YTD,2014-01-01,2014-09-30,,0.49,0.49,0.75,357000000.0,0.49,51700000.0,97200000.0,97200000.0,,97900000.0,-700000.0,6651100000.0,8534100000.0,,,,-8900000.0,,87900000.0,990200000.0,6651100000.0,1883000000.0,218900000.0,-71200000.0,1435100000.0,447900000.0,-299000000.0,148900000.0,8534100000.0,200600000.0,200300000.0,201600000.0
