company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,fedfundspurchased,goodwill,intangibleassets,interestbearingdeposits,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2013.0,FY,,2013-12-31,2015-03-02 16:02:53+00:00,187800000.0,-155100000.0,350800000.0,0.0,5280900000.0,825000000.0,1954500000.0,172800000.0,17245100000.0,2156900000.0,23300000.0,4358900000.0,1969100000.0,304100000.0,5312200000.0,23582100000.0,-166200000.0,391900000.0,779000000.0,512200000.0,33213700000.0,4568400000.0,4568400000.0,4568400000.0,28645300000.0,33213700000.0,,4857000000.0,-1170200000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2013.0,Q3,,2013-09-30,2013-11-12 13:20:20+00:00,188200000.0,-202500000.0,447300000.0,0.0,5276600000.0,704000000.0,1954500000.0,179400000.0,17083900000.0,23227400000.0,28500000.0,3009600000.0,23039200000.0,314200000.0,5105700000.0,1290400000.0,-168000000.0,423000000.0,770500000.0,546800000.0,31510600000.0,4637600000.0,4637600000.0,4637600000.0,26873000000.0,31510600000.0,,4257100000.0,-1039000000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2014.0,FY,,2014-12-31,2016-02-29 15:14:13+00:00,198300000.0,-168200000.0,345100000.0,0.0,5295100000.0,913000000.0,1954500000.0,148000000.0,20483100000.0,2200600000.0,34200000.0,3325200000.0,2002300000.0,277800000.0,5655100000.0,26298900000.0,-159000000.0,500600000.0,826700000.0,487000000.0,35997100000.0,4633100000.0,4633100000.0,4633100000.0,31364000000.0,35997100000.0,,4936300000.0,-1161500000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2014.0,Q1,,2014-03-31,2014-05-12 15:32:55+00:00,190300000.0,-137500000.0,427700000.0,0.0,5280300000.0,775000000.0,1954500000.0,166600000.0,18292700000.0,24629200000.0,17400000.0,3258300000.0,24438900000.0,292500000.0,5372800000.0,1300300000.0,-164400000.0,324400000.0,778200000.0,493400000.0,33112400000.0,4595800000.0,4595800000.0,4595800000.0,28516600000.0,33112400000.0,,4514500000.0,-1160800000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2015.0,FY,,2015-12-31,2017-03-01 14:38:37+00:00,211000000.0,-177200000.0,334800000.0,0.0,5341600000.0,374000000.0,1958700000.0,129100000.0,22238800000.0,28410900000.0,34500000.0,4496900000.0,28199900000.0,257800000.0,6178600000.0,1887900000.0,-151800000.0,457300000.0,880800000.0,469500000.0,38946700000.0,4731600000.0,4731600000.0,4731600000.0,34215100000.0,38946700000.0,,6144000000.0,-1161800000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2015.0,Q3,,2015-09-30,2015-11-09 15:14:00+00:00,207500000.0,-146100000.0,300300000.0,0.0,5331200000.0,360000000.0,1954500000.0,130200000.0,22402500000.0,2192100000.0,36200000.0,3209400000.0,1984600000.0,258700000.0,5877200000.0,27206600000.0,-153600000.0,897800000.0,861000000.0,,37477700000.0,4730800000.0,4730800000.0,4730800000.0,32746900000.0,37477700000.0,,5606600000.0,-1161700000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2016.0,FY,,2016-12-31,2018-03-01 17:01:54+00:00,229300000.0,-195000000.0,432400000.0,0.0,5450100000.0,617000000.0,1992700000.0,149400000.0,23200000000.0,,39300000.0,4091200000.0,-229300000.0,244500000.0,6660800000.0,31558700000.0,-144600000.0,520200000.0,949300000.0,378700000.0,40609800000.0,4897800000.0,5141900000.0,5141900000.0,35467900000.0,40609800000.0,244100000.0,6422100000.0,-1162000000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2016.0,Q3,,2016-09-30,2016-11-09 13:32:13+00:00,226300000.0,-120400000.0,347500000.0,0.0,5363800000.0,844000000.0,1957000000.0,113300000.0,23133700000.0,29367800000.0,46500000.0,4315700000.0,29141500000.0,245100000.0,6521800000.0,2110400000.0,-146400000.0,1014600000.0,927300000.0,,40692100000.0,4862300000.0,4862300000.0,4862300000.0,35829800000.0,40692100000.0,,6730800000.0,-1162000000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2016.0,Q2,,2016-06-30,2016-08-09 15:05:42+00:00,220400000.0,-120300000.0,343900000.0,0.0,5354300000.0,680000000.0,1957000000.0,119100000.0,22772300000.0,29038300000.0,61400000.0,4620600000.0,28817900000.0,249500000.0,6226800000.0,2133200000.0,-148100000.0,1020600000.0,905800000.0,,40150000000.0,4829700000.0,4829700000.0,4829700000.0,35320300000.0,40150000000.0,,6468000000.0,-1162000000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2016.0,Q1,,2016-03-31,2016-05-10 15:46:25+00:00,215500000.0,-134700000.0,302700000.0,0.0,5348200000.0,303000000.0,1955600000.0,123300000.0,23014100000.0,22909900000.0,31500000.0,4113500000.0,22694400000.0,252100000.0,6091400000.0,7472500000.0,-150000000.0,950600000.0,889600000.0,,39263800000.0,4791200000.0,4791200000.0,4791200000.0,34472600000.0,39263800000.0,,6431700000.0,-1161900000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2017.0,FY,,2017-12-31,2019-03-01 16:11:42+00:00,234400000.0,-181700000.0,505100000.0,0.0,6016700000.0,820000000.0,2411400000.0,148600000.0,25053900000.0,32575300000.0,16600000.0,3676000000.0,32340900000.0,253000000.0,8002400000.0,2047500000.0,-137300000.0,571800000.0,1040200000.0,509400000.0,44453400000.0,5575800000.0,5819900000.0,5819900000.0,38633500000.0,44453400000.0,244100000.0,6730300000.0,-1162100000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2017.0,Q3,,2017-09-30,2017-11-09 10:52:31+00:00,233400000.0,-169700000.0,414100000.0,0.0,5976500000.0,543000000.0,2411400000.0,156500000.0,24892000000.0,32384500000.0,15000000.0,3980300000.0,32151100000.0,264700000.0,7655300000.0,1992000000.0,-139100000.0,654600000.0,996400000.0,526900000.0,43998200000.0,5502000000.0,5746100000.0,5746100000.0,38252100000.0,43998200000.0,244100000.0,6593400000.0,-1162100000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2017.0,Q2,,2017-06-30,2017-08-09 13:59:12+00:00,231600000.0,-174600000.0,455900000.0,0.0,5969300000.0,629000000.0,2263000000.0,163300000.0,24248300000.0,31611200000.0,26500000.0,4037300000.0,31379600000.0,270200000.0,7566400000.0,1899000000.0,-141000000.0,514100000.0,967800000.0,324600000.0,43023200000.0,5459400000.0,5703500000.0,5703500000.0,37319700000.0,43023200000.0,244100000.0,6565700000.0,-1162100000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2017.0,Q1,,2017-03-31,2017-05-10 15:55:12+00:00,231300000.0,-181900000.0,380800000.0,0.0,5476800000.0,613000000.0,1992700000.0,143100000.0,23836200000.0,29687300000.0,17100000.0,3064300000.0,29456000000.0,239400000.0,6669500000.0,1896600000.0,-142800000.0,442000000.0,960900000.0,409600000.0,40229600000.0,4950900000.0,5195000000.0,5195000000.0,35034600000.0,40229600000.0,244100000.0,6103900000.0,-1162100000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2018.0,FY,,2018-12-31,2020-03-02 16:16:33+00:00,240400000.0,-256800000.0,932000000.0,0.0,6554000000.0,845000000.0,2685700000.0,180000000.0,27616000000.0,35241400000.0,,3300300000.0,35001000000.0,267300000.0,8543000000.0,1862000000.0,-130100000.0,695200000.0,1284800000.0,343900000.0,47877300000.0,6289800000.0,6533900000.0,6533900000.0,41343400000.0,47877300000.0,244100000.0,6949300000.0,-1162100000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2018.0,Q3,,2018-09-30,2018-11-09 12:59:29+00:00,238000000.0,-270800000.0,410500000.0,0.0,6058700000.0,735000000.0,2435200000.0,133700000.0,25150000000.0,,15200000.0,3255300000.0,-238000000.0,243800000.0,8060200000.0,34060600000.0,-131900000.0,686500000.0,1220900000.0,287300000.0,44133200000.0,5714800000.0,5958900000.0,5958900000.0,38174300000.0,44133200000.0,244100000.0,7072200000.0,-1162100000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2018.0,Q2,,2018-06-30,2018-08-09 11:26:12+00:00,236800000.0,-260700000.0,462700000.0,0.0,6044700000.0,855000000.0,2435200000.0,138600000.0,24465800000.0,,17100000.0,4398800000.0,-236800000.0,246300000.0,8002400000.0,34529500000.0,-133700000.0,678300000.0,1167900000.0,274000000.0,44574500000.0,5656100000.0,5900200000.0,5900200000.0,38674300000.0,44574500000.0,244100000.0,6981900000.0,-1162100000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2018.0,Q1,,2018-03-31,2018-05-10 14:24:29+00:00,235300000.0,-255800000.0,402200000.0,0.0,6033400000.0,805000000.0,2411400000.0,143500000.0,24955200000.0,32104400000.0,10400000.0,3502600000.0,31869100000.0,250000000.0,7938600000.0,2146100000.0,-135500000.0,592400000.0,1121400000.0,461200000.0,44100500000.0,5601400000.0,5845500000.0,5845500000.0,38255000000.0,44100500000.0,244100000.0,6867800000.0,-1162100000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2019.0,FY,,2019-12-31,2020-05-11 15:50:23+00:00,246600000.0,-166900000.0,484200000.0,0.0,7644700000.0,1620000000.0,3065500000.0,209100000.0,33785800000.0,43596100000.0,,4118500000.0,43349500000.0,305500000.0,9803700000.0,7085100000.0,-122900000.0,905500000.0,1512800000.0,409100000.0,58589800000.0,7703100000.0,7947200000.0,7947200000.0,50642600000.0,58589800000.0,244100000.0,4090900000.0,-1164600000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2019.0,Q3,,2019-09-30,2019-11-12 13:37:12+00:00,246000000.0,-182300000.0,635200000.0,0.0,6906400000.0,1365000000.0,2868100000.0,196800000.0,29444200000.0,38781400000.0,,3864200000.0,38535400000.0,258500000.0,9129300000.0,2751800000.0,-124700000.0,822800000.0,1449300000.0,315600000.0,52071800000.0,6886600000.0,7130700000.0,7130700000.0,44941100000.0,52071800000.0,244100000.0,6826000000.0,-1162100000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2019.0,Q2,,2019-06-30,2019-08-09 12:24:43+00:00,244000000.0,-193000000.0,505900000.0,0.0,6895600000.0,1110000000.0,2868100000.0,204800000.0,30720100000.0,38556700000.0,,2965900000.0,38312700000.0,261000000.0,8747200000.0,2656100000.0,-126500000.0,797900000.0,1388100000.0,235200000.0,51622500000.0,6802100000.0,7046200000.0,7046200000.0,44576300000.0,51622500000.0,244100000.0,6813900000.0,-1162100000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2019.0,Q1,,2019-03-31,2019-05-10 12:37:24+00:00,240900000.0,-224600000.0,508500000.0,0.0,6563500000.0,1020000000.0,2723200000.0,173300000.0,28585300000.0,35515200000.0,7800000.0,2474800000.0,35274300000.0,255800000.0,8315600000.0,2249100000.0,-128300000.0,808600000.0,1328600000.0,266400000.0,48091900000.0,6377100000.0,6621200000.0,6621200000.0,41470700000.0,48091900000.0,244100000.0,6899900000.0,-1162100000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2020.0,Q1,,2020-03-31,2020-05-11 15:50:23+00:00,341700000.0,-92700000.0,507600000.0,0.0,7649700000.0,1120000000.0,3065500000.0,198500000.0,34215100000.0,44284000000.0,,5502300000.0,43942300000.0,300800000.0,10526000000.0,8116600000.0,-121100000.0,1043300000.0,1514500000.0,301100000.0,60433300000.0,7481400000.0,7725500000.0,7725500000.0,52707800000.0,60433300000.0,244100000.0,4302000000.0,-1469000000.0
