company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 16:03:36+00:00,,21300000.0,82200000.0,271400000.0,40000000.0,,34600000.0,48700000.0,,-939100000.0,-1186300000.0,225100000.0,-939100000.0,-1186300000.0,225100000.0,-1900300000.0,-817100000.0,137800000.0,137800000.0,-34800000.0,28400000.0,-20700000.0,-194400000.0,26200000.0,-3894500000.0,-50900000.0,-4700000.0,0.0,2779800000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2008.0,Q4,2008-10-01,2008-12-31,,,5500000.0,16000000.0,55000000.0,10100000.0,,66400000.0,36200000.0,,129200000.0,-1696800000.0,80500000.0,129200000.0,-1696800000.0,80500000.0,-1487100000.0,141600000.0,33700000.0,33700000.0,-43900000.0,1800000.0,-20700000.0,-50200000.0,8700000.0,-1795600000.0,-19500000.0,-200000.0,,139000000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-09 13:45:13+00:00,,15800000.0,66200000.0,216400000.0,29900000.0,,-31800000.0,12500000.0,,-1068300000.0,510500000.0,144600000.0,-1068300000.0,510500000.0,144600000.0,-413200000.0,-958700000.0,104100000.0,104100000.0,9100000.0,26600000.0,0.0,-144200000.0,17500000.0,-2098900000.0,-31400000.0,-4500000.0,0.0,2640800000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2008.0,Q3,2008-07-01,2008-09-30,,,5300000.0,17800000.0,64900000.0,10000000.0,,-6100000.0,8100000.0,,-404200000.0,837500000.0,86900000.0,-404200000.0,837500000.0,86900000.0,520200000.0,-380000000.0,46000000.0,46000000.0,24900000.0,17900000.0,,-50000000.0,6800000.0,-84100000.0,-12400000.0,-200000.0,,934000000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-10 14:21:18+00:00,,10500000.0,48400000.0,151500000.0,19900000.0,,-25700000.0,4400000.0,,-664100000.0,-327000000.0,57700000.0,-664100000.0,-327000000.0,57700000.0,-933400000.0,-578700000.0,58100000.0,58100000.0,-15800000.0,8700000.0,0.0,-94200000.0,10700000.0,-2014800000.0,-19000000.0,-4300000.0,,1706800000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 17:09:42+00:00,-16200000.0,20600000.0,48700000.0,190200000.0,45100000.0,,-74600000.0,700000.0,,959700000.0,870900000.0,103500000.0,959700000.0,870900000.0,103500000.0,1934100000.0,1194500000.0,101200000.0,101200000.0,-45800000.0,400000.0,,-203600000.0,57000000.0,-2050800000.0,-61500000.0,-29900000.0,-2400000.0,2999400000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2009.0,Q4,2009-10-01,2009-12-31,,-16200000.0,5000000.0,10300000.0,36700000.0,11400000.0,,-109200000.0,,,346500000.0,804400000.0,-76800000.0,346500000.0,804400000.0,-76800000.0,1074100000.0,395200000.0,24900000.0,24900000.0,-22500000.0,-100000.0,16200000.0,-51100000.0,13600000.0,423500000.0,-18100000.0,4700000.0,-2200000.0,399000000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-09 13:42:10+00:00,,15600000.0,38400000.0,153500000.0,33700000.0,,34600000.0,700000.0,,613200000.0,66500000.0,180300000.0,613200000.0,66500000.0,180300000.0,860000000.0,799300000.0,76300000.0,76300000.0,-23300000.0,500000.0,-16200000.0,-152500000.0,43400000.0,-2474300000.0,-43400000.0,-34600000.0,-200000.0,2600400000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2009.0,Q3TTM,2008-10-01,2009-09-30,,,21100000.0,54400000.0,208500000.0,43800000.0,,101000000.0,36900000.0,,742400000.0,-1630300000.0,260800000.0,742400000.0,-1630300000.0,260800000.0,-627100000.0,940900000.0,110000000.0,110000000.0,-67200000.0,2300000.0,-36900000.0,-202700000.0,52100000.0,-4269900000.0,-62900000.0,-34800000.0,-200000.0,2739400000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2009.0,Q3,2009-07-01,2009-09-30,,,5100000.0,9400000.0,50300000.0,12600000.0,,-9200000.0,700000.0,,-29800000.0,-834800000.0,192700000.0,-29800000.0,-834800000.0,192700000.0,-671900000.0,27500000.0,26800000.0,26800000.0,135900000.0,200000.0,,-51200000.0,21500000.0,-1129800000.0,-21100000.0,-6800000.0,-200000.0,316100000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2009.0,Q2TTM,2008-07-01,2009-06-30,,,21300000.0,62800000.0,223100000.0,41200000.0,,104100000.0,44300000.0,,368000000.0,42000000.0,155000000.0,368000000.0,42000000.0,155000000.0,565000000.0,533400000.0,129200000.0,129200000.0,-178200000.0,20000000.0,-36900000.0,-201500000.0,37400000.0,-3224200000.0,-54200000.0,-28200000.0,,3357300000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2009.0,Q2,2009-04-01,2009-06-30,,,5300000.0,27800000.0,47800000.0,10600000.0,,-3000000.0,,,109600000.0,-120400000.0,-40300000.0,109600000.0,-120400000.0,-40300000.0,-51100000.0,185700000.0,25300000.0,25300000.0,-92500000.0,200000.0,-7300000.0,-51100000.0,14000000.0,-899800000.0,-6100000.0,-25200000.0,,792800000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-09 13:56:09+00:00,,10500000.0,29000000.0,103200000.0,21100000.0,,43800000.0,,,643000000.0,901300000.0,-12400000.0,643000000.0,901300000.0,-12400000.0,1531900000.0,771800000.0,49500000.0,49500000.0,-159200000.0,300000.0,-16200000.0,-101300000.0,21900000.0,-1344500000.0,-22300000.0,-27800000.0,0.0,2284300000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2009.0,Q1,2009-01-01,2009-03-31,2010-05-10 15:10:06+00:00,,5200000.0,1200000.0,55400000.0,10500000.0,,46800000.0,,,533400000.0,1021700000.0,27900000.0,533400000.0,1021700000.0,27900000.0,1583000000.0,586100000.0,24200000.0,24200000.0,-66700000.0,100000.0,-8900000.0,-50200000.0,7900000.0,-444700000.0,-16200000.0,-2600000.0,0.0,1491500000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2010.0,Q4,2010-10-01,2010-12-31,,,6200000.0,8900000.0,25800000.0,13100000.0,,-16900000.0,218900000.0,,-81300000.0,213200000.0,24200000.0,-81300000.0,213200000.0,24200000.0,156100000.0,-15700000.0,28800000.0,28800000.0,-17900000.0,300000.0,,-55200000.0,10900000.0,-240700000.0,-31300000.0,-113300000.0,-116300000.0,485200000.0
People's United Financial Inc,PBCT,ROPY7PEPIPIDJNF0BO69,1378946,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 15:04:34+00:00,,21700000.0,45500000.0,127100000.0,51500000.0,,3000000.0,321700000.0,,-1044800000.0,-1644200000.0,225500000.0,-1044800000.0,-1644200000.0,225500000.0,-2463500000.0,-13900000.0,82500000.0,82500000.0,6800000.0,500000.0,,-218100000.0,60000000.0,-2979200000.0,-77500000.0,-936800000.0,-198200000.0,1412500000.0
