company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2011.0,Q2,,2011-06-30,2011-07-26 16:12:33+00:00,170746000.0,666960000.0,25713000.0,697526000.0,0.0,4224992000.0,10330000.0,1146314000.0,1678867000.0,1062986000.0,1183559000.0,308254000.0,1712869000.0,79144000.0,,196784000.0,386665000.0,641273000.0,,,211747000.0,351685000.0,2454848000.0,131981000.0,629218000.0,8621979000.0,5977050000.0,2688623000.0,954330000.0,5977050000.0,6056194000.0,2565785000.0,8621979000.0,4220487000.0,1611455000.0,0.0,-728503000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2011.0,Q1,,2011-03-31,2011-04-21 09:27:45+00:00,159136000.0,687609000.0,-992000.0,790675000.0,,3975553000.0,93483000.0,1146314000.0,1731844000.0,1065613000.0,885444000.0,295260000.0,1673502000.0,70141000.0,,218504000.0,416901000.0,591448000.0,,,228105000.0,356261000.0,2166813000.0,134779000.0,437870000.0,8293524000.0,5604159000.0,2628315000.0,978846000.0,5604159000.0,5674300000.0,2619224000.0,8293524000.0,3991707000.0,1640378000.0,0.0,-537215000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2012.0,FY,,2012-12-31,2014-02-06 17:28:12+00:00,203999000.0,686848000.0,-55305000.0,570721000.0,0.0,3854652000.0,20066000.0,1201296000.0,1631547000.0,687396000.0,2036658000.0,447373000.0,1742226000.0,2272000.0,,217272000.0,404406000.0,979945000.0,,,274054000.0,604266000.0,4486794000.0,453379000.0,1134989000.0,10130118000.0,6961523000.0,3244337000.0,1657389000.0,6961523000.0,6963795000.0,3166323000.0,10130118000.0,5143555000.0,1508934000.0,0.0,-1324618000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2012.0,Q3,,2012-09-30,2012-10-25 16:15:30+00:00,157424000.0,661519000.0,-51115000.0,451723000.0,0.0,3819190000.0,44252000.0,1204740000.0,1681232000.0,658442000.0,1741534000.0,392936000.0,1676583000.0,2388000.0,,249577000.0,395139000.0,866208000.0,,,271144000.0,539569000.0,4194551000.0,453209000.0,1154071000.0,9630621000.0,6659552000.0,3055388000.0,1521093000.0,6659552000.0,6661940000.0,2968681000.0,9630621000.0,4898650000.0,1447588000.0,0.0,-1303074000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2012.0,Q2,,2012-06-30,2012-07-24 15:43:01+00:00,159152000.0,683841000.0,-50557000.0,456811000.0,0.0,3825774000.0,58315000.0,1197904000.0,1732972000.0,641568000.0,1467909000.0,362940000.0,1622812000.0,2388000.0,,282904000.0,416088000.0,762353000.0,,,271864000.0,534358000.0,3796154000.0,453045000.0,949239000.0,9162380000.0,6268297000.0,2868919000.0,1432865000.0,6268297000.0,6270685000.0,2891695000.0,9162380000.0,4670649000.0,1458830000.0,0.0,-1303074000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2012.0,Q1,,2012-03-31,2012-05-01 16:22:03+00:00,173330000.0,684242000.0,-17710000.0,298139000.0,0.0,4217377000.0,50066000.0,1193279000.0,1783981000.0,626012000.0,1471943000.0,337619000.0,1617459000.0,2647000.0,,324264000.0,379477000.0,660562000.0,,,368937000.0,517406000.0,3409308000.0,453361000.0,978473000.0,9113549000.0,6305901000.0,2677950000.0,1337319000.0,6305901000.0,6308548000.0,2805001000.0,9113549000.0,4818140000.0,1467682000.0,0.0,-1303074000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2013.0,FY,,2013-12-31,2015-02-04 16:39:52+00:00,219913000.0,824406000.0,-27745000.0,602562000.0,0.0,4023779000.0,179685000.0,1232916000.0,4474653000.0,592433000.0,625772000.0,659003000.0,1750710000.0,596000.0,,232554000.0,478796000.0,1355187000.0,,,594350000.0,659231000.0,6349135000.0,3494000.0,620167000.0,11863335000.0,8620242000.0,3184934000.0,1758279000.0,8620242000.0,8620838000.0,3242497000.0,11863335000.0,6927691000.0,1484218000.0,0.0,-1724927000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2013.0,Q3,,2013-09-30,2013-10-28 14:13:40+00:00,166709000.0,891396000.0,-29315000.0,427811000.0,0.0,3987505000.0,144180000.0,1210718000.0,4580199000.0,694894000.0,373558000.0,614483000.0,1806074000.0,596000.0,,302483000.0,469100000.0,1204437000.0,,,636028000.0,608473000.0,5891829000.0,3385000.0,240882000.0,11250249000.0,8125092000.0,2643672000.0,1518711000.0,8125092000.0,8125688000.0,3124561000.0,11250249000.0,6800503000.0,1605850000.0,0.0,-1724927000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2013.0,Q2,,2013-06-30,2013-07-25 16:43:15+00:00,163094000.0,861457000.0,-55136000.0,392507000.0,0.0,3918113000.0,81563000.0,1210718000.0,4678884000.0,726388000.0,107139000.0,570390000.0,1787776000.0,596000.0,,313341000.0,423704000.0,1056229000.0,,,533852000.0,595642000.0,5404213000.0,3188000.0,275163000.0,10841590000.0,7901549000.0,2523221000.0,1304074000.0,7901549000.0,7902145000.0,2939445000.0,10841590000.0,6530593000.0,1635371000.0,0.0,-1365641000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2013.0,Q1,,2013-03-31,2013-04-25 16:01:54+00:00,165207000.0,753611000.0,-67975000.0,663302000.0,0.0,3859083000.0,28045000.0,1210718000.0,1581511000.0,711831000.0,0.0,506557000.0,1736811000.0,596000.0,,156667000.0,437368000.0,885093000.0,,,306839000.0,674951000.0,4913543000.0,203317000.0,2968000000.0,10164717000.0,7339010000.0,5328838000.0,1281662000.0,7339010000.0,7339606000.0,2825111000.0,10164717000.0,3099068000.0,1543449000.0,0.0,-1365641000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2014.0,FY,,2014-12-31,2015-10-21 16:17:55+00:00,229178000.0,1292445000.0,-59488000.0,1204924000.0,0.0,4196285000.0,168058000.0,1760249000.0,4028507000.0,580283000.0,1470652000.0,804022000.0,1765683000.0,5030000.0,,50656000.0,730303000.0,1819334000.0,,,617536000.0,650096000.0,9283919000.0,3136000.0,640460000.0,14314781000.0,10809010000.0,4672154000.0,2219706000.0,10809010000.0,10814040000.0,3500741000.0,14314781000.0,7876944000.0,1281035000.0,0.0,-2611706000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2014.0,Q3,,2014-09-30,2014-10-22 16:59:38+00:00,233629000.0,1091232000.0,-37987000.0,1186281000.0,0.0,4150136000.0,159638000.0,1541204000.0,4129754000.0,583977000.0,1371431000.0,753063000.0,1724129000.0,3189000.0,,90357000.0,666470000.0,1544160000.0,,,565513000.0,658276000.0,8400455000.0,3220000.0,675065000.0,13704142000.0,10427696000.0,4372111000.0,1940647000.0,10427696000.0,10430885000.0,3273257000.0,13704142000.0,7607902000.0,1332610000.0,0.0,-2084908000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2014.0,Q2,,2014-06-30,2014-07-23 16:22:38+00:00,224931000.0,1002328000.0,-26678000.0,863197000.0,0.0,4106212000.0,192758000.0,1364815000.0,4249378000.0,586091000.0,1010837000.0,715935000.0,1756164000.0,3927000.0,,139092000.0,633684000.0,1495549000.0,,,611791000.0,710965000.0,7543597000.0,3386000.0,709869000.0,12917998000.0,9561299000.0,3925013000.0,1916624000.0,9561299000.0,9565226000.0,3352772000.0,12917998000.0,7236821000.0,1436148000.0,0.0,-2061832000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2014.0,Q1,,2014-03-31,2014-04-23 13:24:07+00:00,212809000.0,1018487000.0,-22355000.0,828601000.0,0.0,4054902000.0,161045000.0,1232916000.0,4364384000.0,591012000.0,724272000.0,672750000.0,1744266000.0,4352000.0,,200901000.0,573576000.0,1216843000.0,,,639269000.0,702908000.0,6829091000.0,3550000.0,431610000.0,12230131000.0,9136711000.0,3525024000.0,1594247000.0,9136711000.0,9141063000.0,3089068000.0,12230131000.0,6960841000.0,1494821000.0,0.0,-1724927000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2015.0,FY,,2015-12-31,2017-02-02 16:24:00+00:00,267400000.0,1227000000.0,-224000000.0,1308000000.0,0.0,100000.0,208700000.0,2663800000.0,4085100000.0,6521500000.0,2760400000.0,893400000.0,2187600000.0,2100000.0,,124900000.0,1151400000.0,2096800000.0,,,1107600000.0,905800000.0,12208400000.0,4800000.0,2120500000.0,19504800000.0,9372800000.0,6700300000.0,2577700000.0,9372800000.0,9374900000.0,10129900000.0,19504800000.0,10616900000.0,7552200000.0,0.0,-2611700000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2015.0,Q3,,2015-09-30,2015-10-21 16:17:55+00:00,251228000.0,1327780000.0,-157416000.0,4089003000.0,0.0,1342497000.0,458672000.0,2408854000.0,4181245000.0,6529275000.0,1947354000.0,918921000.0,2027821000.0,-5783000.0,,136761000.0,1181670000.0,1918897000.0,,,892221000.0,861421000.0,11999358000.0,5171000.0,1753499000.0,20728368000.0,10572726000.0,9270873000.0,2633968000.0,10572726000.0,10566943000.0,10161425000.0,20728368000.0,9429674000.0,7527457000.0,0.0,-2611713000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2015.0,Q2,,2015-06-30,2015-07-24 16:25:45+00:00,282702000.0,1310821000.0,-101025000.0,1282078000.0,0.0,4251572000.0,457769000.0,2154341000.0,4294791000.0,576207000.0,2101796000.0,865738000.0,1837670000.0,421000.0,,138403000.0,1073753000.0,1812099000.0,,,751588000.0,915731000.0,11033736000.0,3262000.0,1086595000.0,16759171000.0,12572577000.0,5618985000.0,2555832000.0,12572577000.0,12572998000.0,4186173000.0,16759171000.0,9302516000.0,1630341000.0,0.0,-2611706000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2015.0,Q1,,2015-03-31,2015-04-24 16:08:55+00:00,236128000.0,1389995000.0,-70538000.0,1478051000.0,0.0,4242555000.0,322075000.0,1849852000.0,4353123000.0,580672000.0,1377325000.0,825349000.0,1739628000.0,2687000.0,,130564000.0,891555000.0,1384774000.0,,,640630000.0,892529000.0,10106460000.0,3254000.0,673946000.0,15219454000.0,11666771000.0,5258896000.0,1946231000.0,11666771000.0,11669458000.0,3549996000.0,15219454000.0,8220930000.0,1603765000.0,0.0,-2611706000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2016.0,FY,,2016-12-31,2018-02-01 16:35:03+00:00,279800000.0,1441600000.0,-319900000.0,2326500000.0,0.0,100000.0,231900000.0,3669300000.0,3808300000.0,6512700000.0,2829400000.0,1001600000.0,2501800000.0,-11500000.0,,93100000.0,1393900000.0,2903500000.0,,,1335800000.0,722500000.0,15071600000.0,4700000.0,2568600000.0,22876800000.0,12140100000.0,8732200000.0,3419900000.0,12140100000.0,12128600000.0,10748200000.0,22876800000.0,11642800000.0,7328300000.0,0.0,-2611700000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2016.0,Q3,,2016-09-30,2016-10-26 16:16:21+00:00,274000000.0,1467800000.0,-300900000.0,2084800000.0,0.0,100000.0,208800000.0,3419700000.0,3869900000.0,6529600000.0,3096900000.0,1009700000.0,2387000000.0,-2700000.0,,98700000.0,1298300000.0,2012000000.0,,,1239600000.0,862100000.0,15030000000.0,4900000.0,2231200000.0,22104900000.0,12117500000.0,8091800000.0,2499700000.0,12117500000.0,12114800000.0,9990100000.0,22104900000.0,11626100000.0,7490400000.0,0.0,-2611700000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2016.0,Q2,,2016-06-30,2016-07-21 17:30:12+00:00,225900000.0,1293000000.0,-282800000.0,1362000000.0,0.0,69200000.0,212800000.0,3167100000.0,3967600000.0,6538300000.0,3477600000.0,996400000.0,2301800000.0,-100000.0,,105600000.0,1361500000.0,2072700000.0,,,1153000000.0,951000000.0,14229100000.0,4800000.0,2434800000.0,21514800000.0,11403800000.0,7447700000.0,2516200000.0,11403800000.0,11403700000.0,10111100000.0,21514800000.0,11765300000.0,7594900000.0,0.0,-2611700000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2016.0,Q1,,2016-03-31,2016-04-21 16:57:52+00:00,271300000.0,1395100000.0,-259300000.0,1130700000.0,0.0,18500000.0,496500000.0,2917900000.0,4012200000.0,6535600000.0,3189800000.0,964600000.0,2258900000.0,1300000.0,,117800000.0,1256200000.0,2003900000.0,,,1094600000.0,916600000.0,13179300000.0,4900000.0,2454700000.0,20674700000.0,10326800000.0,7201300000.0,2776600000.0,10326800000.0,10328100000.0,10346600000.0,20674700000.0,11214500000.0,7570000000.0,0.0,-2611700000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2017.0,FY,,2017-12-31,2019-02-06 17:21:15+00:00,395500000.0,1787000000.0,-318400000.0,1573800000.0,0.0,97900000.0,68200000.0,4632500000.0,3879600000.0,5935000000.0,3057300000.0,902700000.0,3182400000.0,-14700000.0,595900000.0,122600000.0,1494600000.0,2901300000.0,,,431600000.0,1628700000.0,15810400000.0,3200000.0,2115200000.0,23652600000.0,12612800000.0,7873300000.0,3368200000.0,12612800000.0,12598100000.0,11054500000.0,23652600000.0,12596900000.0,7686300000.0,0.0,-2977100000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2017.0,Q3,,2017-09-30,2017-10-24 16:35:34+00:00,298700000.0,1567500000.0,-329400000.0,1548100000.0,0.0,59300000.0,121300000.0,4127500000.0,4019400000.0,5938300000.0,3062000000.0,1007200000.0,2995900000.0,-11600000.0,,120700000.0,1485000000.0,2455200000.0,,,1300400000.0,716900000.0,16107700000.0,573200000.0,1960200000.0,23073200000.0,12860500000.0,7568000000.0,3448400000.0,12860500000.0,12848900000.0,10224300000.0,23073200000.0,12509300000.0,6775900000.0,0.0,-2977100000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2017.0,Q2,,2017-06-30,2017-07-25 16:22:11+00:00,330300000.0,1630200000.0,-338800000.0,1169500000.0,0.0,19400000.0,52600000.0,3870400000.0,4051300000.0,5954000000.0,2632700000.0,936500000.0,2827600000.0,-11600000.0,,100800000.0,1649000000.0,2436900000.0,,,1268300000.0,750900000.0,14881700000.0,559900000.0,1723500000.0,21759000000.0,11585200000.0,7108700000.0,3379700000.0,11585200000.0,11573600000.0,10185400000.0,21759000000.0,11822700000.0,6805700000.0,0.0,-2977100000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2017.0,Q1,,2017-03-31,2017-04-25 16:18:28+00:00,316400000.0,1501500000.0,-325200000.0,924000000.0,0.0,100000.0,70000000.0,3611700000.0,4103900000.0,5952700000.0,2825200000.0,921600000.0,2610900000.0,-11600000.0,,94500000.0,1556400000.0,2044600000.0,,,1184500000.0,688800000.0,14781200000.0,561500000.0,1956200000.0,21195900000.0,11479000000.0,6859700000.0,2992500000.0,11479000000.0,11467400000.0,9728500000.0,21195900000.0,11725300000.0,6736000000.0,0.0,-2977100000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2018.0,FY,,2018-12-31,2020-02-06 16:32:39+00:00,370500000.0,1958500000.0,-240400000.0,1224600000.0,0.0,100000.0,63500000.0,5706400000.0,3120000000.0,5936500000.0,1375900000.0,929900000.0,3601200000.0,-8000000.0,2153900000.0,1636200000.0,1214500000.0,2861200000.0,,,1690600000.0,1389400000.0,16257000000.0,0.0,2313400000.0,25288900000.0,13039600000.0,7640900000.0,3295200000.0,13039600000.0,13031600000.0,12257300000.0,25288900000.0,14046800000.0,8962100000.0,0.0,-2977100000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2018.0,Q3,,2018-09-30,2018-10-23 16:25:54+00:00,342300000.0,2017300000.0,-248300000.0,2386700000.0,0.0,47900000.0,254100000.0,5440100000.0,3379000000.0,5931100000.0,1244500000.0,916600000.0,3538900000.0,-6800000.0,2160900000.0,1114600000.0,1356700000.0,2578500000.0,,,1009800000.0,1511800000.0,16944100000.0,0.0,2041700000.0,25492200000.0,13766600000.0,8719000000.0,3174900000.0,13766600000.0,13759800000.0,11732400000.0,25492200000.0,13234300000.0,8557500000.0,0.0,-2977100000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2018.0,Q2,,2018-06-30,2018-07-24 16:53:51+00:00,295700000.0,1951000000.0,-261600000.0,1250200000.0,0.0,100000.0,223000000.0,5170300000.0,3661300000.0,5928400000.0,1160200000.0,931700000.0,3409000000.0,-7200000.0,2217900000.0,1160800000.0,1325200000.0,2633700000.0,,,902100000.0,1457600000.0,15499500000.0,0.0,1974000000.0,23952900000.0,12260900000.0,7432100000.0,3152400000.0,12260900000.0,12253700000.0,11699200000.0,23952900000.0,13111800000.0,8546800000.0,0.0,-2977100000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2018.0,Q1,,2018-03-31,2018-04-24 16:53:10+00:00,345800000.0,1939200000.0,-303900000.0,4108000000.0,0.0,100000.0,231900000.0,4907800000.0,3794500000.0,5929400000.0,1200200000.0,890800000.0,3334700000.0,-16200000.0,2277400000.0,1331100000.0,1449400000.0,2571100000.0,,,380100000.0,1640000000.0,17334600000.0,3300000.0,1808000000.0,26090100000.0,14053700000.0,10195400000.0,3152100000.0,14053700000.0,14037500000.0,12052600000.0,26090100000.0,12560000000.0,8900500000.0,0.0,-2977100000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2019.0,FY,,2019-12-31,2020-04-23 16:15:49+00:00,530800000.0,1880500000.0,-135200000.0,2913700000.0,0.0,100000.0,71400000.0,5757800000.0,3527400000.0,4459000000.0,1408100000.0,804200000.0,3247300000.0,-4100000.0,3232100000.0,2810800000.0,1221200000.0,2765800000.0,,,1679800000.0,1761600000.0,16455400000.0,1495800000.0,1562200000.0,27234300000.0,13343200000.0,8381800000.0,4863800000.0,13343200000.0,13339100000.0,13895200000.0,27234300000.0,15605200000.0,9031400000.0,0.0,-2977100000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2019.0,Q3,,2019-09-30,2019-10-22 16:12:44+00:00,382200000.0,1933500000.0,-92300000.0,2343900000.0,0.0,100000.0,125600000.0,5746100000.0,3392400000.0,4458200000.0,1813900000.0,751800000.0,3138100000.0,-4100000.0,3284500000.0,2820400000.0,1325500000.0,2429100000.0,,,1660800000.0,1781400000.0,17065200000.0,1495300000.0,2093500000.0,27484000000.0,13995900000.0,8448200000.0,4432200000.0,13995900000.0,13991800000.0,13492200000.0,27484000000.0,15897700000.0,9060000000.0,0.0,-2977100000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2019.0,Q2,,2019-06-30,2019-07-23 17:47:07+00:00,377100000.0,1959600000.0,-252900000.0,1723400000.0,0.0,100000.0,427200000.0,5749200000.0,3681300000.0,5948500000.0,1309300000.0,776700000.0,3077500000.0,-4100000.0,2820100000.0,2400600000.0,2221300000.0,2318000000.0,88600000.0,,1740400000.0,1778800000.0,16182800000.0,,1228800000.0,26287600000.0,12952900000.0,7909800000.0,3210900000.0,12952900000.0,12948800000.0,13338800000.0,26287600000.0,15300300000.0,10127900000.0,0.0,-2977100000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2019.0,Q1,,2019-03-31,2019-04-24 16:46:37+00:00,378000000.0,2088900000.0,-219800000.0,2243200000.0,0.0,100000.0,238500000.0,5639700000.0,3056200000.0,5943200000.0,1372700000.0,770200000.0,3013800000.0,-7900000.0,2074400000.0,1741700000.0,2174500000.0,2435000000.0,97200000.0,,2346100000.0,1789900000.0,17026700000.0,,1665800000.0,26445500000.0,13829900000.0,8942600000.0,3148700000.0,13829900000.0,13822000000.0,12623500000.0,26445500000.0,14489100000.0,9474800000.0,0.0,-2977100000.0
Biogen Inc,BIIB,W8J5WZB5IY3K0NDQT671,875045,2020.0,Q1,,2020-03-31,2020-04-23 16:15:49+00:00,389000000.0,2092600000.0,-149300000.0,2591300000.0,0.0,200000.0,310000000.0,5752000000.0,3446900000.0,4459900000.0,969500000.0,858800000.0,3281600000.0,-10000000.0,3109400000.0,2722800000.0,1195400000.0,2437800000.0,,,1552600000.0,1761000000.0,15673100000.0,1501800000.0,1269100000.0,26119200000.0,12546900000.0,8007200000.0,4638600000.0,12546900000.0,12536900000.0,13582300000.0,26119200000.0,14830400000.0,8943700000.0,0.0,-2977100000.0
