company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationofdeferredpolicyacquisitioncosts,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netrealizedcapitalgains,otheradjustmentstoconsolidatednetincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,premiumsearned,propertyliabilityinsuranceclaims,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2012.0,Q2,2012-04-01,2012-06-30,2013-08-01 07:02:20+00:00,147000000.0,0.16,0.16,0.16,,27000000.0,131000000.0,109000000.0,82000000.0,27000000.0,76000000.0,33000000.0,-131000000.0,813000000.0,,439000000.0,287000000.0,,1302000000.0,1576000000.0,131000000.0,2162000000.0,2402000000.0,109000000.0,2271000000.0,475000000.0,491500000.0,493900000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2012.0,Q1TTM,2011-04-01,2012-03-31,,713000000.0,0.05,0.05,0.05,29000000.0,-16000000.0,474000000.0,163000000.0,115000000.0,48000000.0,25000000.0,138000000.0,-474000000.0,3252000000.0,,1807000000.0,1061000000.0,,5357000000.0,6548000000.0,474000000.0,9097000000.0,9670000000.0,99000000.0,9196000000.0,511100000.0,491200000.0,495700000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2012.0,Q1,2012-01-01,2012-03-31,2013-05-02 16:51:04+00:00,271000000.0,0.09,0.09,0.09,,15000000.0,95000000.0,79000000.0,67000000.0,12000000.0,46000000.0,33000000.0,-95000000.0,869000000.0,,440000000.0,340000000.0,,1106000000.0,1427000000.0,95000000.0,2138000000.0,2315000000.0,82000000.0,2220000000.0,511100000.0,491200000.0,495700000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2013.0,Q4,2013-10-01,2013-12-31,,128000000.0,0.41,0.41,0.41,,70000000.0,121000000.0,245000000.0,245000000.0,,208000000.0,37000000.0,-121000000.0,861000000.0,,406000000.0,241000000.0,,1310000000.0,1442000000.0,121000000.0,1976000000.0,2412000000.0,315000000.0,2291000000.0,495600000.0,493600000.0,498700000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2013.0,FY,2013-01-01,2013-12-31,2015-03-02 13:36:25+00:00,569000000.0,1.13,1.13,1.12,0.0,324000000.0,492000000.0,714000000.0,726000000.0,-12000000.0,560000000.0,154000000.0,-492000000.0,3234000000.0,,1659000000.0,1021000000.0,,5148000000.0,5633000000.0,492000000.0,7861000000.0,9403000000.0,1050000000.0,8911000000.0,495600000.0,493600000.0,498700000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2013.0,Q3YTD,2013-01-01,2013-09-30,,441000000.0,0.72,0.72,0.71,,254000000.0,371000000.0,469000000.0,481000000.0,-12000000.0,352000000.0,117000000.0,-371000000.0,2373000000.0,,1253000000.0,780000000.0,,3838000000.0,4191000000.0,371000000.0,5885000000.0,6991000000.0,735000000.0,6620000000.0,490900000.0,494000000.0,499300000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2013.0,Q3TTM,2012-10-01,2013-09-30,,585000000.0,1.06,1.06,1.05,,327000000.0,495000000.0,735000000.0,741000000.0,-6000000.0,520000000.0,215000000.0,-495000000.0,3227000000.0,,1525000000.0,1073000000.0,,5158000000.0,5785000000.0,495000000.0,7895000000.0,9458000000.0,1068000000.0,8963000000.0,490900000.0,494000000.0,499300000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2013.0,Q3,2013-07-01,2013-09-30,2014-11-10 07:07:58+00:00,182000000.0,0.22,0.22,0.22,0.0,105000000.0,124000000.0,148000000.0,146000000.0,2000000.0,108000000.0,40000000.0,-124000000.0,778000000.0,,407000000.0,248000000.0,,1291000000.0,1353000000.0,124000000.0,1942000000.0,2317000000.0,251000000.0,2193000000.0,490900000.0,494000000.0,499300000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2013.0,Q2,2013-04-01,2013-06-30,2014-07-30 17:03:03+00:00,137000000.0,0.29,0.29,0.28,,73000000.0,121000000.0,180000000.0,174000000.0,6000000.0,141000000.0,39000000.0,-121000000.0,842000000.0,,413000000.0,243000000.0,,1286000000.0,1453000000.0,121000000.0,2003000000.0,2371000000.0,247000000.0,2250000000.0,486200000.0,493400000.0,497500000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2013.0,Q2YTD,2013-01-01,2013-06-30,,259000000.0,0.5,0.5,0.49,,149000000.0,247000000.0,321000000.0,335000000.0,-14000000.0,244000000.0,77000000.0,-247000000.0,1595000000.0,,846000000.0,532000000.0,,2547000000.0,2838000000.0,247000000.0,3943000000.0,4674000000.0,484000000.0,4427000000.0,486200000.0,493400000.0,497500000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2013.0,Q2TTM,2012-07-01,2013-06-30,,563000000.0,0.91,0.91,0.9,89000000.0,245000000.0,497000000.0,658000000.0,654000000.0,4000000.0,447000000.0,211000000.0,-497000000.0,3283000000.0,,1561000000.0,1134000000.0,,5180000000.0,5988000000.0,497000000.0,8201000000.0,9597000000.0,899000000.0,9100000000.0,486200000.0,493400000.0,497500000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2013.0,Q1TTM,2012-04-01,2013-03-31,,573000000.0,0.78,0.78,0.78,89000000.0,199000000.0,507000000.0,587000000.0,562000000.0,25000000.0,382000000.0,205000000.0,-507000000.0,3254000000.0,,1587000000.0,1178000000.0,,5196000000.0,6111000000.0,507000000.0,8360000000.0,9628000000.0,761000000.0,9121000000.0,490500000.0,492500000.0,496800000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2013.0,Q1,2013-01-01,2013-03-31,2014-04-30 17:09:48+00:00,122000000.0,0.21,0.21,0.21,,76000000.0,126000000.0,141000000.0,161000000.0,-20000000.0,103000000.0,38000000.0,-126000000.0,753000000.0,,433000000.0,289000000.0,,1261000000.0,1385000000.0,126000000.0,1940000000.0,2303000000.0,237000000.0,2177000000.0,490500000.0,492500000.0,496800000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2014.0,FY,2014-01-01,2014-12-31,2017-02-27 17:03:46+00:00,453000000.0,-2.51,-2.51,-2.51,849000000.0,-94000000.0,433000000.0,-1048000000.0,-1205000000.0,157000000.0,-1244000000.0,196000000.0,-433000000.0,3120000000.0,,1138000000.0,909000000.0,,4700000000.0,7155000000.0,433000000.0,9595000000.0,8729000000.0,-1299000000.0,8296000000.0,495600000.0,496400000.0,496400000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2014.0,Q4,2014-10-01,2014-12-31,,98000000.0,-1.53,-1.53,-1.53,299000000.0,-78000000.0,90000000.0,-708000000.0,-855000000.0,147000000.0,-760000000.0,52000000.0,-90000000.0,756000000.0,,194000000.0,228000000.0,,1039000000.0,2275000000.0,90000000.0,2866000000.0,2023000000.0,-933000000.0,1933000000.0,495600000.0,496400000.0,496400000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2014.0,Q3YTD,2014-01-01,2014-09-30,,355000000.0,-0.98,-0.98,-0.98,550000000.0,-16000000.0,343000000.0,-340000000.0,-350000000.0,10000000.0,-484000000.0,144000000.0,-343000000.0,2364000000.0,,944000000.0,681000000.0,,3661000000.0,4880000000.0,343000000.0,6729000000.0,6706000000.0,-366000000.0,6363000000.0,496500000.0,496600000.0,496600000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2014.0,Q3TTM,2013-10-01,2014-09-30,,483000000.0,-0.57,-0.57,-0.57,550000000.0,54000000.0,464000000.0,-95000000.0,-105000000.0,10000000.0,-276000000.0,181000000.0,-464000000.0,3225000000.0,,1350000000.0,922000000.0,,4971000000.0,6322000000.0,464000000.0,8705000000.0,9118000000.0,-51000000.0,8654000000.0,496500000.0,496600000.0,496600000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2014.0,Q3,2014-07-01,2014-09-30,2015-10-30 16:34:22+00:00,113000000.0,-1.7,-1.7,-1.7,550000000.0,-187000000.0,104000000.0,-787000000.0,-793000000.0,6000000.0,-844000000.0,57000000.0,-104000000.0,751000000.0,,284000000.0,229000000.0,,1210000000.0,2119000000.0,104000000.0,3066000000.0,2190000000.0,-980000000.0,2086000000.0,496500000.0,496600000.0,496600000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2014.0,Q2YTD,2014-01-01,2014-06-30,,242000000.0,0.72,0.72,0.72,,171000000.0,239000000.0,447000000.0,443000000.0,4000000.0,360000000.0,87000000.0,-239000000.0,1613000000.0,,660000000.0,452000000.0,,2451000000.0,2761000000.0,239000000.0,3663000000.0,4516000000.0,614000000.0,4277000000.0,502900000.0,496600000.0,503600000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2014.0,Q2TTM,2013-07-01,2014-06-30,,552000000.0,1.35,1.35,1.35,,346000000.0,484000000.0,840000000.0,834000000.0,6000000.0,676000000.0,164000000.0,-484000000.0,3252000000.0,,1473000000.0,941000000.0,,5052000000.0,5556000000.0,484000000.0,7581000000.0,9245000000.0,1180000000.0,8761000000.0,502900000.0,496600000.0,503600000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2014.0,Q2,2014-04-01,2014-06-30,2015-08-05 16:10:04+00:00,108000000.0,0.35,0.35,0.35,,84000000.0,112000000.0,228000000.0,224000000.0,4000000.0,176000000.0,52000000.0,-112000000.0,825000000.0,,282000000.0,225000000.0,,1144000000.0,1384000000.0,112000000.0,1774000000.0,2194000000.0,308000000.0,2082000000.0,502900000.0,496600000.0,503600000.0
