company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationofdeferredpolicyacquisitioncosts,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netrealizedcapitalgains,otheradjustmentstoconsolidatednetincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,premiumsearned,propertyliabilityinsuranceclaims,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 10:24:50+00:00,831000000.0,2.77,2.77,2.73,0.0,452000000.0,481000000.0,1220000000.0,1154000000.0,66000000.0,1220000000.0,0.0,-481000000.0,3803000000.0,,2075000000.0,992000000.0,,6330000000.0,6132000000.0,481000000.0,9038000000.0,11125000000.0,1606000000.0,10644000000.0,440400000.0,439700000.0,447600000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 16:55:50+00:00,884000000.0,-1.32,-1.32,-1.32,277000000.0,-370000000.0,470000000.0,-572000000.0,-572000000.0,,-572000000.0,0.0,-470000000.0,2021000000.0,,2160000000.0,1150000000.0,,6777000000.0,7099000000.0,470000000.0,10420000000.0,9948000000.0,-942000000.0,9478000000.0,433300000.0,433200000.0,433200000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2008.0,Q3,2008-07-01,2008-09-30,2009-11-02 16:06:09+00:00,208000000.0,-0.6,-0.6,-0.6,,-238000000.0,125000000.0,-258000000.0,-258000000.0,,-258000000.0,0.0,-125000000.0,102000000.0,,515000000.0,331000000.0,,1735000000.0,1816000000.0,125000000.0,2539000000.0,2168000000.0,-496000000.0,2043000000.0,430000000.0,433100000.0,433100000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2008.0,Q2,2008-04-01,2008-06-30,2009-07-31 16:39:10+00:00,209000000.0,-0.25,-0.25,-0.25,,-69000000.0,110000000.0,-218000000.0,-109000000.0,,-218000000.0,,-110000000.0,435000000.0,-109000000.0,,254000000.0,551000000.0,1709000000.0,1706000000.0,110000000.0,2466000000.0,2398000000.0,-178000000.0,2288000000.0,872000000.0,432900000.0,432900000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:36:28+00:00,782000000.0,-1.02,-1.02,-1.02,0.0,-393000000.0,393000000.0,-399000000.0,-399000000.0,,-460000000.0,61000000.0,-393000000.0,1992000000.0,,1884000000.0,1058000000.0,,6019000000.0,6802000000.0,393000000.0,9468000000.0,9069000000.0,-792000000.0,8676000000.0,451000000.0,451100000.0,451100000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2009.0,Q4,2009-10-01,2009-12-31,,180000000.0,0.13,0.13,0.13,-597000000.0,27000000.0,87000000.0,75000000.0,75000000.0,,40000000.0,35000000.0,-87000000.0,686000000.0,,1100000000.0,252000000.0,,1523000000.0,1589000000.0,87000000.0,2272000000.0,2461000000.0,102000000.0,2374000000.0,451000000.0,451100000.0,451100000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2009.0,Q3YTD,2009-01-01,2009-09-30,,602000000.0,-1.15,-1.15,-1.15,597000000.0,-420000000.0,306000000.0,-474000000.0,-474000000.0,,-500000000.0,26000000.0,-306000000.0,1306000000.0,,784000000.0,806000000.0,,4496000000.0,5213000000.0,306000000.0,7196000000.0,6608000000.0,-894000000.0,6302000000.0,475000000.0,448900000.0,451600000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2009.0,Q3,2009-07-01,2009-09-30,2010-10-29 16:36:28+00:00,143000000.0,0.04,0.04,0.04,,-52000000.0,96000000.0,45000000.0,45000000.0,,19000000.0,26000000.0,-96000000.0,637000000.0,,484000000.0,262000000.0,,1492000000.0,1675000000.0,96000000.0,2302000000.0,2391000000.0,-7000000.0,2295000000.0,475000000.0,448900000.0,451600000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2009.0,Q2YTD,2009-01-01,2009-06-30,,459000000.0,-1.19,-1.19,-1.19,597000000.0,-368000000.0,210000000.0,-519000000.0,-519000000.0,,-519000000.0,,-210000000.0,669000000.0,,300000000.0,544000000.0,,3004000000.0,3538000000.0,210000000.0,4894000000.0,4217000000.0,-887000000.0,4007000000.0,454500000.0,433200000.0,433200000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2009.0,Q2,2009-04-01,2009-06-30,2010-07-30 12:09:21+00:00,212000000.0,-0.11,-0.11,-0.11,,-4000000.0,114000000.0,-50000000.0,-50000000.0,,-50000000.0,,-114000000.0,728000000.0,,456000000.0,253000000.0,,1502000000.0,1755000000.0,114000000.0,2423000000.0,2483000000.0,-54000000.0,2369000000.0,454500000.0,433200000.0,433200000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2009.0,Q1,2009-01-01,2009-03-31,2010-04-30 16:04:11+00:00,247000000.0,-1.08,-1.08,-1.08,597000000.0,-364000000.0,96000000.0,-469000000.0,-469000000.0,,-469000000.0,,-96000000.0,-59000000.0,,-156000000.0,291000000.0,,1502000000.0,1783000000.0,96000000.0,2471000000.0,1734000000.0,-833000000.0,1638000000.0,434300000.0,433200000.0,433200000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,Q4,2010-10-01,2010-12-31,,36000000.0,-0.51,-0.51,-0.5,,-168000000.0,119000000.0,-216000000.0,-216000000.0,,-251000000.0,35000000.0,-119000000.0,824000000.0,,771000000.0,300000000.0,,1467000000.0,2049000000.0,119000000.0,2856000000.0,2591000000.0,-384000000.0,2472000000.0,472700000.0,489300000.0,493900000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 07:37:47+00:00,626000000.0,0.11,0.11,0.11,,-248000000.0,457000000.0,195000000.0,195000000.0,,52000000.0,143000000.0,-457000000.0,3123000000.0,,2217000000.0,1112000000.0,,5854000000.0,6842000000.0,457000000.0,9685000000.0,10089000000.0,-53000000.0,9632000000.0,472700000.0,489300000.0,493900000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,Q3,2010-07-01,2010-09-30,2011-11-07 16:09:40+00:00,227000000.0,0.17,0.17,0.17,,18000000.0,114000000.0,122000000.0,122000000.0,,83000000.0,39000000.0,-114000000.0,920000000.0,,472000000.0,300000000.0,,1447000000.0,1714000000.0,114000000.0,2413000000.0,2667000000.0,140000000.0,2553000000.0,488200000.0,489500000.0,493900000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,Q3YTD,2010-01-01,2010-09-30,,590000000.0,0.62,0.62,0.61,,-80000000.0,338000000.0,411000000.0,411000000.0,,303000000.0,108000000.0,-338000000.0,2299000000.0,,1446000000.0,812000000.0,,4387000000.0,4793000000.0,338000000.0,6829000000.0,7498000000.0,331000000.0,7160000000.0,488200000.0,489500000.0,493900000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,Q3TTM,2009-10-01,2010-09-30,,770000000.0,0.75,0.75,0.74,-597000000.0,-53000000.0,425000000.0,486000000.0,486000000.0,,343000000.0,143000000.0,-425000000.0,2985000000.0,,2546000000.0,1064000000.0,,5910000000.0,6382000000.0,425000000.0,9101000000.0,9959000000.0,433000000.0,9534000000.0,488200000.0,489500000.0,493900000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,Q2YTD,2010-01-01,2010-06-30,,363000000.0,0.45,0.45,0.44,,-98000000.0,224000000.0,289000000.0,289000000.0,,220000000.0,69000000.0,-224000000.0,1379000000.0,,974000000.0,512000000.0,,2940000000.0,3079000000.0,224000000.0,4416000000.0,4831000000.0,191000000.0,4607000000.0,466700000.0,489100000.0,494200000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,Q2TTM,2009-07-01,2010-06-30,,686000000.0,0.62,0.62,0.61,-597000000.0,-123000000.0,407000000.0,409000000.0,409000000.0,,279000000.0,130000000.0,-407000000.0,2702000000.0,,2558000000.0,1026000000.0,,5955000000.0,6343000000.0,407000000.0,8990000000.0,9683000000.0,286000000.0,9276000000.0,466700000.0,489100000.0,494200000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,Q2,2010-04-01,2010-06-30,2011-08-02 16:14:42+00:00,179000000.0,0.09,0.09,0.08,,-5000000.0,109000000.0,77000000.0,77000000.0,,42000000.0,35000000.0,-109000000.0,684000000.0,,499000000.0,256000000.0,,1470000000.0,1551000000.0,109000000.0,2229000000.0,2410000000.0,72000000.0,2301000000.0,466700000.0,489100000.0,494200000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,Q1TTM,2009-04-01,2010-03-31,,719000000.0,0.42,0.42,0.42,-597000000.0,-122000000.0,412000000.0,282000000.0,282000000.0,,187000000.0,95000000.0,-412000000.0,2746000000.0,,2515000000.0,1023000000.0,,5987000000.0,6547000000.0,412000000.0,9184000000.0,9756000000.0,160000000.0,9344000000.0,494400000.0,488800000.0,493500000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,Q1,2010-01-01,2010-03-31,2011-05-04 16:56:59+00:00,184000000.0,0.36,0.36,0.36,,-93000000.0,115000000.0,212000000.0,212000000.0,,178000000.0,34000000.0,-115000000.0,695000000.0,,475000000.0,256000000.0,,1470000000.0,1528000000.0,115000000.0,2187000000.0,2421000000.0,119000000.0,2306000000.0,494400000.0,488800000.0,493500000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q4,2011-10-01,2011-12-31,,128000000.0,0.27,0.27,0.27,29000000.0,-19000000.0,121000000.0,164000000.0,128000000.0,36000000.0,131000000.0,33000000.0,-121000000.0,857000000.0,,205000000.0,-13000000.0,,1335000000.0,1587000000.0,121000000.0,1949000000.0,2179000000.0,109000000.0,2058000000.0,475000000.0,490600000.0,493500000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,FY,2011-01-01,2011-12-31,2014-03-03 07:14:39+00:00,593000000.0,0.08,0.08,0.08,29000000.0,-11000000.0,506000000.0,177000000.0,141000000.0,36000000.0,38000000.0,139000000.0,-506000000.0,3185000000.0,,1930000000.0,1050000000.0,,5688000000.0,6735000000.0,506000000.0,9287000000.0,9923000000.0,130000000.0,9417000000.0,475000000.0,490600000.0,493500000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q3YTD,2011-01-01,2011-09-30,,465000000.0,-0.19,-0.19,-0.19,,8000000.0,385000000.0,13000000.0,13000000.0,,-93000000.0,106000000.0,-385000000.0,2328000000.0,,1725000000.0,1063000000.0,,4353000000.0,5148000000.0,385000000.0,7338000000.0,7744000000.0,21000000.0,7359000000.0,533300000.0,490800000.0,490800000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q3TTM,2010-10-01,2011-09-30,,501000000.0,-0.7,-0.7,-0.69,,-160000000.0,504000000.0,-203000000.0,-203000000.0,,-344000000.0,141000000.0,-504000000.0,3152000000.0,,2496000000.0,1363000000.0,,5820000000.0,7197000000.0,504000000.0,10194000000.0,10335000000.0,-363000000.0,9831000000.0,533300000.0,490800000.0,490800000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q3,2011-07-01,2011-09-30,2012-11-02 07:00:58+00:00,152000000.0,-0.03,-0.03,-0.03,,-7000000.0,124000000.0,20000000.0,20000000.0,,-16000000.0,36000000.0,-124000000.0,685000000.0,,581000000.0,375000000.0,,1461000000.0,1651000000.0,124000000.0,2384000000.0,2521000000.0,13000000.0,2397000000.0,533300000.0,490800000.0,490800000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q2,2011-04-01,2011-06-30,2012-08-03 08:53:06+00:00,162000000.0,-0.28,-0.28,-0.28,,-5000000.0,134000000.0,-100000000.0,-100000000.0,,-136000000.0,36000000.0,-134000000.0,841000000.0,,581000000.0,359000000.0,,1455000000.0,1883000000.0,134000000.0,2626000000.0,2655000000.0,-105000000.0,2521000000.0,485700000.0,490600000.0,490600000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q2YTD,2011-01-01,2011-06-30,,313000000.0,-0.16,-0.16,-0.16,,15000000.0,261000000.0,-7000000.0,-7000000.0,,-77000000.0,70000000.0,-261000000.0,1643000000.0,,1144000000.0,688000000.0,,2892000000.0,3497000000.0,261000000.0,4954000000.0,5223000000.0,8000000.0,4962000000.0,485700000.0,490600000.0,490600000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q2TTM,2010-07-01,2011-06-30,,576000000.0,-0.5,-0.5,-0.49,,-135000000.0,494000000.0,-101000000.0,-101000000.0,,-245000000.0,144000000.0,-494000000.0,3387000000.0,,2387000000.0,1288000000.0,,5806000000.0,7260000000.0,494000000.0,10223000000.0,10481000000.0,-236000000.0,9987000000.0,485700000.0,490600000.0,490600000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q1TTM,2010-04-01,2011-03-31,,593000000.0,-0.13,-0.13,-0.13,,-135000000.0,469000000.0,76000000.0,76000000.0,,-67000000.0,143000000.0,-469000000.0,3230000000.0,,2305000000.0,1185000000.0,,5821000000.0,6928000000.0,469000000.0,9826000000.0,10236000000.0,-59000000.0,9767000000.0,491700000.0,490100000.0,494400000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 16:23:46+00:00,151000000.0,0.12,0.12,0.12,,20000000.0,127000000.0,93000000.0,93000000.0,,59000000.0,34000000.0,-127000000.0,802000000.0,,563000000.0,329000000.0,,1437000000.0,1614000000.0,127000000.0,2328000000.0,2568000000.0,113000000.0,2441000000.0,491700000.0,490100000.0,494400000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2012.0,Q4,2012-10-01,2012-12-31,,144000000.0,0.34,0.34,0.34,,73000000.0,124000000.0,266000000.0,260000000.0,6000000.0,168000000.0,98000000.0,-124000000.0,854000000.0,,272000000.0,293000000.0,,1320000000.0,1594000000.0,124000000.0,2010000000.0,2467000000.0,333000000.0,2343000000.0,492400000.0,491600000.0,494400000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2012.0,FY,2012-01-01,2012-12-31,2015-03-02 13:36:25+00:00,722000000.0,0.66,0.66,0.66,89000000.0,138000000.0,476000000.0,525000000.0,468000000.0,57000000.0,325000000.0,200000000.0,-476000000.0,3370000000.0,,1594000000.0,1229000000.0,,5041000000.0,6153000000.0,476000000.0,8558000000.0,9640000000.0,606000000.0,9164000000.0,492400000.0,491600000.0,494400000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2012.0,Q3YTD,2012-01-01,2012-09-30,,578000000.0,0.32,0.32,0.32,89000000.0,65000000.0,352000000.0,259000000.0,208000000.0,51000000.0,157000000.0,102000000.0,-352000000.0,2516000000.0,,1322000000.0,936000000.0,,3721000000.0,4559000000.0,352000000.0,6548000000.0,7173000000.0,273000000.0,6821000000.0,500000000.0,491700000.0,493900000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2012.0,Q3TTM,2011-10-01,2012-09-30,,706000000.0,0.59,0.59,0.59,118000000.0,46000000.0,473000000.0,423000000.0,336000000.0,87000000.0,288000000.0,135000000.0,-473000000.0,3373000000.0,,1527000000.0,923000000.0,,5056000000.0,6146000000.0,473000000.0,8497000000.0,9352000000.0,382000000.0,8879000000.0,500000000.0,491700000.0,493900000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2012.0,Q3,2012-07-01,2012-09-30,2013-11-01 07:03:59+00:00,160000000.0,0.07,0.07,0.07,89000000.0,23000000.0,126000000.0,71000000.0,59000000.0,12000000.0,35000000.0,36000000.0,-126000000.0,834000000.0,,443000000.0,309000000.0,,1313000000.0,1556000000.0,126000000.0,2248000000.0,2456000000.0,82000000.0,2330000000.0,500000000.0,491700000.0,493900000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2012.0,Q2YTD,2012-01-01,2012-06-30,,418000000.0,0.25,0.25,0.25,,42000000.0,226000000.0,188000000.0,149000000.0,39000000.0,122000000.0,66000000.0,-226000000.0,1682000000.0,,879000000.0,627000000.0,,2408000000.0,3003000000.0,226000000.0,4300000000.0,4717000000.0,191000000.0,4491000000.0,475000000.0,491500000.0,493900000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2012.0,Q2TTM,2011-07-01,2012-06-30,,698000000.0,0.49,0.49,0.49,29000000.0,16000000.0,471000000.0,372000000.0,297000000.0,75000000.0,237000000.0,135000000.0,-471000000.0,3224000000.0,,1665000000.0,989000000.0,,5204000000.0,6241000000.0,471000000.0,8633000000.0,9417000000.0,313000000.0,8946000000.0,475000000.0,491500000.0,493900000.0
