company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2009.0,Q1,2009-01-01,2009-03-31,2010-04-30 16:04:11+00:00,,329000000.0,,,-98000000.0,750000000.0,,,-2203000000.0,1254000000.0,783000000.0,,,,-2203000000.0,1254000000.0,783000000.0,-264000000.0,-469000000.0,-469000000.0,,173000000.0,773000000.0,,-833000000.0,-2976000000.0,,2087000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,Q4,2010-10-01,2010-12-31,,,-8000000.0,,,48000000.0,893000000.0,,544000000.0,-747000000.0,-127000000.0,360000000.0,,,,-747000000.0,-127000000.0,360000000.0,-466000000.0,-216000000.0,-216000000.0,,-309000000.0,128000000.0,-11000000.0,-3112000000.0,-1408000000.0,,2985000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 07:37:47+00:00,,571000000.0,,,121000000.0,1222000000.0,,1204000000.0,-1512000000.0,-1815000000.0,1336000000.0,,,,-1512000000.0,-1815000000.0,1336000000.0,-1870000000.0,195000000.0,195000000.0,,-652000000.0,1829000000.0,-43000000.0,-13447000000.0,-4502000000.0,,11632000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-07 16:09:40+00:00,,579000000.0,,,73000000.0,329000000.0,,660000000.0,-765000000.0,-1688000000.0,976000000.0,,,,-765000000.0,-1688000000.0,976000000.0,-1404000000.0,411000000.0,411000000.0,,-343000000.0,1701000000.0,-32000000.0,-10335000000.0,-3094000000.0,,8647000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,Q3,2010-07-01,2010-09-30,,,211000000.0,,,80000000.0,255000000.0,,,-522000000.0,-965000000.0,419000000.0,,,,-522000000.0,-965000000.0,419000000.0,-988000000.0,122000000.0,122000000.0,,-169000000.0,527000000.0,-11000000.0,-3381000000.0,-1038000000.0,,2416000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,Q2TTM,2009-07-01,2010-06-30,,-51000000.0,669000000.0,,,142000000.0,106000000.0,622000000.0,958000000.0,-1511000000.0,-538000000.0,1119000000.0,,,,-1511000000.0,-538000000.0,1119000000.0,-788000000.0,409000000.0,409000000.0,,-65000000.0,2944000000.0,-31000000.0,-13836000000.0,-6004000000.0,,13349000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,Q2,2010-04-01,2010-06-30,,,160000000.0,,,-2000000.0,231000000.0,,660000000.0,244000000.0,451000000.0,427000000.0,,,,244000000.0,451000000.0,427000000.0,1120000000.0,77000000.0,77000000.0,,-41000000.0,684000000.0,-11000000.0,-3326000000.0,-1089000000.0,,3777000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-02 16:14:42+00:00,,368000000.0,,,-7000000.0,74000000.0,,660000000.0,-243000000.0,-723000000.0,557000000.0,,,,-243000000.0,-723000000.0,557000000.0,-416000000.0,289000000.0,289000000.0,,-174000000.0,1174000000.0,-21000000.0,-6954000000.0,-2056000000.0,,6231000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,Q1TTM,2009-04-01,2010-03-31,,-51000000.0,745000000.0,,,325000000.0,412000000.0,622000000.0,298000000.0,-3593000000.0,-1608000000.0,1278000000.0,,,,-3593000000.0,-1608000000.0,1278000000.0,-3598000000.0,282000000.0,282000000.0,,-161000000.0,2758000000.0,-20000000.0,-12978000000.0,-7251000000.0,,11421000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2010.0,Q1,2010-01-01,2010-03-31,2011-05-04 16:56:59+00:00,,208000000.0,,,-5000000.0,-157000000.0,,,-487000000.0,-1174000000.0,130000000.0,,,,-487000000.0,-1174000000.0,130000000.0,-1536000000.0,212000000.0,212000000.0,,-133000000.0,490000000.0,-10000000.0,-3628000000.0,-967000000.0,,2454000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q4,2011-10-01,2011-12-31,,,122000000.0,,211000000.0,26000000.0,1180000000.0,,,-70000000.0,-146000000.0,1023000000.0,-64000000.0,1000000.0,70000000.0,-134000000.0,-145000000.0,1093000000.0,840000000.0,164000000.0,128000000.0,-36000000.0,-407000000.0,653000000.0,-32000000.0,-4651000000.0,-691000000.0,,4294000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,FY,2011-01-01,2011-12-31,2014-03-03 07:14:39+00:00,,516000000.0,,211000000.0,-69000000.0,3219000000.0,,545000000.0,-1577000000.0,-60000000.0,3055000000.0,-64000000.0,1000000.0,70000000.0,-1641000000.0,-59000000.0,3125000000.0,1356000000.0,177000000.0,141000000.0,-36000000.0,-821000000.0,2619000000.0,-67000000.0,-12796000000.0,-4674000000.0,,12525000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q3TTM,2010-10-01,2011-09-30,,,386000000.0,,,-47000000.0,2932000000.0,,1089000000.0,-2254000000.0,-41000000.0,2392000000.0,,,,-2254000000.0,-41000000.0,2392000000.0,50000000.0,-203000000.0,-203000000.0,,-723000000.0,2094000000.0,-46000000.0,-11257000000.0,-5391000000.0,,11216000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q3,2011-07-01,2011-09-30,,,134000000.0,,,-127000000.0,1113000000.0,,,-338000000.0,92000000.0,1190000000.0,,,,-338000000.0,92000000.0,1190000000.0,817000000.0,20000000.0,20000000.0,,-77000000.0,679000000.0,-11000000.0,-2717000000.0,-1006000000.0,,2809000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-02 07:00:58+00:00,,394000000.0,,,-95000000.0,2039000000.0,,545000000.0,-1507000000.0,86000000.0,2032000000.0,,,,-1507000000.0,86000000.0,2032000000.0,516000000.0,13000000.0,13000000.0,,-414000000.0,1966000000.0,-35000000.0,-8145000000.0,-3983000000.0,,8231000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-03 08:53:06+00:00,,260000000.0,,0.0,32000000.0,926000000.0,,545000000.0,-1169000000.0,-6000000.0,842000000.0,,,,-1169000000.0,-6000000.0,842000000.0,-301000000.0,-7000000.0,-7000000.0,,-337000000.0,1287000000.0,-24000000.0,-5428000000.0,-2977000000.0,,5422000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q2TTM,2010-07-01,2011-06-30,,,463000000.0,,,160000000.0,2074000000.0,,1089000000.0,-2438000000.0,-1098000000.0,1621000000.0,,,,-2438000000.0,-1098000000.0,1621000000.0,-1755000000.0,-101000000.0,-101000000.0,,-815000000.0,1942000000.0,-46000000.0,-11921000000.0,-5423000000.0,,10823000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q2,2011-04-01,2011-06-30,,,127000000.0,,,33000000.0,645000000.0,,148000000.0,-948000000.0,-502000000.0,506000000.0,,,,-948000000.0,-502000000.0,506000000.0,-911000000.0,-100000000.0,-100000000.0,,-166000000.0,760000000.0,-12000000.0,-3118000000.0,-1844000000.0,,2616000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q1TTM,2010-04-01,2011-03-31,,,496000000.0,,,125000000.0,1660000000.0,,1601000000.0,-1246000000.0,-145000000.0,1542000000.0,,,,-1246000000.0,-145000000.0,1542000000.0,276000000.0,76000000.0,76000000.0,,-690000000.0,1866000000.0,-45000000.0,-12129000000.0,-4668000000.0,,11984000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 16:23:46+00:00,,133000000.0,,,-1000000.0,281000000.0,,397000000.0,-221000000.0,496000000.0,336000000.0,,,,-221000000.0,496000000.0,336000000.0,610000000.0,93000000.0,93000000.0,,-171000000.0,527000000.0,-12000000.0,-2310000000.0,-1133000000.0,,2806000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2012.0,Q3TTM,2011-10-01,2012-09-30,,,641000000.0,,288000000.0,45000000.0,1310000000.0,,361000000.0,-698000000.0,-635000000.0,1398000000.0,-99000000.0,-40000000.0,122000000.0,-797000000.0,-675000000.0,1520000000.0,93000000.0,423000000.0,438000000.0,15000000.0,-991000000.0,2833000000.0,-68000000.0,-13930000000.0,-3824000000.0,,13007000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2012.0,Q3,2012-07-01,2012-09-30,,,150000000.0,,,22000000.0,138000000.0,,,71000000.0,-424000000.0,197000000.0,-9000000.0,,10000000.0,62000000.0,-424000000.0,207000000.0,-133000000.0,71000000.0,161000000.0,90000000.0,-252000000.0,892000000.0,-12000000.0,-3439000000.0,-809000000.0,,3015000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2012.0,Q2TTM,2011-07-01,2012-06-30,,,625000000.0,,288000000.0,-104000000.0,2285000000.0,,361000000.0,-1107000000.0,-119000000.0,2391000000.0,-90000000.0,-40000000.0,112000000.0,-1197000000.0,-159000000.0,2503000000.0,1043000000.0,372000000.0,297000000.0,-75000000.0,-816000000.0,2620000000.0,-67000000.0,-13208000000.0,-4021000000.0,,12801000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2012.0,Q2,2012-04-01,2012-06-30,,,117000000.0,,77000000.0,-19000000.0,378000000.0,,,-511000000.0,-207000000.0,439000000.0,-25000000.0,-23000000.0,33000000.0,-536000000.0,-230000000.0,472000000.0,-313000000.0,109000000.0,82000000.0,-27000000.0,-138000000.0,643000000.0,-12000000.0,-2704000000.0,-1142000000.0,,2420000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-01 07:02:20+00:00,,369000000.0,,77000000.0,-3000000.0,-8000000.0,,361000000.0,-699000000.0,-65000000.0,178000000.0,-26000000.0,-41000000.0,42000000.0,-725000000.0,-106000000.0,220000000.0,-614000000.0,188000000.0,149000000.0,-39000000.0,-332000000.0,1288000000.0,-24000000.0,-5840000000.0,-2324000000.0,,5698000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2012.0,Q1TTM,2011-04-01,2012-03-31,,,635000000.0,,211000000.0,-52000000.0,2552000000.0,,509000000.0,-1544000000.0,-414000000.0,2458000000.0,-65000000.0,-17000000.0,79000000.0,-1609000000.0,-431000000.0,2537000000.0,445000000.0,163000000.0,115000000.0,-48000000.0,-844000000.0,2737000000.0,-67000000.0,-13622000000.0,-4723000000.0,,12997000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2012.0,Q1,2012-01-01,2012-03-31,2013-05-02 16:51:04+00:00,,252000000.0,,,16000000.0,-386000000.0,,361000000.0,-188000000.0,142000000.0,-261000000.0,-1000000.0,-18000000.0,9000000.0,-189000000.0,124000000.0,-252000000.0,-301000000.0,79000000.0,67000000.0,-12000000.0,-194000000.0,645000000.0,-12000000.0,-3136000000.0,-1182000000.0,,3278000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2013.0,Q4,2013-10-01,2013-12-31,,,95000000.0,,-5000000.0,-15000000.0,137000000.0,,396000000.0,662000000.0,-293000000.0,306000000.0,,,,662000000.0,-293000000.0,306000000.0,660000000.0,245000000.0,245000000.0,,-171000000.0,1000000000.0,-13000000.0,-3132000000.0,-721000000.0,,2844000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2013.0,FY,2013-01-01,2013-12-31,2015-03-02 13:36:25+00:00,,472000000.0,,365000000.0,-109000000.0,946000000.0,,793000000.0,-146000000.0,-550000000.0,1331000000.0,-3000000.0,-30000000.0,68000000.0,-149000000.0,-580000000.0,1399000000.0,561000000.0,714000000.0,726000000.0,12000000.0,-813000000.0,2883000000.0,-52000000.0,-11678000000.0,-3770000000.0,,10763000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2013.0,Q3,2013-07-01,2013-09-30,,,158000000.0,,345000000.0,24000000.0,160000000.0,,397000000.0,454000000.0,-975000000.0,382000000.0,-3000000.0,-30000000.0,65000000.0,451000000.0,-1005000000.0,447000000.0,-83000000.0,148000000.0,146000000.0,-2000000.0,-82000000.0,1001000000.0,-13000000.0,-3556000000.0,-931000000.0,,2236000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-10 07:07:58+00:00,,377000000.0,,370000000.0,-94000000.0,809000000.0,,397000000.0,-808000000.0,-257000000.0,1025000000.0,-3000000.0,-30000000.0,68000000.0,-811000000.0,-287000000.0,1093000000.0,-99000000.0,469000000.0,481000000.0,12000000.0,-642000000.0,1883000000.0,-39000000.0,-8546000000.0,-3049000000.0,,7919000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-30 17:03:03+00:00,,219000000.0,,25000000.0,-118000000.0,649000000.0,,0.0,-1262000000.0,718000000.0,643000000.0,0.0,0.0,3000000.0,-1262000000.0,718000000.0,646000000.0,-16000000.0,321000000.0,335000000.0,14000000.0,-560000000.0,882000000.0,-26000000.0,-4990000000.0,-2118000000.0,,5683000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2013.0,Q2,2013-04-01,2013-06-30,,,102000000.0,,25000000.0,-70000000.0,554000000.0,,,-963000000.0,265000000.0,584000000.0,,,2000000.0,-963000000.0,265000000.0,586000000.0,-182000000.0,180000000.0,174000000.0,-6000000.0,-246000000.0,469000000.0,-13000000.0,-2692000000.0,-1419000000.0,,2932000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2013.0,Q1,2013-01-01,2013-03-31,2014-04-30 17:09:48+00:00,,117000000.0,,,-48000000.0,95000000.0,,,-299000000.0,453000000.0,59000000.0,0.0,0.0,1000000.0,-299000000.0,453000000.0,60000000.0,166000000.0,141000000.0,161000000.0,20000000.0,-314000000.0,413000000.0,-13000000.0,-2298000000.0,-699000000.0,,2751000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2014.0,Q3TTM,2013-10-01,2014-09-30,,,323000000.0,,-5000000.0,-38000000.0,1596000000.0,,540000000.0,836000000.0,-2248000000.0,1448000000.0,-25000000.0,-48000000.0,-2000000.0,811000000.0,-2296000000.0,1446000000.0,-77000000.0,-95000000.0,-76000000.0,19000000.0,-395000000.0,3699000000.0,-59000000.0,-11043000000.0,-3344000000.0,,8800000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2014.0,Q3,2014-07-01,2014-09-30,,,92000000.0,,,-77000000.0,1117000000.0,,,-69000000.0,-1025000000.0,566000000.0,-12000000.0,-40000000.0,-4000000.0,-81000000.0,-1065000000.0,562000000.0,-661000000.0,-787000000.0,-781000000.0,6000000.0,138000000.0,651000000.0,-19000000.0,-2849000000.0,-701000000.0,,1824000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-30 16:34:22+00:00,,228000000.0,,,-23000000.0,1459000000.0,,144000000.0,174000000.0,-1955000000.0,1142000000.0,-25000000.0,-48000000.0,-2000000.0,149000000.0,-2003000000.0,1140000000.0,-737000000.0,-340000000.0,-321000000.0,19000000.0,-224000000.0,2699000000.0,-46000000.0,-7911000000.0,-2623000000.0,,5956000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2014.0,Q2,2014-04-01,2014-06-30,,,30000000.0,,,34000000.0,461000000.0,,144000000.0,-26000000.0,-726000000.0,515000000.0,-13000000.0,-8000000.0,2000000.0,-39000000.0,-734000000.0,517000000.0,-222000000.0,228000000.0,241000000.0,13000000.0,-217000000.0,1246000000.0,-14000000.0,-2758000000.0,-1402000000.0,,2032000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2014.0,Q1,2014-01-01,2014-03-31,2015-04-29 16:12:51+00:00,,106000000.0,,,20000000.0,-119000000.0,,,269000000.0,-204000000.0,61000000.0,,,,269000000.0,-204000000.0,61000000.0,146000000.0,219000000.0,219000000.0,,-145000000.0,802000000.0,-13000000.0,-2304000000.0,-520000000.0,,2100000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2014.0,Q1TTM,2013-04-01,2014-03-31,,,461000000.0,,365000000.0,-41000000.0,732000000.0,,793000000.0,422000000.0,-1207000000.0,1333000000.0,-3000000.0,-30000000.0,67000000.0,419000000.0,-1237000000.0,1400000000.0,541000000.0,792000000.0,784000000.0,-8000000.0,-644000000.0,3272000000.0,-52000000.0,-11684000000.0,-3591000000.0,,10112000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-08 16:22:55+00:00,,-80000000.0,759000000.0,0.0,-86000000.0,945000000.0,,150000000.0,14000000.0,-2141000000.0,1155000000.0,-33000000.0,-22000000.0,3000000.0,-19000000.0,-2163000000.0,1158000000.0,-1110000000.0,-173000000.0,161000000.0,334000000.0,-630000000.0,1877000000.0,-145000000.0,-7553000000.0,-1868000000.0,,5412000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2015.0,Q1,2015-01-01,2015-03-31,2016-04-29 16:21:15+00:00,,74000000.0,,,-53000000.0,543000000.0,,,62000000.0,-420000000.0,664000000.0,-27000000.0,54000000.0,-38000000.0,35000000.0,-366000000.0,624000000.0,240000000.0,204000000.0,205000000.0,1000000.0,-158000000.0,667000000.0,-54000000.0,-2138000000.0,-551000000.0,,1718000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-08-09 16:10:57+00:00,,-67000000.0,211000000.0,39000000.0,30000000.0,955000000.0,,,-2348000000.0,-1284000000.0,1066000000.0,,,,-2348000000.0,-1284000000.0,1066000000.0,-2536000000.0,328000000.0,368000000.0,40000000.0,-401000000.0,749000000.0,-64000000.0,-6159000000.0,-3033000000.0,,4836000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2017.0,FY,2017-01-01,2017-12-31,2020-02-27 07:24:40+00:00,,-156000000.0,392000000.0,0.0,64000000.0,1956000000.0,,0.0,-1699000000.0,-682000000.0,2206000000.0,-69000000.0,-77000000.0,348000000.0,-1768000000.0,-759000000.0,2554000000.0,91000000.0,927000000.0,533000000.0,-394000000.0,-519000000.0,785000000.0,-53000000.0,-9289000000.0,-2431000000.0,,8607000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-08-01 16:20:48+00:00,,-76000000.0,233000000.0,,39000000.0,549000000.0,,0.0,-755000000.0,-523000000.0,1308000000.0,,,,-755000000.0,-523000000.0,1308000000.0,69000000.0,487000000.0,487000000.0,,115000000.0,400000000.0,-52000000.0,-5807000000.0,-1103000000.0,,5284000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2017.0,Q2,2017-04-01,2017-06-30,,,-43000000.0,139000000.0,,14000000.0,57000000.0,,,-451000000.0,-381000000.0,653000000.0,,,,-451000000.0,-381000000.0,653000000.0,-165000000.0,271000000.0,271000000.0,,229000000.0,191000000.0,-13000000.0,-2260000000.0,-629000000.0,,1879000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2017.0,Q1,2017-01-01,2017-03-31,2018-05-02 16:29:47+00:00,,-33000000.0,94000000.0,,25000000.0,492000000.0,,0.0,-304000000.0,-142000000.0,655000000.0,,,,-304000000.0,-142000000.0,655000000.0,234000000.0,216000000.0,216000000.0,,-114000000.0,209000000.0,-39000000.0,-3547000000.0,-474000000.0,,3405000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2018.0,FY,2018-01-01,2018-12-31,2020-02-27 07:24:40+00:00,,-130000000.0,348000000.0,0.0,-88000000.0,1953000000.0,,441000000.0,-1512000000.0,-591000000.0,1353000000.0,-109000000.0,-31000000.0,280000000.0,-1621000000.0,-622000000.0,1633000000.0,-698000000.0,297000000.0,67000000.0,-230000000.0,-885000000.0,1082000000.0,-40000000.0,-10433000000.0,-2995000000.0,,9842000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2018.0,Q4,2018-10-01,2018-12-31,,,-31000000.0,81000000.0,,-26000000.0,970000000.0,,,-240000000.0,-698000000.0,586000000.0,-31000000.0,7000000.0,74000000.0,-271000000.0,-691000000.0,660000000.0,-328000000.0,-327000000.0,-273000000.0,54000000.0,-161000000.0,330000000.0,1000000.0,-4178000000.0,-571000000.0,,3480000000.0
Genworth Financial Inc,GNW,PXDECZED7L8SRUP41R09,1276520,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-10-30 17:00:26+00:00,,-99000000.0,267000000.0,,-62000000.0,983000000.0,,441000000.0,-1272000000.0,107000000.0,767000000.0,-78000000.0,-38000000.0,206000000.0,-1350000000.0,69000000.0,973000000.0,-370000000.0,624000000.0,340000000.0,-284000000.0,-724000000.0,752000000.0,-41000000.0,-6255000000.0,-2424000000.0,,6362000000.0
