company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2010.0,FY,,2010-04-03,2011-05-26 16:27:16+00:00,149800000.0,381900000.0,559700000.0,154000000.0,563100000.0,,1243800000.0,104300000.0,37800000.0,986600000.0,363200000.0,282100000.0,75500000.0,504000000.0,697200000.0,,101900000.0,126000000.0,,148700000.0,376900000.0,138400000.0,2915300000.0,,584100000.0,4648900000.0,3115400000.0,2275800000.0,747300000.0,3116600000.0,3116600000.0,1532300000.0,4648900000.0,1675900000.0,785000000.0,-1197700000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2011.0,FY,,2011-04-02,2012-05-24 16:16:49+00:00,141300000.0,442800000.0,,215800000.0,453000000.0,0.0,1444700000.0,149900000.0,8900000.0,1016300000.0,387700000.0,291900000.0,83600000.0,702100000.0,788800000.0,,76700000.0,156400000.0,681800000.0,150000000.0,396100000.0,136300000.0,3435300000.0,,593900000.0,4981100000.0,3303500000.0,2478000000.0,832000000.0,3304700000.0,3304700000.0,1676400000.0,4981100000.0,1714300000.0,844400000.0,-1792300000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2011.0,Q3,,2011-01-01,2011-02-09 16:47:22+00:00,176500000.0,338100000.0,576100000.0,182000000.0,643400000.0,,1394200000.0,82300000.0,39900000.0,996700000.0,392000000.0,275100000.0,65500000.0,697700000.0,756400000.0,,137500000.0,144700000.0,,147400000.0,383300000.0,152200000.0,3381000000.0,,599400000.0,5008600000.0,3411800000.0,2513100000.0,792500000.0,3413000000.0,3413000000.0,1595600000.0,5008600000.0,1739100000.0,803100000.0,-1545400000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2011.0,Q2,,2010-10-02,2010-11-10 16:15:30+00:00,256400000.0,523300000.0,568400000.0,191500000.0,435900000.0,,1303000000.0,98700000.0,59700000.0,999700000.0,372000000.0,285200000.0,61100000.0,732500000.0,716400000.0,,139000000.0,151300000.0,,142800000.0,381500000.0,153200000.0,3222200000.0,,500400000.0,4875000000.0,3171300000.0,2444000000.0,884500000.0,3172500000.0,3172500000.0,1702500000.0,4875000000.0,1714600000.0,818000000.0,-1545400000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2011.0,Q1,,2010-07-03,2010-08-10 16:49:25+00:00,220600000.0,270100000.0,473900000.0,116500000.0,345800000.0,,1266300000.0,101700000.0,69500000.0,970500000.0,355400000.0,261700000.0,71900000.0,629600000.0,675200000.0,,129600000.0,141700000.0,,135400000.0,365800000.0,168900000.0,3026500000.0,,644900000.0,4499000000.0,2964600000.0,2161000000.0,764000000.0,2965800000.0,2965800000.0,1533200000.0,4499000000.0,1662800000.0,769200000.0,-1444700000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2012.0,FY,,2012-03-31,2013-05-23 16:18:28+00:00,180600000.0,547200000.0,,196600000.0,671600000.0,0.0,1624000000.0,142800000.0,71900000.0,1004000000.0,359000000.0,274400000.0,99900000.0,841600000.0,884100000.0,,39800000.0,168000000.0,693700000.0,129700000.0,375300000.0,181000000.0,4042400000.0,0.0,515700000.0,5416400000.0,3651300000.0,2899900000.0,946200000.0,3652500000.0,3652500000.0,1763900000.0,5416400000.0,1632400000.0,817700000.0,-2211700000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2012.0,Q3,,2011-12-31,2012-02-08 17:22:42+00:00,169700000.0,440200000.0,,206700000.0,815800000.0,0.0,1567000000.0,111700000.0,142800000.0,1013400000.0,370200000.0,265600000.0,72500000.0,894700000.0,826500000.0,,72200000.0,162800000.0,666700000.0,145200000.0,389200000.0,177800000.0,3966500000.0,,386300000.0,5326500000.0,3528500000.0,2826500000.0,979200000.0,3529700000.0,3529700000.0,1796800000.0,5326500000.0,1673500000.0,817600000.0,-2211700000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2012.0,Q2,,2011-10-01,2011-11-09 16:14:15+00:00,190000000.0,633500000.0,,247400000.0,407700000.0,0.0,1529400000.0,109500000.0,123100000.0,1024500000.0,378600000.0,273700000.0,93800000.0,988400000.0,833500000.0,,75500000.0,160200000.0,709300000.0,148600000.0,388200000.0,156900000.0,3816000000.0,100000000.0,477900000.0,5328400000.0,3382700000.0,2773900000.0,1122400000.0,3383900000.0,3383900000.0,1944500000.0,5328400000.0,1721000000.0,822100000.0,-2210100000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2012.0,Q1,,2011-07-02,2011-08-11 16:54:56+00:00,196800000.0,388100000.0,652900000.0,240000000.0,431500000.0,,1476400000.0,124200000.0,51000000.0,1023100000.0,381200000.0,296700000.0,29600000.0,896300000.0,785100000.0,,83700000.0,160800000.0,,141800000.0,392600000.0,155600000.0,3600900000.0,7700000.0,520000000.0,4960200000.0,3200500000.0,2515700000.0,908400000.0,3201700000.0,3201700000.0,1758500000.0,4960200000.0,1659400000.0,850100000.0,-2116800000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2013.0,FY,,2013-03-30,2014-05-15 16:58:03+00:00,147000000.0,458000000.0,,94000000.0,974000000.0,0.0,1752000000.0,149000000.0,43000000.0,968000000.0,328000000.0,0.0,81000000.0,896000000.0,932000000.0,,22000000.0,150000000.0,664000000.0,124000000.0,362000000.0,161000000.0,4647000000.0,267000000.0,325000000.0,5418000000.0,3784000000.0,2963000000.0,1121000000.0,3785000000.0,3785000000.0,1633000000.0,5418000000.0,1523000000.0,512000000.0,-2709000000.0
