company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2011.0,Q2TTM,2009-09-27,2010-10-02,,23500000.0,5.68,5.68,0.4,5.52,4900000.0,257200000.0,551200000.0,551200000.0,551200000.0,2153200000.0,5266400000.0,13300000.0,,200000.0,2258700000.0,2153200000.0,3113200000.0,18900000.0,-11900000.0,2287300000.0,825900000.0,-17500000.0,808400000.0,5266400000.0,95400000.0,95500000.0,98000000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2011.0,Q2,2010-07-04,2010-10-02,2011-11-09 16:14:15+00:00,6200000.0,2.15,2.15,0.1,2.09,,100800000.0,205200000.0,205200000.0,205200000.0,644200000.0,1532100000.0,2200000.0,,,574300000.0,644200000.0,887900000.0,4400000.0,800000.0,580500000.0,307400000.0,-1400000.0,306000000.0,1532100000.0,95400000.0,95500000.0,98000000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2011.0,Q1TTM,2009-06-28,2010-07-03,,22500000.0,5.32,5.32,0.35,5.18,6600000.0,221200000.0,523500000.0,523500000.0,523500000.0,2098400000.0,5108500000.0,8500000.0,,6500000.0,2210100000.0,2098400000.0,3010100000.0,20100000.0,-8100000.0,2245700000.0,764400000.0,-19700000.0,744700000.0,5108500000.0,97400000.0,97200000.0,99900000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2011.0,Q1,2010-04-04,2010-07-03,2011-08-11 16:54:56+00:00,6000000.0,1.24,1.24,0.1,1.21,,48700000.0,120800000.0,120800000.0,120800000.0,441100000.0,1153300000.0,-800000.0,,,532000000.0,441100000.0,712200000.0,4500000.0,600000.0,538000000.0,174200000.0,-4700000.0,169500000.0,1153300000.0,97400000.0,97200000.0,99900000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2012.0,Q4,2012-01-01,2012-03-31,,7200000.0,1.03,1.03,0.2,0.99,,36500000.0,94400000.0,94400000.0,94400000.0,697100000.0,1623400000.0,3900000.0,,10400000.0,772700000.0,697100000.0,926300000.0,5200000.0,-3800000.0,790300000.0,136000000.0,-5100000.0,130900000.0,1623400000.0,92700000.0,92700000.0,95500000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2012.0,FY,2011-04-03,2012-03-31,2014-05-15 16:58:03+00:00,29000000.0,7.35,7.35,0.8,7.13,2000000.0,334000000.0,681000000.0,681000000.0,681000000.0,2862000000.0,6860000000.0,9000000.0,0.0,12000000.0,2916000000.0,2862000000.0,3998000000.0,24000000.0,-9000000.0,2959000000.0,1039000000.0,-24000000.0,1015000000.0,6860000000.0,92700000.0,92700000.0,95500000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2012.0,Q3YTD,2011-04-03,2011-12-31,,21800000.0,6.32,6.32,0.6,6.14,2000000.0,297500000.0,586600000.0,586600000.0,586600000.0,2164900000.0,5236600000.0,5100000.0,,1600000.0,2143300000.0,2164900000.0,3071700000.0,18800000.0,-5200000.0,2168700000.0,903000000.0,-18900000.0,884100000.0,5236600000.0,92300000.0,92200000.0,94900000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2012.0,Q3TTM,2011-01-02,2011-12-31,,28700000.0,7.08,7.08,0.8,6.87,4500000.0,335800000.0,659800000.0,659800000.0,659800000.0,2781500000.0,6663500000.0,10800000.0,,4200000.0,2824400000.0,2781500000.0,3882000000.0,23900000.0,-11500000.0,2861800000.0,1020200000.0,-24600000.0,995600000.0,6663500000.0,92300000.0,92200000.0,94900000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2012.0,Q3,2011-10-02,2011-12-31,2013-02-06 17:08:22+00:00,7200000.0,1.83,1.83,0.2,1.78,2000000.0,93100000.0,169000000.0,169000000.0,169000000.0,774000000.0,1805600000.0,500000.0,,1600000.0,750700000.0,774000000.0,1031600000.0,6300000.0,-2200000.0,761500000.0,270100000.0,-8000000.0,262100000.0,1805600000.0,92300000.0,92200000.0,94900000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2012.0,Q2YTD,2011-04-03,2011-10-01,,14600000.0,4.49,4.49,0.4,4.36,,204400000.0,417600000.0,417600000.0,417600000.0,1390900000.0,3431000000.0,4600000.0,,,1392600000.0,1390900000.0,2040100000.0,12500000.0,-3000000.0,1407200000.0,632900000.0,-10900000.0,622000000.0,3431000000.0,92300000.0,92200000.0,94900000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2012.0,Q2TTM,2010-10-03,2011-10-01,,27800000.0,7.01,7.01,0.7,6.81,2500000.0,312700000.0,659200000.0,659200000.0,659200000.0,2647600000.0,6405900000.0,9500000.0,,2600000.0,2729000000.0,2647600000.0,3758300000.0,21900000.0,-12100000.0,2761900000.0,996400000.0,-24500000.0,971900000.0,6405900000.0,92300000.0,92200000.0,94900000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2012.0,Q2,2011-07-03,2011-10-01,2012-11-02 16:09:19+00:00,7500000.0,2.53,2.53,0.2,2.46,,114000000.0,233500000.0,233500000.0,233500000.0,826000000.0,1904600000.0,4200000.0,,,720300000.0,826000000.0,1078600000.0,6400000.0,-1100000.0,727800000.0,350800000.0,-3300000.0,347500000.0,1904600000.0,92300000.0,92200000.0,94900000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2012.0,Q1TTM,2010-07-04,2011-07-02,,26500000.0,6.63,6.63,0.6,6.44,2500000.0,299500000.0,630900000.0,630900000.0,630900000.0,2465800000.0,6033400000.0,7500000.0,,2600000.0,2583000000.0,2465800000.0,3567600000.0,19900000.0,-10200000.0,2614600000.0,953000000.0,-22600000.0,930400000.0,6033400000.0,93900000.0,93900000.0,96800000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2012.0,Q1,2011-04-03,2011-07-02,2012-08-09 16:18:37+00:00,7100000.0,1.96,1.96,0.2,1.9,,90400000.0,184100000.0,184100000.0,184100000.0,564900000.0,1526400000.0,400000.0,,,672300000.0,564900000.0,961500000.0,6100000.0,-1900000.0,679400000.0,282100000.0,-7600000.0,274500000.0,1526400000.0,93900000.0,93900000.0,96800000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2013.0,Q4,2012-12-30,2013-03-30,,7000000.0,1.4,1.4,0.4,1.37,8000000.0,41000000.0,127000000.0,127000000.0,127000000.0,669000000.0,1644000000.0,-3000000.0,,9000000.0,769000000.0,669000000.0,975000000.0,6000000.0,-5000000.0,793000000.0,182000000.0,-14000000.0,168000000.0,1644000000.0,91400000.0,91300000.0,93700000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2013.0,FY,2012-04-01,2013-03-30,2015-05-15 16:14:51+00:00,27000000.0,8.21,8.21,1.6,8.0,19000000.0,339000000.0,750000000.0,750000000.0,750000000.0,2789000000.0,6945000000.0,-6000000.0,0.0,12000000.0,2971000000.0,2789000000.0,4156000000.0,22000000.0,-10000000.0,3029000000.0,1127000000.0,-38000000.0,1089000000.0,6945000000.0,91400000.0,91300000.0,93700000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2013.0,Q3YTD,2012-04-01,2012-12-29,,20000000.0,6.81,6.81,1.2,6.63,11000000.0,298000000.0,623000000.0,623000000.0,623000000.0,2120000000.0,5301000000.0,-3000000.0,,3000000.0,2202000000.0,2120000000.0,3181000000.0,16000000.0,-5000000.0,2236000000.0,945000000.0,-24000000.0,921000000.0,5301000000.0,91100000.0,91100000.0,93300000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2013.0,Q3TTM,2012-01-01,2012-12-29,,27200000.0,7.84,7.84,1.4,7.62,11000000.0,334500000.0,717400000.0,717400000.0,717400000.0,2817100000.0,6924400000.0,900000.0,,13400000.0,2974700000.0,2817100000.0,4107300000.0,21200000.0,-8800000.0,3026300000.0,1081000000.0,-29100000.0,1051900000.0,6924400000.0,91100000.0,91100000.0,93300000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2013.0,Q3,2012-09-30,2012-12-29,2014-02-05 16:02:22+00:00,7000000.0,2.37,2.37,0.4,2.31,11000000.0,79000000.0,216000000.0,216000000.0,216000000.0,752000000.0,1846000000.0,-3000000.0,0.0,3000000.0,768000000.0,752000000.0,1094000000.0,5000000.0,-2000000.0,789000000.0,305000000.0,-10000000.0,295000000.0,1846000000.0,91100000.0,91100000.0,93300000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2013.0,Q2YTD,2012-04-01,2012-09-29,,13000000.0,4.44,4.44,0.8,4.32,,219000000.0,407000000.0,407000000.0,407000000.0,1368000000.0,3455000000.0,,,,1434000000.0,1368000000.0,2087000000.0,11000000.0,-3000000.0,1447000000.0,640000000.0,-14000000.0,626000000.0,3455000000.0,91500000.0,91300000.0,93400000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2013.0,Q2TTM,2011-10-02,2012-09-29,,27400000.0,7.3,7.3,1.2,7.09,2000000.0,348600000.0,670400000.0,670400000.0,670400000.0,2839100000.0,6884000000.0,4400000.0,,12000000.0,2957400000.0,2839100000.0,4044900000.0,22500000.0,-9000000.0,2998800000.0,1046100000.0,-27100000.0,1019000000.0,6884000000.0,91500000.0,91300000.0,93400000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2013.0,Q2,2012-07-01,2012-09-29,2013-11-06 16:14:49+00:00,6000000.0,2.34,2.34,0.4,2.29,,128000000.0,214000000.0,214000000.0,214000000.0,767000000.0,1862000000.0,2000000.0,0.0,,741000000.0,767000000.0,1095000000.0,6000000.0,-2000000.0,747000000.0,348000000.0,-6000000.0,342000000.0,1862000000.0,91500000.0,91300000.0,93400000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2013.0,Q1TTM,2011-07-03,2012-06-30,,28900000.0,7.49,7.49,1.0,7.26,2000000.0,334600000.0,689900000.0,689900000.0,689900000.0,2898100000.0,6926600000.0,6600000.0,,12000000.0,2936700000.0,2898100000.0,4028500000.0,22900000.0,-8100000.0,2979600000.0,1048900000.0,-24400000.0,1024500000.0,6926600000.0,91900000.0,92200000.0,95100000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2013.0,Q1,2012-04-01,2012-06-30,2013-08-08 16:16:34+00:00,7000000.0,2.1,2.1,0.4,2.03,,91000000.0,193000000.0,193000000.0,193000000.0,601000000.0,1593000000.0,-2000000.0,0.0,,693000000.0,601000000.0,992000000.0,5000000.0,-1000000.0,700000000.0,292000000.0,-8000000.0,284000000.0,1593000000.0,91900000.0,92200000.0,95100000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2014.0,FY,2013-03-31,2014-03-29,2016-05-19 16:06:04+00:00,35000000.0,8.55,8.55,1.7,8.43,1000000.0,320000000.0,776000000.0,776000000.0,776000000.0,3140000000.0,7450000000.0,-5000000.0,-16000000.0,18000000.0,3142000000.0,3140000000.0,4310000000.0,20000000.0,-9000000.0,3180000000.0,1130000000.0,-34000000.0,1096000000.0,7450000000.0,90800000.0,90700000.0,92000000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2014.0,Q4,2013-12-29,2014-03-29,,7000000.0,1.66,1.66,0.45,1.69,1000000.0,66000000.0,153000000.0,153000000.0,153000000.0,817000000.0,1867000000.0,,,2000000.0,815000000.0,817000000.0,1050000000.0,4000000.0,-2000000.0,825000000.0,225000000.0,-6000000.0,219000000.0,1867000000.0,90800000.0,90700000.0,92000000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2014.0,Q3YTD,2013-03-31,2013-12-28,,28000000.0,6.89,6.89,1.25,6.74,,254000000.0,623000000.0,623000000.0,623000000.0,2323000000.0,5583000000.0,-5000000.0,-16000000.0,16000000.0,2327000000.0,2323000000.0,3260000000.0,16000000.0,-7000000.0,2355000000.0,905000000.0,-28000000.0,877000000.0,5583000000.0,90500000.0,90100000.0,91800000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2014.0,Q3TTM,2012-12-30,2013-12-28,,35000000.0,8.29,8.29,1.65,8.11,8000000.0,295000000.0,750000000.0,750000000.0,750000000.0,2992000000.0,7227000000.0,-8000000.0,-16000000.0,25000000.0,3096000000.0,2992000000.0,4235000000.0,22000000.0,-12000000.0,3148000000.0,1087000000.0,-42000000.0,1045000000.0,7227000000.0,90500000.0,90100000.0,91800000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2014.0,Q3,2013-09-29,2013-12-28,2015-02-04 16:09:24+00:00,9000000.0,2.62,2.62,0.45,2.57,,87000000.0,237000000.0,237000000.0,237000000.0,843000000.0,2015000000.0,-4000000.0,0.0,14000000.0,815000000.0,843000000.0,1172000000.0,4000000.0,-2000000.0,838000000.0,334000000.0,-10000000.0,324000000.0,2015000000.0,90500000.0,90100000.0,91800000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2014.0,Q2YTD,2013-03-31,2013-09-28,,19000000.0,4.27,4.27,0.8,4.17,,167000000.0,386000000.0,386000000.0,386000000.0,1480000000.0,3568000000.0,-1000000.0,-16000000.0,2000000.0,1512000000.0,1480000000.0,2088000000.0,12000000.0,-5000000.0,1517000000.0,571000000.0,-18000000.0,553000000.0,3568000000.0,89900000.0,90400000.0,92200000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2014.0,Q2TTM,2012-09-30,2013-09-28,,33000000.0,8.04,8.04,1.6,7.85,19000000.0,287000000.0,729000000.0,729000000.0,729000000.0,2901000000.0,7058000000.0,-7000000.0,-16000000.0,14000000.0,3049000000.0,2901000000.0,4157000000.0,23000000.0,-12000000.0,3099000000.0,1058000000.0,-42000000.0,1016000000.0,7058000000.0,89900000.0,90400000.0,92200000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2014.0,Q2,2013-06-30,2013-09-28,2014-10-30 16:19:58+00:00,10000000.0,2.28,2.28,0.4,2.23,,83000000.0,205000000.0,205000000.0,205000000.0,831000000.0,1915000000.0,3000000.0,0.0,2000000.0,777000000.0,831000000.0,1084000000.0,7000000.0,-3000000.0,789000000.0,295000000.0,-7000000.0,288000000.0,1915000000.0,89900000.0,90400000.0,92200000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2014.0,Q1TTM,2012-07-01,2013-06-29,,29000000.0,8.1,8.1,1.6,7.91,19000000.0,332000000.0,738000000.0,738000000.0,738000000.0,2837000000.0,7005000000.0,-8000000.0,-16000000.0,12000000.0,3013000000.0,2837000000.0,4168000000.0,22000000.0,-11000000.0,3057000000.0,1111000000.0,-41000000.0,1070000000.0,7005000000.0,91000000.0,90800000.0,93100000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2014.0,Q1,2013-03-31,2013-06-29,2014-08-07 16:04:14+00:00,9000000.0,1.99,1.99,0.4,1.94,,84000000.0,181000000.0,181000000.0,181000000.0,649000000.0,1653000000.0,-4000000.0,-16000000.0,0.0,735000000.0,649000000.0,1004000000.0,5000000.0,-2000000.0,728000000.0,276000000.0,-11000000.0,265000000.0,1653000000.0,91000000.0,90800000.0,93100000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2015.0,FY,2014-03-30,2015-03-28,2017-05-18 16:10:01+00:00,25200000.0,7.96,7.96,1.85,7.88,6900000.0,285200000.0,702200000.0,702200000.0,702200000.0,3242400000.0,7620300000.0,-19800000.0,,10100000.0,3300300000.0,3242400000.0,4377900000.0,16700000.0,-11500000.0,3342500000.0,1035400000.0,-48000000.0,987400000.0,7620300000.0,88200000.0,88200000.0,89100000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2015.0,Q4,2014-12-28,2015-03-28,,6200000.0,1.43,1.43,0.5,1.42,4900000.0,49200000.0,124200000.0,124200000.0,124200000.0,841400000.0,1885300000.0,-9800000.0,,3100000.0,839300000.0,841400000.0,1043900000.0,4700000.0,-2500000.0,853500000.0,190400000.0,-17000000.0,173400000.0,1885300000.0,88200000.0,88200000.0,89100000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2015.0,Q3,2014-09-28,2014-12-27,2016-02-04 16:07:58+00:00,6000000.0,2.44,2.44,0.45,2.41,0.0,86000000.0,215000000.0,215000000.0,215000000.0,874000000.0,2033000000.0,-8000000.0,,1000000.0,837000000.0,874000000.0,1159000000.0,3000000.0,-3000000.0,844000000.0,315000000.0,-14000000.0,301000000.0,2033000000.0,88100000.0,88100000.0,89000000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2015.0,Q3YTD,2014-03-30,2014-12-27,,19000000.0,6.53,6.53,1.35,6.46,2000000.0,236000000.0,578000000.0,578000000.0,578000000.0,2401000000.0,5735000000.0,-10000000.0,,7000000.0,2461000000.0,2401000000.0,3334000000.0,12000000.0,-9000000.0,2489000000.0,845000000.0,-31000000.0,814000000.0,5735000000.0,88100000.0,88100000.0,89000000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2015.0,Q3TTM,2013-12-29,2014-12-27,,26000000.0,8.19,8.19,1.8,8.15,3000000.0,302000000.0,731000000.0,731000000.0,731000000.0,3218000000.0,7602000000.0,-10000000.0,,9000000.0,3276000000.0,3218000000.0,4384000000.0,16000000.0,-11000000.0,3314000000.0,1070000000.0,-37000000.0,1033000000.0,7602000000.0,88100000.0,88100000.0,89000000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2015.0,Q2,2014-06-29,2014-09-27,2015-11-05 16:03:54+00:00,7000000.0,2.27,2.27,0.45,2.25,1000000.0,77000000.0,201000000.0,201000000.0,201000000.0,862000000.0,1994000000.0,0.0,,2000000.0,836000000.0,862000000.0,1132000000.0,5000000.0,-3000000.0,846000000.0,286000000.0,-8000000.0,278000000.0,1994000000.0,88500000.0,88400000.0,89200000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2015.0,Q2YTD,2014-03-30,2014-09-27,,13000000.0,4.09,4.09,0.9,4.05,2000000.0,150000000.0,363000000.0,363000000.0,363000000.0,1527000000.0,3702000000.0,-2000000.0,,6000000.0,1624000000.0,1527000000.0,2175000000.0,9000000.0,-6000000.0,1645000000.0,530000000.0,-17000000.0,513000000.0,3702000000.0,88500000.0,88400000.0,89200000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2015.0,Q2TTM,2013-09-29,2014-09-27,,29000000.0,8.37,8.37,1.8,8.31,3000000.0,303000000.0,753000000.0,753000000.0,753000000.0,3187000000.0,7584000000.0,-6000000.0,,22000000.0,3254000000.0,3187000000.0,4397000000.0,17000000.0,-10000000.0,3308000000.0,1089000000.0,-33000000.0,1056000000.0,7584000000.0,88500000.0,88400000.0,89200000.0
Ralph Lauren Corp,RL,HO1QNWM0IXBZ0QSMMO20,1037038,2015.0,Q1TTM,2013-06-30,2014-06-28,,32000000.0,8.38,8.38,1.75,8.29,2000000.0,309000000.0,757000000.0,757000000.0,757000000.0,3156000000.0,7505000000.0,-3000000.0,,22000000.0,3195000000.0,3156000000.0,4349000000.0,19000000.0,-10000000.0,3251000000.0,1098000000.0,-32000000.0,1066000000.0,7505000000.0,89000000.0,88900000.0,90200000.0
